Foodgroup,sex_gp,race_gp,age_gp,subgroup_id,population,Mean_Intake,SE_Intake,CF_Mean_Intake,CF_SE_Intake,Intake_unit,GHG_unit,WATER_unit,BLUEWATER_unit,CED_to_intake_conversion,GHG_to_intake_conversion,WATER_to_intake_conversion,BLUEWATER_to_intake_conversion,Food_price_to_intake_conversion,FL_to_intake_conversion,outcome,outcome_unit,mean_delta,sd_delta,median_delta,lowerci_95_delta,upperci_95_delta,mean_impact,sd_impact,median_impact,lowerci_95_impact,upperci_95_impact,mean_substitution_impact,sd_substitution_impact,median_substitution_impact,lowerci_95_substitution_impact,upperci_95_substitution_impact,mean_combined_impact,sd_combined_impact,median_combined_impact,lowerci_95_combined_impact,upperci_95_combined_impact,mean_impact_consumed,sd_impact_consumed,median_impact_consumed,lowerci_95_impact_consumed,upperci_95_impact_consumed,mean_substitution_impact_consumed,sd_substitution_impact_consumed,median_substitution_impact_consumed,lowerci_95_substitution_impact_consumed,upperci_95_substitution_impact_consumed,mean_combined_impact_consumed,sd_combined_impact_consumed,median_combined_impact_consumed,lowerci_95_combined_impact_consumed,upperci_95_combined_impact_consumed,mean_impact_unconsumed,sd_impact_unconsumed,median_impact_unconsumed,lowerci_95_impact_unconsumed,upperci_95_impact_unconsumed,mean_substitution_impact_unconsumed,sd_substitution_impact_unconsumed,median_substitution_impact_unconsumed,lowerci_95_substitution_impact_unconsumed,upperci_95_substitution_impact_unconsumed,mean_combined_impact_unconsumed,sd_combined_impact_unconsumed,median_combined_impact_unconsumed,lowerci_95_combined_impact_unconsumed,upperci_95_combined_impact_unconsumed,mean_impact_current_intake_,sd_impact_current_intake,median_impact_current_intake,lowerci_95_impact_current_intake,upperci_95_impact_current_intake,mean_impact_current_intake_consumed,sd_impact_current_intake_consumed,median_impact_current_intake_consumed,lowerci_95_impact_current_intake_consumed,upperci_95_impact_current_intake_consumed,mean_impact_current_intake_unconsumed,sd_impact_current_intake_unconsumed,median_impact_current_intake_unconsumed,lowerci_95_impact_current_intake_unconsumed,upperci_95_impact_current_intake_unconsumed,mean_impact_CF_intake,sd_impact_CF_intake,median_impact_CF_intake,lowerci_95_impact_CF_intake,upperci_95_impact_CF_intake,mean_impact_CF_intake_consumed,sd_impact_current_CF_consumed,median_impact_CF_intake_consumed,lowerci_95_impact_CF_intake_consumed,upperci_95_impact_CF_intake_consumed,mean_impact_CF_intake_unconsumed,sd_impact_CF_intake_unconsumed,median_impact_CF_intake_unconsumed,lowerci_95_impact_CF_intake_unconsumed,upperci_95_impact_CF_intake_unconsumed,mean_impact_inedible,sd_impact_inedible,median_impact_inedible,lowerci_95_impact_inedible,upperci_95_impact_inedible,mean_substitution_impact_inedible,sd_substitution_impact_inedible,median_substitution_impact_inedible,lowerci_95_substitution_impact_inedible,upperci_95_substitution_impact_inedible,mean_combined_impact_inedible,sd_combined_impact_inedible,median_combined_impact_inedible,lowerci_95_combined_impact_inedible,upperci_95_combined_impact_inedible,mean_impact_wasted,sd_impact_wasted,median_impact_wasted,lowerci_95_impact_wasted,upperci_95_impact_wasted,mean_substitution_impact_wasted,sd_substitution_impact_wasted,median_substitution_impact_wasted,lowerci_95_substitution_impact_wasted,upperci_95_substitution_impact_wasted,mean_combined_impact_wasted,sd_combined_impact_wasted,median_combined_impact_wasted,lowerci_95_combined_impact_wasted,upperci_95_combined_impact_wasted
added_sugar,Female,HIS,20-34,3,6549965,7.336884092,0.318807647,3.076062972,0,tsp eq/day,kgCO2-eq,L-eq,L,1,1,1,1,1,1,CED,MJ,-39569345.60728279,1416041.3878049226,-39112325.04442301,-41055202.91207434,-38471955.78092205,-1011242.9807344436,36188.6680679306,-999563.2617714342,-1049215.8798760183,-983197.8427114272,0,0,0,0,0,-1011242.9807344436,36188.6680679306,-999563.2617714342,-1049215.8798760183,-983197.8427114272,-669956.0125417474,23975.26234533583,-662218.1116681284,-695113.3412730307,-651375.8995530402,0,0,0,0,0,-669956.0125417474,23975.26234533583,-662218.1116681284,-695113.3412730307,-651375.8995530402,-341286.96819269634,12213.405722594829,-337345.1501033059,-354102.53860298754,-331821.9431583871,0,0,0,0,0,-341286.96819269634,12213.405722594829,-337345.1501033059,-354102.53860298754,-331821.9431583871,1788456.0311711717,36188.6680679306,1776776.3122081622,1760410.8931481552,1826428.9303127462,1184865.4518021576,23975.26234533594,1177127.5509285387,1166285.3388134504,1210022.7805334409,603590.5793690141,12213.405722594818,599648.7612796237,594125.5543347049,616406.1497793054,777213.050436728,0,777213.050436728,777213.050436728,777213.050436728,514909.4392604102,0,514909.4392604102,514909.4392604102,514909.4392604102,262303.6111763178,0,262303.6111763178,262303.6111763178,262303.6111763178,0,0,0,0,0,0,0,-0,-0,-0,-669956.0125417474,23975.26234533583,-662218.1116681284,-695113.3412730307,-651375.8995530402,-341286.96819269634,12213.405722594829,-337345.1501033059,-354102.53860298754,-331821.9431583871,0,0,0,0,0,-341286.96819269634,12213.405722594829,-337345.1501033059,-354102.53860298754,-331821.9431583871
added_sugar,Female,HIS,20-34,3,6549965,7.336884092,0.318807647,3.076062972,0,tsp eq/day,kgCO2-eq,L-eq,L,1,1,1,1,1,1,FL,mrh-eq,-39569345.60728279,1416041.3878049226,-39112325.04442301,-41055202.91207434,-38471955.78092205,-43833.892260762084,1568.6538323342072,-43327.61676376065,-45479.88635072024,-42618.23234325514,0,0,0,0,0,-43833.892260762084,1568.6538323342072,-43327.61676376065,-45479.88635072024,-42618.23234325514,-29040.280360587793,1039.2448566670812,-28704.869070046785,-30130.76371442502,-28234.89660371042,0,0,0,0,0,-29040.280360587793,1039.2448566670812,-28704.869070046785,-30130.76371442502,-28234.89660371042,-14793.61190017429,529.4089756671281,-14622.747693713865,-15349.122636295218,-14383.335739544724,0,0,0,0,0,-14793.61190017429,529.4089756671281,-14622.747693713865,-15349.122636295218,-14383.335739544724,77523.39494760272,1568.6538323342077,77017.1194506013,76307.73503009578,79169.38903756088,51359.82701217274,1039.2448566670791,51024.41572163173,50554.443255295366,52450.31036600996,26163.56793542998,529.4089756671274,25992.703728969555,25753.291774800415,26719.07867155091,33689.50268684064,0,33689.50268684064,33689.50268684064,33689.50268684064,22319.54665158495,0,22319.54665158495,22319.54665158495,22319.54665158495,11369.956035255691,0,11369.956035255691,11369.956035255691,11369.956035255691,0,0,0,0,0,0,0,-0,-0,-0,-29040.280360587793,1039.2448566670812,-28704.869070046785,-30130.76371442502,-28234.89660371042,-14793.61190017429,529.4089756671281,-14622.747693713865,-15349.122636295218,-14383.335739544724,0,0,0,0,0,-14793.61190017429,529.4089756671281,-14622.747693713865,-15349.122636295218,-14383.335739544724
added_sugar,Female,HIS,20-34,3,6549965,7.336884092,0.318807647,3.076062972,0,tsp eq/day,kgCO2-eq,L-eq,L,1,1,1,1,1,1,Food_price,USD,-39569345.60728279,1416041.3878049226,-39112325.04442301,-41055202.91207434,-38471955.78092205,-2311378.4694919735,82715.73677678999,-2284682.362369222,-2398172.38863125,-2247276.2414070363,0,0,0,0,0,-2311378.4694919735,82715.73677678999,-2284682.362369222,-2398172.38863125,-2247276.2414070363,-1531305.4650535441,54799.79217772536,-1513619.0950919385,-1588807.083445188,-1488837.2611292652,0,0,0,0,0,-1531305.4650535441,54799.79217772536,-1513619.0950919385,-1588807.083445188,-1488837.2611292652,-780073.0044384295,27915.944599064573,-771063.2672772836,-809365.3051860617,-758438.9802777712,0,0,0,0,0,-780073.0044384295,27915.944599064573,-771063.2672772836,-809365.3051860617,-758438.9802777712,4087839.265969317,82715.73677678948,4061143.1588465655,4023737.03788438,4174633.1851085923,2708223.9844585606,54799.792177725445,2690537.614496955,2665755.7805342814,2765725.602850205,1379615.281510756,27915.944599064544,1370605.5443496099,1357981.2573500979,1408907.5822583882,1776460.7964773432,0,1776460.7964773432,1776460.7964773432,1776460.7964773432,1176918.5194050167,0,1176918.5194050167,1176918.5194050167,1176918.5194050167,599542.2770723264,0,599542.2770723264,599542.2770723264,599542.2770723264,0,0,0,0,0,0,0,-0,-0,-0,-1531305.4650535441,54799.79217772536,-1513619.0950919385,-1588807.083445188,-1488837.2611292652,-780073.0044384295,27915.944599064573,-771063.2672772836,-809365.3051860617,-758438.9802777712,0,0,0,0,0,-780073.0044384295,27915.944599064573,-771063.2672772836,-809365.3051860617,-758438.9802777712
added_sugar,Female,HIS,35-44,11,4706043,5.715080026,0.256072832,2.770242457,0,tsp eq/day,kgCO2-eq,L-eq,L,1,1,1,1,1,1,CED,MJ,-20548944.22321777,4766625.047090557,-20855392.7988676,-24939973.1863651,-15897433.970768088,-509353.4410635484,118151.90326187413,-516949.482729762,-618195.3206216102,-394054.92608920496,0,0,0,0,0,-509353.4410635484,118151.90326187413,-516949.482729762,-618195.3206216102,-394054.92608920496,-338489.92872189725,78517.6384201135,-343537.8647813779,-410820.60734976415,-261868.50444347181,0,0,0,0,0,-338489.92872189725,78517.6384201135,-343537.8647813779,-410820.60734976415,-261868.50444347181,-170863.5123416511,39634.26484176067,-173411.61794838408,-207374.71327184603,-132186.42164573315,0,0,0,0,0,-170863.5123416511,39634.26484176067,-173411.61794838408,-207374.71327184603,-132186.42164573315,995622.7909518171,118151.90326187407,1003218.8326180307,880324.2759774737,1104464.6705098788,661639.3654659357,78517.63842011345,666687.3015254163,585017.9411875103,733970.0440938025,333983.4254858815,39634.26484176069,336531.5310926145,295306.33478996356,370494.62641607644,486269.34988826874,0,486269.34988826874,486269.34988826874,486269.34988826874,323149.43674403836,0,323149.43674403836,323149.43674403836,323149.43674403836,163119.91314423038,0,163119.91314423038,163119.91314423038,163119.91314423038,0,0,0,0,0,0,0,-0,-0,-0,-338489.92872189725,78517.6384201135,-343537.8647813779,-410820.60734976415,-261868.50444347181,-170863.5123416511,39634.26484176067,-173411.61794838408,-207374.71327184603,-132186.42164573315,0,0,0,0,0,-170863.5123416511,39634.26484176067,-173411.61794838408,-207374.71327184603,-132186.42164573315
added_sugar,Female,HIS,35-44,11,4706043,5.715080026,0.256072832,2.770242457,0,tsp eq/day,kgCO2-eq,L-eq,L,1,1,1,1,1,1,FL,mrh-eq,-20548944.22321777,4766625.047090557,-20855392.7988676,-24939973.1863651,-15897433.970768088,-25449.10710951895,5903.288755694913,-25828.632331863962,-30887.23401230528,-19688.383767739357,0,0,0,0,0,-25449.10710951895,5903.288755694913,-25828.632331863962,-30887.23401230528,-19688.383767739357,-16912.15913560945,3923.0201055825323,-17164.371951118235,-20526.056754247737,-13083.88062378869,0,0,0,0,0,-16912.15913560945,3923.0201055825323,-17164.371951118235,-20526.056754247737,-13083.88062378869,-8536.947973909502,1980.2686501123803,-8664.260380745727,-10361.177258057545,-6604.503143950669,0,0,0,0,0,-8536.947973909502,1980.2686501123803,-8664.260380745727,-10361.177258057545,-6604.503143950669,49744.851030563244,5903.288755694911,50124.37625290825,43984.12768878365,55182.97793334958,33057.852803464186,3923.0201055825332,33310.06561897297,29229.574291643425,36671.75042210247,16686.998227099066,1980.2686501123794,16814.31063393529,14754.553397140235,18511.227511247107,24295.743921044297,0,24295.743921044297,24295.743921044297,24295.743921044297,16145.693667854734,0,16145.693667854734,16145.693667854734,16145.693667854734,8150.050253189562,0,8150.050253189562,8150.050253189562,8150.050253189562,0,0,0,0,0,0,0,-0,-0,-0,-16912.15913560945,3923.0201055825323,-17164.371951118235,-20526.056754247737,-13083.88062378869,-8536.947973909502,1980.2686501123803,-8664.260380745727,-10361.177258057545,-6604.503143950669,0,0,0,0,0,-8536.947973909502,1980.2686501123803,-8664.260380745727,-10361.177258057545,-6604.503143950669
added_sugar,Female,HIS,35-44,11,4706043,5.715080026,0.256072832,2.770242457,0,tsp eq/day,kgCO2-eq,L-eq,L,1,1,1,1,1,1,Food_price,USD,-20548944.22321777,4766625.047090557,-20855392.7988676,-24939973.1863651,-15897433.970768088,-1420368.8752806452,329475.1196692086,-1441550.9863418695,-1723882.3211278245,-1098850.6350314254,0,0,0,0,0,-1420368.8752806452,329475.1196692086,-1441550.9863418695,-1723882.3211278245,-1098850.6350314254,-943903.6248555813,218952.1082641609,-957980.1593113457,-1145602.9486815517,-730239.246742211,0,0,0,0,0,-943903.6248555813,218952.1082641609,-957980.1593113457,-1145602.9486815517,-730239.246742211,-476465.25042506406,110523.01140504767,-483570.8270305239,-578279.3724462728,-368611.38828921446,0,0,0,0,0,-476465.25042506406,110523.01140504767,-483570.8270305239,-578279.3724462728,-368611.38828921446,2776366.094308129,329475.1196692085,2797548.2053693533,2454847.8540589097,3079879.5401553083,1845029.1793572125,218952.1082641609,1859105.7138129768,1631364.8012438423,2046728.5031831828,931336.9149509168,110523.01140504773,938442.4915563766,823483.0528150672,1033151.0369721255,1355997.2190274836,0,1355997.2190274836,1355997.2190274836,1355997.2190274836,901125.5545016311,0,901125.5545016311,901125.5545016311,901125.5545016311,454871.6645258527,0,454871.6645258527,454871.6645258527,454871.6645258527,0,0,0,0,0,0,0,-0,-0,-0,-943903.6248555813,218952.1082641609,-957980.1593113457,-1145602.9486815517,-730239.246742211,-476465.25042506406,110523.01140504767,-483570.8270305239,-578279.3724462728,-368611.38828921446,0,0,0,0,0,-476465.25042506406,110523.01140504767,-483570.8270305239,-578279.3724462728,-368611.38828921446
added_sugar,Female,HIS,45-54,19,2981376,5.636557719,0.264504691,2.659948587,0,tsp eq/day,kgCO2-eq,L-eq,L,1,1,1,1,1,1,CED,MJ,-13614044.062028775,544997.85501308,-13815776.780735519,-14018732.764669007,-13037882.54848781,-343422.5524175096,13747.902796398595,-348511.3831021129,-353631.0713970294,-328888.52735607704,0,0,0,0,0,-343422.5524175096,13747.902796398595,-348511.3831021129,-353631.0713970294,-328888.52735607704,-227886.27645447402,9122.750836469502,-231263.09218209016,-234660.38421758133,-218241.875322893,0,0,0,0,0,-227886.27645447402,9122.750836469502,-231263.09218209016,-234660.38421758133,-218241.875322893,-115536.27596303559,4625.151959929118,-117248.29092002274,-118970.68717944805,-110646.65203318404,0,0,0,0,0,-115536.27596303559,4625.151959929118,-117248.29092002274,-118970.68717944805,-110646.65203318404,644891.2972280607,13747.90279639864,649980.127912664,630357.2721666282,655099.8162075805,427933.0970219219,9122.750836469557,431309.9127495381,418288.6958903408,434707.20478502923,216958.20020613878,4625.151959929137,218670.21516312595,212068.5762762872,220392.61142255124,301468.74481055106,0,301468.74481055106,301468.74481055106,301468.74481055106,200046.82056744787,0,200046.82056744787,200046.82056744787,200046.82056744787,101421.92424310319,0,101421.92424310319,101421.92424310319,101421.92424310319,0,0,0,0,0,0,0,-0,-0,-0,-227886.27645447402,9122.750836469502,-231263.09218209016,-234660.38421758133,-218241.875322893,-115536.27596303559,4625.151959929118,-117248.29092002274,-118970.68717944805,-110646.65203318404,0,0,0,0,0,-115536.27596303559,4625.151959929118,-117248.29092002274,-118970.68717944805,-110646.65203318404
added_sugar,Female,HIS,45-54,19,2981376,5.636557719,0.264504691,2.659948587,0,tsp eq/day,kgCO2-eq,L-eq,L,1,1,1,1,1,1,FL,mrh-eq,-13614044.062028775,544997.85501308,-13815776.780735519,-14018732.764669007,-13037882.54848781,-16309.747312707032,652.9123352863658,-16551.42492531218,-16794.568020668354,-15619.500634031334,0,0,0,0,0,-16309.747312707032,652.9123352863658,-16551.42492531218,-16794.568020668354,-15619.500634031334,-10822.724246972512,433.25564932240144,-10983.095226837684,-11144.438662952416,-10364.69449810721,0,0,0,0,0,-10822.724246972512,433.25564932240144,-10983.095226837684,-11144.438662952416,-10364.69449810721,-5487.023065734521,219.6566859639637,-5568.329698474497,-5650.129357715939,-5254.806135924123,0,0,0,0,0,-5487.023065734521,219.6566859639637,-5568.329698474497,-5650.129357715939,-5254.806135924123,30627.03374578159,652.9123352863664,30868.711358386736,29936.78706710589,31111.854453742915,20323.303260196244,433.25564932240076,20483.674240061413,19865.273511330943,20645.01767617615,10303.730485585349,219.65668596396404,10385.037118325325,10071.51355577495,10466.836777566767,14317.28643307456,0,14317.28643307456,14317.28643307456,14317.28643307456,9500.57901322373,0,9500.57901322373,9500.57901322373,9500.57901322373,4816.707419850828,0,4816.707419850828,4816.707419850828,4816.707419850828,0,0,0,0,0,0,0,-0,-0,-0,-10822.724246972512,433.25564932240144,-10983.095226837684,-11144.438662952416,-10364.69449810721,-5487.023065734521,219.6566859639637,-5568.329698474497,-5650.129357715939,-5254.806135924123,0,0,0,0,0,-5487.023065734521,219.6566859639637,-5568.329698474497,-5650.129357715939,-5254.806135924123
added_sugar,Female,HIS,45-54,19,2981376,5.636557719,0.264504691,2.659948587,0,tsp eq/day,kgCO2-eq,L-eq,L,1,1,1,1,1,1,Food_price,USD,-13614044.062028775,544997.85501308,-13815776.780735519,-14018732.764669007,-13037882.54848781,-821310.2556492098,32878.71888688143,-833480.4197840507,-845724.3812616596,-786551.4905221455,0,0,0,0,0,-821310.2556492098,32878.71888688143,-833480.4197840507,-845724.3812616596,-786551.4905221455,-545000.1307608587,21817.462973764726,-553075.9352443015,-561200.7097256002,-521935.1179851908,0,0,0,0,0,-545000.1307608587,21817.462973764726,-553075.9352443015,-561200.7097256002,-521935.1179851908,-276310.1248883512,11061.255913116767,-280404.4845397493,-284523.6715360594,-264616.3725369546,0,0,0,0,0,-276310.1248883512,11061.255913116767,-280404.4845397493,-284523.6715360594,-264616.3725369546,1542286.1208847165,32878.71888688156,1554456.2850195575,1507527.355757652,1566700.2464971663,1023420.968837669,21817.46297376486,1031496.7733211118,1000355.956062001,1039621.5478024106,518865.1520470476,11061.255913116756,522959.51169844577,507171.399695651,527078.6986947558,720975.8652355066,0,720975.8652355066,720975.8652355066,720975.8652355066,478420.8380768102,0,478420.8380768102,478420.8380768102,478420.8380768102,242555.0271586964,0,242555.0271586964,242555.0271586964,242555.0271586964,0,0,0,0,0,0,0,-0,-0,-0,-545000.1307608587,21817.462973764726,-553075.9352443015,-561200.7097256002,-521935.1179851908,-276310.1248883512,11061.255913116767,-280404.4845397493,-284523.6715360594,-264616.3725369546,0,0,0,0,0,-276310.1248883512,11061.255913116767,-280404.4845397493,-284523.6715360594,-264616.3725369546
added_sugar,Female,HIS,55-64,27,2911586,5.022346055,0.311315568,2.268156283,0,tsp eq/day,kgCO2-eq,L-eq,L,1,1,1,1,1,1,CED,MJ,-11127225.565180138,2111686.8490996477,-11316636.591204355,-13046766.712786335,-9046685.045453355,-278464.82847043814,52846.1037096172,-283204.94167864823,-326502.382241503,-226398.1784723947,0,0,0,0,0,-278464.82847043814,52846.1037096172,-283204.94167864823,-326502.382241503,-226398.1784723947,-184961.1690425148,35101.29869959658,-188109.63445267157,-216868.54546862622,-150377.59701777017,0,0,0,0,0,-184961.1690425148,35101.29869959658,-188109.63445267157,-216868.54546862622,-150377.59701777017,-93503.65942792331,17744.805010020635,-95095.30722597665,-109633.83677287675,-76020.58145462452,0,0,0,0,0,-93503.65942792331,17744.805010020635,-95095.30722597665,-109633.83677287675,-76020.58145462452,527279.4185353493,52846.103709617244,532019.5317435594,475212.76853730594,575316.9723064142,350228.1354526935,35101.29869959656,353376.60086285026,315644.5634279489,382135.5118788049,177051.2830826558,17744.805010020656,178642.93088070917,159568.20510935702,193181.46042760927,248814.5900649112,0,248814.5900649112,248814.5900649112,248814.5900649112,165266.96641017872,0,165266.96641017872,165266.96641017872,165266.96641017872,83547.62365473251,0,83547.62365473251,83547.62365473251,83547.62365473251,0,0,0,0,0,0,0,-0,-0,-0,-184961.1690425148,35101.29869959658,-188109.63445267157,-216868.54546862622,-150377.59701777017,-93503.65942792331,17744.805010020635,-95095.30722597665,-109633.83677287675,-76020.58145462452,0,0,0,0,0,-93503.65942792331,17744.805010020635,-95095.30722597665,-109633.83677287675,-76020.58145462452
