outcome,outcome_unit,X1,X2,X3
CED,MJ,85312653.3219227,85312653.3219227,85312653.3219227
Food_price,USD,53093482.0035216,53093482.0035216,53093482.0035216
FL,mrh-eq,3022694.04152757,3022694.04152757,3022694.04152757
