age_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,added_sugar,CED,MJ,-795145225.239856,-751434719.967485,-783507166.189735
20-34,added_sugar,Food_price,USD,-795145225.239856,-751434719.967485,-783507166.189735
20-34,added_sugar,FL,mrh-eq,-795145225.239856,-751434719.967485,-783507166.189735
20-34,oil,CED,MJ,-21466518.1014643,-2497371.9143432,-19013845.0487664
20-34,oil,Food_price,USD,-21466518.1014643,-2497371.9143432,-19013845.0487664
20-34,oil,FL,mrh-eq,-21466518.1014643,-2497371.9143432,-19013845.0487664
20-34,sat_fat,CED,MJ,-1053254189.93687,-1045960837.48618,-1074871248.83762
20-34,sat_fat,Food_price,USD,-1053254189.93687,-1045960837.48618,-1074871248.83762
20-34,sat_fat,FL,mrh-eq,-1053254189.93687,-1045960837.48618,-1074871248.83762
35-44,added_sugar,CED,MJ,-572491587.158946,-551343645.634417,-531618530.87952
35-44,added_sugar,Food_price,USD,-572491587.158946,-551343645.634417,-531618530.87952
35-44,added_sugar,FL,mrh-eq,-572491587.158946,-551343645.634417,-531618530.87952
35-44,oil,CED,MJ,-5733704.7030219,-4122632.20692823,507538.081566179
35-44,oil,Food_price,USD,-5733704.7030219,-4122632.20692823,507538.081566179
35-44,oil,FL,mrh-eq,-5733704.7030219,-4122632.20692823,507538.081566179
35-44,sat_fat,CED,MJ,-659189098.084725,-683614591.169934,-635262531.599297
35-44,sat_fat,Food_price,USD,-659189098.084725,-683614591.169934,-635262531.599297
35-44,sat_fat,FL,mrh-eq,-659189098.084725,-683614591.169934,-635262531.599297
45-54,added_sugar,CED,MJ,-553825165.433132,-566070137.682699,-494136430.379839
45-54,added_sugar,Food_price,USD,-553825165.433132,-566070137.682699,-494136430.379839
45-54,added_sugar,FL,mrh-eq,-553825165.433132,-566070137.682699,-494136430.379839
45-54,oil,CED,MJ,-30198712.8167979,-21615935.2759772,12689387.7509764
45-54,oil,Food_price,USD,-30198712.8167979,-21615935.2759772,12689387.7509764
45-54,oil,FL,mrh-eq,-30198712.8167979,-21615935.2759772,12689387.7509764
45-54,sat_fat,CED,MJ,-602972265.438404,-616819045.337315,-594897472.941304
45-54,sat_fat,Food_price,USD,-602972265.438404,-616819045.337315,-594897472.941304
45-54,sat_fat,FL,mrh-eq,-602972265.438404,-616819045.337315,-594897472.941304
55-64,added_sugar,CED,MJ,-623400674.646727,-698486001.042225,-613202191.838032
55-64,added_sugar,Food_price,USD,-623400674.646727,-698486001.042225,-613202191.838032
55-64,added_sugar,FL,mrh-eq,-623400674.646727,-698486001.042225,-613202191.838032
55-64,oil,CED,MJ,-39946986.3091432,-63842275.2666849,-77516197.9394459
55-64,oil,Food_price,USD,-39946986.3091432,-63842275.2666849,-77516197.9394459
55-64,oil,FL,mrh-eq,-39946986.3091432,-63842275.2666849,-77516197.9394459
55-64,sat_fat,CED,MJ,-777275823.769595,-805536382.00318,-785772149.641937
55-64,sat_fat,Food_price,USD,-777275823.769595,-805536382.00318,-785772149.641937
55-64,sat_fat,FL,mrh-eq,-777275823.769595,-805536382.00318,-785772149.641937
65-74,added_sugar,CED,MJ,-331439419.196636,-363766122.895786,-341476990.115041
65-74,added_sugar,Food_price,USD,-331439419.196636,-363766122.895786,-341476990.115041
65-74,added_sugar,FL,mrh-eq,-331439419.196636,-363766122.895786,-341476990.115041
65-74,oil,CED,MJ,-40120888.022824,-49427509.6237465,-54627332.7850466
65-74,oil,Food_price,USD,-40120888.022824,-49427509.6237465,-54627332.7850466
65-74,oil,FL,mrh-eq,-40120888.022824,-49427509.6237465,-54627332.7850466
65-74,sat_fat,CED,MJ,-526542429.625398,-503320604.21033,-517688296.137663
65-74,sat_fat,Food_price,USD,-526542429.625398,-503320604.21033,-517688296.137663
65-74,sat_fat,FL,mrh-eq,-526542429.625398,-503320604.21033,-517688296.137663
75+,added_sugar,CED,MJ,-290636025.975629,-277830947.583312,-291828541.520207
75+,added_sugar,Food_price,USD,-290636025.975629,-277830947.583312,-291828541.520207
75+,added_sugar,FL,mrh-eq,-290636025.975629,-277830947.583312,-291828541.520207
75+,oil,CED,MJ,-1512973.40427819,6698585.77752088,-257114.445164167
75+,oil,Food_price,USD,-1512973.40427819,6698585.77752088,-257114.445164167
75+,oil,FL,mrh-eq,-1512973.40427819,6698585.77752088,-257114.445164167
75+,sat_fat,CED,MJ,-392744494.562319,-373300088.384729,-379579464.299627
75+,sat_fat,Food_price,USD,-392744494.562319,-373300088.384729,-379579464.299627
75+,sat_fat,FL,mrh-eq,-392744494.562319,-373300088.384729,-379579464.299627
