Foodgroup,outcome,outcome_unit,X1,X2,X3
added_sugar,CED,MJ,-80341462.7799367,-81330797.9405015,-77520707.9341651
added_sugar,Food_price,USD,-137585327.521252,-137547438.262942,-133250597.296807
added_sugar,FL,mrh-eq,-3675159.00116684,-3733834.05991994,-3551255.26480772
oil,CED,MJ,-1295405.24150597,-1251071.84595616,-1284601.35259492
oil,Food_price,USD,-959047.713471037,-1288990.43404471,-1083521.75431646
oil,FL,mrh-eq,-65950.8581348188,-63857.0184067683,-63594.6662541953
sat_fat,CED,MJ,-207612610.629143,-208498958.395248,-206333377.52124
sat_fat,Food_price,USD,-23717751.1887564,-23711220.7100681,-23469665.2397833
sat_fat,FL,mrh-eq,-5610501.87834038,-5639735.51497177,-5576169.02747625
