sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,added_sugar,CED,MJ,-1785891407.69853,-1808941499.10367,-1729862828.50839
Female,added_sugar,Food_price,USD,-1785891407.69853,-1808941499.10367,-1729862828.50839
Female,added_sugar,FL,mrh-eq,-1785891407.69853,-1808941499.10367,-1729862828.50839
Female,oil,CED,MJ,-299236567.596176,-310516289.423584,-286750591.364423
Female,oil,Food_price,USD,-299236567.596176,-310516289.423584,-286750591.364423
Female,oil,FL,mrh-eq,-299236567.596176,-310516289.423584,-286750591.364423
Female,sat_fat,CED,MJ,-2157332958.9993,-2114548788.0938,-2140516207.01993
Female,sat_fat,Food_price,USD,-2157332958.9993,-2114548788.0938,-2140516207.01993
Female,sat_fat,FL,mrh-eq,-2157332958.9993,-2114548788.0938,-2140516207.01993
Male,added_sugar,CED,MJ,-1381046689.9524,-1399990075.70225,-1325907022.41398
Male,added_sugar,Food_price,USD,-1381046689.9524,-1399990075.70225,-1325907022.41398
Male,added_sugar,FL,mrh-eq,-1381046689.9524,-1399990075.70225,-1325907022.41398
Male,oil,CED,MJ,160256784.238646,175709150.913425,148533026.978542
Male,oil,Food_price,USD,160256784.238646,175709150.913425,148533026.978542
Male,oil,FL,mrh-eq,160256784.238646,175709150.913425,148533026.978542
Male,sat_fat,CED,MJ,-1854645342.41801,-1914002760.49787,-1847554956.43752
Male,sat_fat,Food_price,USD,-1854645342.41801,-1914002760.49787,-1847554956.43752
Male,sat_fat,FL,mrh-eq,-1854645342.41801,-1914002760.49787,-1847554956.43752
