age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,-1059529197.19839,-1055597514.53634,-1084211930.83374
20-34,Female,Food_price,USD,-1059529197.19839,-1055597514.53634,-1084211930.83374
20-34,Female,FL,mrh-eq,-1059529197.19839,-1055597514.53634,-1084211930.83374
20-34,Male,CED,MJ,-810336736.079792,-744295414.831664,-793180329.242382
20-34,Male,Food_price,USD,-810336736.079792,-744295414.831664,-793180329.242382
20-34,Male,FL,mrh-eq,-810336736.079792,-744295414.831664,-793180329.242382
35-44,Female,CED,MJ,-714291881.976802,-697230232.476294,-682975593.798318
35-44,Female,Food_price,USD,-714291881.976802,-697230232.476294,-682975593.798318
35-44,Female,FL,mrh-eq,-714291881.976802,-697230232.476294,-682975593.798318
35-44,Male,CED,MJ,-523122507.969891,-541850636.534986,-483397930.598932
35-44,Male,Food_price,USD,-523122507.969891,-541850636.534986,-483397930.598932
35-44,Male,FL,mrh-eq,-523122507.969891,-541850636.534986,-483397930.598932
45-54,Female,CED,MJ,-694613029.052777,-681573786.636202,-589866187.342018
45-54,Female,Food_price,USD,-694613029.052777,-681573786.636202,-589866187.342018
45-54,Female,FL,mrh-eq,-694613029.052777,-681573786.636202,-589866187.342018
45-54,Male,CED,MJ,-492383114.635558,-522931331.65979,-486478328.228148
45-54,Male,Food_price,USD,-492383114.635558,-522931331.65979,-486478328.228148
45-54,Male,FL,mrh-eq,-492383114.635558,-522931331.65979,-486478328.228148
55-64,Female,CED,MJ,-823835452.062317,-890157722.134228,-864689494.055724
55-64,Female,Food_price,USD,-823835452.062317,-890157722.134228,-864689494.055724
55-64,Female,FL,mrh-eq,-823835452.062317,-890157722.134228,-864689494.055724
55-64,Male,CED,MJ,-616788032.663148,-677706936.177862,-611801045.363691
55-64,Male,Food_price,USD,-616788032.663148,-677706936.177862,-611801045.363691
55-64,Male,FL,mrh-eq,-616788032.663148,-677706936.177862,-611801045.363691
65-74,Female,CED,MJ,-532722679.306662,-518237163.907924,-519358604.171488
65-74,Female,Food_price,USD,-532722679.306662,-518237163.907924,-519358604.171488
65-74,Female,FL,mrh-eq,-532722679.306662,-518237163.907924,-519358604.171488
65-74,Male,CED,MJ,-365380057.538196,-398277072.82194,-394434014.866262
65-74,Male,Food_price,USD,-365380057.538196,-398277072.82194,-394434014.866262
65-74,Male,FL,mrh-eq,-365380057.538196,-398277072.82194,-394434014.866262
75+,Female,CED,MJ,-417468694.697048,-391210156.930068,-416027816.691447
75+,Female,Food_price,USD,-417468694.697048,-391210156.930068,-416027816.691447
75+,Female,FL,mrh-eq,-417468694.697048,-391210156.930068,-416027816.691447
75+,Male,CED,MJ,-267424799.245178,-253222293.260452,-255637303.573551
75+,Male,Food_price,USD,-267424799.245178,-253222293.260452,-255637303.573551
75+,Male,FL,mrh-eq,-267424799.245178,-253222293.260452,-255637303.573551
