sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,185221149.608041,185221149.608041,185221149.608041
Female,Food_price,USD,101510827.170074,101510827.170074,101510827.170074
Female,FL,mrh-eq,6574789.85960387,6574789.85960387,6574789.85960387
Male,CED,MJ,174135625.150778,174135625.150778,174135625.150778
Male,Food_price,USD,90602284.4572748,90602284.4572748,90602284.4572748
Male,FL,mrh-eq,6156057.68174344,6156057.68174344,6156057.68174344
