outcome,outcome_unit,X1,X2,X3
CED,MJ,-214117159.51386,-215329627.835559,-211238323.493097
Food_price,USD,-110243810.179128,-110480162.052607,-107285537.906718
FL,mrh-eq,-6807894.10007066,-6865146.01095393,-6696984.2349563
