sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,added_sugar,CED,MJ,52313562.6489714,52690282.3727984,51376961.1648979
Female,added_sugar,Food_price,USD,90773471.9839902,90946683.4185774,89640084.395079
Female,added_sugar,FL,mrh-eq,2463995.96527694,2483053.58129177,2421860.96394716
Female,oil,CED,MJ,34137891.926433,34224025.9851138,34040351.4367373
Female,oil,Food_price,USD,25528223.4365276,25709022.3441659,25497897.3547667
Female,oil,FL,mrh-eq,1749125.3266548,1754246.60998918,1743786.61882657
Female,sat_fat,CED,MJ,174874437.885466,173122749.816588,174151315.360973
Female,sat_fat,Food_price,USD,20368377.3948728,20086650.1558664,20272866.1054953
Female,sat_fat,FL,mrh-eq,4651930.49453517,4605780.15163619,4631854.81547016
Male,added_sugar,CED,MJ,45318838.3583259,45599759.9839641,44387974.1643824
Male,added_sugar,Food_price,USD,76412897.4223988,76216398.7986055,74675579.123322
Male,added_sugar,FL,mrh-eq,2009052.85290725,2028973.78699116,1969164.32051067
Male,oil,CED,MJ,28165838.2429767,28042671.3757637,28254947.3582436
Male,oil,Food_price,USD,19028330.9801504,19123120.645578,19163006.2346689
Male,oil,FL,mrh-eq,1421483.08272755,1414610.2171019,1424884.37834472
Male,sat_fat,CED,MJ,153350711.888583,155694259.738227,153070895.444758
Male,sat_fat,Food_price,USD,17152138.5850161,17417916.3136414,17055734.3172136
Male,sat_fat,FL,mrh-eq,4220459.87778868,4286635.16376345,4213586.63767673
