age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,36983922.2895965,36983922.2895965,36983922.2895965
20-34,Female,Food_price,USD,20488145.5685409,20488145.5685409,20488145.5685409
20-34,Female,FL,mrh-eq,1303275.14441025,1303275.14441025,1303275.14441025
20-34,Male,CED,MJ,38126238.9322312,38126238.9322312,38126238.9322312
20-34,Male,Food_price,USD,20195046.5957482,20195046.5957482,20195046.5957482
20-34,Male,FL,mrh-eq,1329027.0255718,1329027.0255718,1329027.0255718
35-44,Female,CED,MJ,23488000.0886378,23488000.0886378,23488000.0886378
35-44,Female,Food_price,USD,10764560.6057712,10764560.6057712,10764560.6057712
35-44,Female,FL,mrh-eq,826600.439099344,826600.439099344,826600.439099344
35-44,Male,CED,MJ,22212415.6559799,22212415.6559799,22212415.6559799
35-44,Male,Food_price,USD,11087256.2364332,11087256.2364332,11087256.2364332
35-44,Male,FL,mrh-eq,780509.898487015,780509.898487015,780509.898487015
45-54,Female,CED,MJ,22622099.7747611,22622099.7747611,22622099.7747611
45-54,Female,Food_price,USD,11294728.8712979,11294728.8712979,11294728.8712979
45-54,Female,FL,mrh-eq,807013.130091509,807013.130091509,807013.130091509
45-54,Male,CED,MJ,21307545.6529805,21307545.6529805,21307545.6529805
45-54,Male,Food_price,USD,10237232.5738615,10237232.5738615,10237232.5738615
45-54,Male,FL,mrh-eq,764374.725737137,764374.725737137,764374.725737137
55-64,Female,CED,MJ,28283910.8237276,28283910.8237276,28283910.8237276
55-64,Female,Food_price,USD,14913251.9749412,14913251.9749412,14913251.9749412
55-64,Female,FL,mrh-eq,1010000.06241134,1010000.06241134,1010000.06241134
55-64,Male,CED,MJ,25189582.1904205,25189582.1904205,25189582.1904205
55-64,Male,Food_price,USD,12052887.5870986,12052887.5870986,12052887.5870986
55-64,Male,FL,mrh-eq,912421.375631599,912421.375631599,912421.375631599
65-74,Female,CED,MJ,17651520.8004077,17651520.8004077,17651520.8004077
65-74,Female,Food_price,USD,9578240.69149397,9578240.69149397,9578240.69149397
65-74,Female,FL,mrh-eq,620462.25305412,620462.25305412,620462.25305412
65-74,Male,CED,MJ,15170020.1858964,15170020.1858964,15170020.1858964
65-74,Male,Food_price,USD,7021387.23758447,7021387.23758447,7021387.23758447
65-74,Male,FL,mrh-eq,540507.475567114,540507.475567114,540507.475567114
75+,Female,CED,MJ,13197497.7883088,13197497.7883088,13197497.7883088
75+,Female,Food_price,USD,6669721.7792185,6669721.7792185,6669721.7792185
75+,Female,FL,mrh-eq,469487.318710499,469487.318710499,469487.318710499
75+,Male,CED,MJ,9811367.2539478,9811367.2539478,9811367.2539478
75+,Male,Food_price,USD,4717169.90183815,4717169.90183815,4717169.90183815
75+,Male,FL,mrh-eq,344474.651048008,344474.651048008,344474.651048008
