age_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,NHW,CED,MJ,23716889.3090831,23507767.9506999,23959488.4797639
20-34,NHW,Food_price,USD,17498047.5196839,17199469.224781,17644746.9274569
20-34,NHW,FL,mrh-eq,799683.200113997,792922.671129701,805980.351971464
20-34,NHB,CED,MJ,5758922.82325317,5568985.36238964,5725772.06240803
20-34,NHB,Food_price,USD,4376693.18297314,4239202.25444087,4305093.16000589
20-34,NHB,FL,mrh-eq,190694.574357791,184034.638917723,189290.962514487
20-34,HIS,CED,MJ,8524187.62235473,8624363.69059348,8600596.05185083
20-34,HIS,Food_price,USD,5525451.91418247,5498616.06064774,5558938.03993356
20-34,HIS,FL,mrh-eq,283330.138859778,285717.792373751,285641.66301847
20-34,OTH,CED,MJ,4493635.31843549,4302048.06646353,4345008.87591449
20-34,OTH,Food_price,USD,3374523.15098874,3053321.87360958,3222198.80211082
20-34,OTH,FL,mrh-eq,155060.251421701,147576.770794941,150008.383822634
35-44,NHW,CED,MJ,15185583.1263355,15198879.8264271,14642270.1461714
35-44,NHW,Food_price,USD,10402858.2548485,10167035.6877269,9863939.71673443
35-44,NHW,FL,mrh-eq,522135.511427493,517484.41384859,501144.585835006
35-44,NHB,CED,MJ,3373937.45405365,3390189.43131586,3370021.51987876
35-44,NHB,Food_price,USD,2272858.15472886,2355600.19487686,2316128.87452287
35-44,NHB,FL,mrh-eq,113528.658263164,114296.778786361,113446.610916441
35-44,HIS,CED,MJ,5613205.99657038,5711694.44326588,5486395.3235613
35-44,HIS,Food_price,USD,3547204.50169957,3475800.74684533,3480689.57609638
35-44,HIS,FL,mrh-eq,195339.004572751,197587.235737349,190496.8698354
35-44,OTH,CED,MJ,2910861.38125617,2903956.4607881,2922542.25392564
35-44,OTH,Food_price,USD,1673533.48537579,1736545.95308412,1749636.79769664
35-44,OTH,FL,mrh-eq,106078.170462787,107103.246197551,107384.87277377
45-54,NHW,CED,MJ,16514622.2134115,16540205.3689354,15724209.8099341
45-54,NHW,Food_price,USD,11285315.4388997,11357447.3422375,10468477.7459929
45-54,NHW,FL,mrh-eq,578147.338537206,578887.992845568,546316.573275901
45-54,NHB,CED,MJ,2950287.29615645,2896096.66714255,2990281.89665607
45-54,NHB,Food_price,USD,1975460.35305784,1888494.36405131,1985723.811758
45-54,NHB,FL,mrh-eq,101768.037341,99003.4856347785,102933.981082549
45-54,HIS,CED,MJ,3715694.74799087,3926202.68079775,3729813.75828223
45-54,HIS,Food_price,USD,2179636.43789299,2294171.87240727,2106545.5490224
45-54,HIS,FL,mrh-eq,130245.62727616,137410.121412987,129682.683898096
45-54,OTH,CED,MJ,2466741.91237063,2561486.09345437,2542366.80106913
45-54,OTH,Food_price,USD,1285383.97168941,1411991.78446065,1328095.36417384
45-54,OTH,FL,mrh-eq,86928.7807256863,91589.274582271,89710.9519029561
55-64,NHW,CED,MJ,22269810.2578699,23317202.4530564,22406986.4364343
55-64,NHW,Food_price,USD,14133890.9050176,14798756.8255332,13864745.35962
55-64,NHW,FL,mrh-eq,784161.713355215,825147.100363108,787805.603674315
55-64,NHB,CED,MJ,3279913.23845363,3294563.99614412,3320054.08943091
