sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
Female,NHW,CED,MJ,89583306.1510793,89583306.1510793,89583306.1510793
Female,NHW,Food_price,USD,47252695.5907344,47252695.5907344,47252695.5907344
Female,NHW,FL,mrh-eq,3170794.71162992,3170794.71162992,3170794.71162992
Female,NHB,CED,MJ,16468169.6131326,16468169.6131326,16468169.6131326
Female,NHB,Food_price,USD,8175308.82589924,8175308.82589924,8175308.82589924
Female,NHB,FL,mrh-eq,570536.806547382,570536.806547382,570536.806547382
Female,HIS,CED,MJ,21864433.9228628,21864433.9228628,21864433.9228628
Female,HIS,Food_price,USD,10511284.40238,10511284.40238,10511284.40238
Female,HIS,FL,mrh-eq,778585.723270212,778585.723270212,778585.723270212
Female,OTH,CED,MJ,14311041.8783648,14311041.8783648,14311041.8783648
Female,OTH,Food_price,USD,7769360.67224998,7769360.67224998,7769360.67224998
Female,OTH,FL,mrh-eq,516921.106329541,516921.106329541,516921.106329541
Male,NHW,CED,MJ,82996752.5809498,82996752.5809498,82996752.5809498
Male,NHW,Food_price,USD,42939247.2881123,42939247.2881123,42939247.2881123
Male,NHW,FL,mrh-eq,2941015.27821731,2941015.27821731,2941015.27821731
Male,NHB,CED,MJ,13720425.3472782,13720425.3472782,13720425.3472782
Male,NHB,Food_price,USD,5769676.83165136,5769676.83165136,5769676.83165136
Male,NHB,FL,mrh-eq,474890.83994287,474890.83994287,474890.83994287
Male,HIS,CED,MJ,21236818.1440403,21236818.1440403,21236818.1440403
Male,HIS,Food_price,USD,10002649.8353546,10002649.8353546,10002649.8353546
Male,HIS,FL,mrh-eq,746849.060798651,746849.060798651,746849.060798651
Male,OTH,CED,MJ,13863173.7991881,13863173.7991881,13863173.7991881
Male,OTH,Food_price,USD,6599406.17744582,6599406.17744582,6599406.17744582
Male,OTH,FL,mrh-eq,508559.973083836,508559.973083836,508559.973083836
