age_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,added_sugar,CED,MJ,25937554.2639383,25167486.8339399,25725834.9936504
20-34,added_sugar,Food_price,USD,49811804.9093748,48263863.1004249,49646361.5660975
20-34,added_sugar,FL,mrh-eq,1094554.31225705,1064442.25348046,1086388.02870862
20-34,oil,CED,MJ,17143661.9830379,16998427.9208364,17126386.0583039
20-34,oil,Food_price,USD,11476565.8297843,11521443.1584721,11605944.2966339
20-34,oil,FL,mrh-eq,891202.467830084,883629.536312831,890147.738294273
20-34,sat_fat,CED,MJ,87151283.4446698,86881299.7727849,88032976.2119767
20-34,sat_fat,Food_price,USD,10423539.5902449,10404500.5958187,10480545.0297294
20-34,sat_fat,FL,mrh-eq,2336639.47715629,2330058.37536798,2359783.94542885
35-44,added_sugar,CED,MJ,16991650.2014715,16643507.4176828,16307918.9407663
35-44,added_sugar,Food_price,USD,29325541.8857064,28959875.0738286,28486436.8803006
35-44,added_sugar,FL,mrh-eq,766403.287460426,749405.718516344,735781.704398715
35-44,oil,CED,MJ,10283445.2419534,10268239.6868118,10234939.3830514
35-44,oil,Food_price,USD,5776445.98746434,5776827.571725,5731962.88232622
35-44,oil,FL,mrh-eq,511838.81399895,510880.490022876,509267.865633058
35-44,sat_fat,CED,MJ,54235517.1493954,55217106.2505461,53294584.4189656
35-44,sat_fat,Food_price,USD,6027550.10812757,6104084.18360953,5873160.29349605
35-44,sat_fat,FL,mrh-eq,1472133.9503776,1498913.06619518,1445887.20433183
45-54,added_sugar,CED,MJ,16343180.4529248,16542407.5754739,15342826.4417592
45-54,added_sugar,Food_price,USD,26667861.2659029,27072031.0905506,25124470.8827795
45-54,added_sugar,FL,mrh-eq,737942.845707543,747781.666113037,693382.601531345
45-54,oil,CED,MJ,10022514.8415548,9956937.37048716,9691411.38558284
45-54,oil,Food_price,USD,7080199.25760612,7099683.27818616,6849198.85874643
45-54,oil,FL,mrh-eq,529311.02259557,526236.549117165,511088.928022946
45-54,sat_fat,CED,MJ,51296644.1512064,51810824.6124695,50925384.0790615
45-54,sat_fat,Food_price,USD,5888942.68442597,5932417.65768788,5859843.31550388
45-54,sat_fat,FL,mrh-eq,1390697.75455828,1405667.54722634,1381185.71526766
55-64,added_sugar,CED,MJ,19007988.087817,20256913.4550461,18838520.6506093
55-64,added_sugar,Food_price,USD,30736293.9255408,31882617.0392221,30168319.7684181
55-64,added_sugar,FL,mrh-eq,893259.484224235,953143.981517829,884803.646139459
55-64,oil,CED,MJ,12228303.1931053,12412725.8350959,12517500.5988426
55-64,oil,Food_price,USD,9935061.87178787,10231079.9914319,10207820.638921
55-64,oil,FL,mrh-eq,631571.824251254,641177.063622815,646661.402662455
55-64,sat_fat,CED,MJ,63822422.0025708,64914840.4875277,64136090.5375072
55-64,sat_fat,Food_price,USD,6925161.53021772,7029399.38377731,6955904.72199563
55-64,sat_fat,FL,mrh-eq,1743204.21803758,1774298.6488359,1752896.13866765
65-74,added_sugar,CED,MJ,10928731.5296738,11471433.226353,11108553.4561175
65-74,added_sugar,Food_price,USD,17314750.2264179,18013536.1619068,17599485.1299392
65-74,added_sugar,FL,mrh-eq,537127.295358745,564613.22773148,546061.288515011
65-74,oil,CED,MJ,7546326.12070206,7614280.5567418,7655544.43107122
65-74,oil,Food_price,USD,6235937.79152549,6149041.71631104,6195316.9826846
65-74,oil,FL,mrh-eq,363789.527518097,367208.619389487,369167.563142037
65-74,sat_fat,CED,MJ,41347164.2632468,40409783.0452648,40998561.5654484
65-74,sat_fat,Food_price,USD,4771964.66936218,4658049.44732727,4744906.77018805
65-74,sat_fat,FL,mrh-eq,1122699.91106248,1097252.18136858,1113064.14136418
75+,added_sugar,CED,MJ,8423296.47147194,8208293.8482668,8441280.84637749
75+,added_sugar,Food_price,USD,13330117.1934462,12971159.7512501,13290589.290866
75+,added_sugar,FL,mrh-eq,443761.593176193,432640.520923789,444608.015164686
75+,oil,CED,MJ,5079478.78905617,5016085.99090445,5069516.93812893
75+,oil,Food_price,USD,4052343.67850989,4054067.27361774,4070659.93012342
75+,oil,FL,mrh-eq,242894.753188398,239724.568625908,242337.499416527
75+,sat_fat,CED,MJ,30372118.7629601,29583155.386222,29834613.9927723
75+,sat_fat,Food_price,USD,3483357.39751044,3376115.20128707,3414240.29179591
75+,sat_fat,FL,mrh-eq,807015.061131618,786225.496405659,792624.308086717
