sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
Female,NHW,CED,MJ,26911238.424478,26911238.424478,26911238.424478
Female,NHW,Food_price,USD,17809732.0373559,17809732.0373559,17809732.0373559
Female,NHW,FL,mrh-eq,964961.162077841,964961.162077841,964961.162077841
Female,NHB,CED,MJ,5099125.66467243,5099125.66467243,5099125.66467243
Female,NHB,Food_price,USD,3198089.95541662,3198089.95541662,3198089.95541662
Female,NHB,FL,mrh-eq,176078.562420288,176078.562420288,176078.562420288
Female,HIS,CED,MJ,6729263.14291559,6729263.14291559,6729263.14291559
Female,HIS,Food_price,USD,3895612.62746534,3895612.62746534,3895612.62746534
Female,HIS,FL,mrh-eq,241070.477048878,241070.477048878,241070.477048878
Female,OTH,CED,MJ,4254570.81053553,4254570.81053553,4254570.81053553
Female,OTH,Food_price,USD,2898743.05857295,2898743.05857295,2898743.05857295
Female,OTH,FL,mrh-eq,155841.310279799,155841.310279799,155841.310279799
Male,NHW,CED,MJ,26558625.689076,26558625.689076,26558625.689076
Male,NHW,Food_price,USD,16488234.4656663,16488234.4656663,16488234.4656663
Male,NHW,FL,mrh-eq,933716.308970577,933716.308970577,933716.308970577
Male,NHB,CED,MJ,4432697.00111212,4432697.00111212,4432697.00111212
Male,NHB,Food_price,USD,2417504.11949915,2417504.11949915,2417504.11949915
Male,NHB,FL,mrh-eq,150728.563300022,150728.563300022,150728.563300022
Male,HIS,CED,MJ,6889382.86080527,6889382.86080527,6889382.86080527
Male,HIS,Food_price,USD,3870308.39916821,3870308.39916821,3870308.39916821
Male,HIS,FL,mrh-eq,237575.881174935,237575.881174935,237575.881174935
Male,OTH,CED,MJ,4437749.72832779,4437749.72832779,4437749.72832779
Male,OTH,Food_price,USD,2515257.34037704,2515257.34037704,2515257.34037704
Male,OTH,FL,mrh-eq,162721.776255231,162721.776255231,162721.776255231
