age_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,added_sugar,CED,MJ,39172018.3470014,38008317.0162303,38851897.2006537
20-34,added_sugar,Food_price,USD,75225777.4583697,72887538.700585,74975247.9796307
20-34,added_sugar,FL,mrh-eq,1652934.67641136,1607431.45319765,1640585.1261297
20-34,oil,CED,MJ,20530027.0879194,20356304.1875137,20509466.313851
20-34,oil,Food_price,USD,13743286.875657,13797137.1306925,13898322.2448553
20-34,oil,FL,mrh-eq,1067246.07065291,1058187.92400746,1065989.69273774
20-34,sat_fat,CED,MJ,113024089.329852,112685758.393964,114154699.219364
20-34,sat_fat,Food_price,USD,13517561.7632055,13495740.4369173,13590257.597482
20-34,sat_fat,FL,mrh-eq,3030983.67493242,3022762.66117228,3060666.25489136
35-44,added_sugar,CED,MJ,25645590.466686,25120213.6858822,24612911.6826973
35-44,added_sugar,Food_price,USD,44262544.2399177,43712265.2813854,42995422.1153086
35-44,added_sugar,FL,mrh-eq,1156599.50849102,1130945.50873816,1110348.6588557
35-44,oil,CED,MJ,12322177.5752735,12304254.1802311,12264093.7336598
35-44,oil,Food_price,USD,6921264.24910932,6921762.18188057,6868097.88547685
35-44,oil,FL,mrh-eq,613305.608660735,612170.197451582,610226.865202067
35-44,sat_fat,CED,MJ,70626432.5090766,71909105.6507245,69381666.5699634
35-44,sat_fat,Food_price,USD,7842183.88892405,7941741.94843022,7638435.02038779
35-44,sat_fat,FL,mrh-eq,1917552.27941141,1952555.24311451,1882834.18966644
45-54,added_sugar,CED,MJ,24654594.8839703,24954833.6098284,23145959.1413478
45-54,added_sugar,Food_price,USD,40229608.8362855,40838880.1872806,37902017.7112019
45-54,added_sugar,FL,mrh-eq,1113212.46515433,1128042.60307153,1046011.95818923
45-54,oil,CED,MJ,12017217.4859534,11938483.2058403,11620036.2543841
45-54,oil,Food_price,USD,8490079.94675502,8513322.1777321,8213023.61736939
45-54,oil,FL,mrh-eq,634668.384988416,630976.952857745,612809.924598562
45-54,sat_fat,CED,MJ,66637873.2456917,67340843.5530918,66180298.7766133
45-54,sat_fat,Food_price,USD,7643110.62643446,7704035.02456864,7607314.19940562
45-54,sat_fat,FL,mrh-eq,1807160.5565987,1827557.08100287,1795479.55219366
55-64,added_sugar,CED,MJ,28678805.0389577,30563669.6159084,28422782.759029
55-64,added_sugar,Food_price,USD,46372455.351603,48102611.7880845,45514812.6801382
55-64,added_sugar,FL,mrh-eq,1347683.59559098,1438052.43482228,1334911.66062506
55-64,oil,CED,MJ,14643972.4545781,14865590.203276,14990825.1482448
55-64,oil,Food_price,USD,11898093.5846234,12253486.2477726,12225354.8096486
55-64,oil,FL,mrh-eq,756340.406422015,767882.844349415,774438.40840957
55-64,sat_fat,CED,MJ,83473310.5526037,84942369.5011139,83918910.7404467
55-64,sat_fat,Food_price,USD,9060737.43252646,9200831.78510078,9104607.79122007
55-64,sat_fat,FL,mrh-eq,2280798.03848429,2322585.47627386,2294449.21779737
65-74,added_sugar,CED,MJ,16459443.3747997,17276460.7708245,16729021.0314701
65-74,added_sugar,Food_price,USD,26080466.958478,27131981.7331455,26508241.139057
65-74,added_sugar,FL,mrh-eq,808938.389420615,850317.066673551,822331.842570179
65-74,oil,CED,MJ,9031693.58142069,9112060.59530592,9161815.56387814
65-74,oil,Food_price,USD,7466953.95754389,7361989.63805309,7417533.73465191
65-74,oil,FL,mrh-eq,435404.951010264,439450.935160907,441812.737561015
65-74,sat_fat,CED,MJ,53947155.5320047,52726676.8642783,53487261.5748362
65-74,sat_fat,Food_price,USD,6225539.85459834,6077424.85551223,6189656.20503311
65-74,sat_fat,FL,mrh-eq,1464992.15424841,1431855.59129818,1452283.94958142
75+,added_sugar,CED,MJ,12684102.8830129,12360395.456319,12711228.3334585
75+,added_sugar,Food_price,USD,20075526.1546176,19535212.0504803,20015907.1494904
75+,added_sugar,FL,mrh-eq,668243.319021069,651497.946339294,669518.971360377
75+,oil,CED,MJ,6073816.08192505,5997878.49935312,6061863.36414123
75+,oil,Food_price,USD,4846459.83681783,4848383.7949492,4868280.19934975
75+,oil,FL,mrh-eq,290449.909142423,286652.637321601,289781.51048718
75+,sat_fat,CED,MJ,38983932.9786779,37974387.9508391,38290724.1587798
75+,sat_fat,Food_price,USD,4473587.03536191,4336416.07183327,4384363.83854916
75+,sat_fat,FL,mrh-eq,1035945.29034798,1009349.57779289,1017385.97902882
