age_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,added_sugar,CED,MJ,13234464.0830631,12840830.1822904,13126062.2070033
20-34,added_sugar,Food_price,USD,25413972.5489949,24623675.6001602,25328886.4135331
20-34,added_sugar,FL,mrh-eq,558380.364154306,542989.199717186,554197.09742108
20-34,oil,CED,MJ,3386365.10488145,3357876.26667737,3383080.25554707
20-34,oil,Food_price,USD,2266721.04587272,2275693.97222037,2292377.94822143
20-34,oil,FL,mrh-eq,176043.602822825,174558.387694631,175841.954443471
20-34,sat_fat,CED,MJ,25872805.8851819,25804458.6211787,26121723.0073869
20-34,sat_fat,Food_price,USD,3094022.17296059,3091239.84109862,3109712.5677526
20-34,sat_fat,FL,mrh-eq,694344.197776136,692704.2858043,700882.309462504
35-44,added_sugar,CED,MJ,8653940.26521448,8476706.26819941,8304992.74193107
35-44,added_sugar,Food_price,USD,14937002.3542113,14752390.2075569,14508985.235008
35-44,added_sugar,FL,mrh-eq,390196.221030596,381539.790221815,374566.954456989
35-44,oil,CED,MJ,2038732.33332002,2036014.49341932,2029154.35060834
35-44,oil,Food_price,USD,1144818.26164498,1144934.61015557,1136135.00315062
35-44,oil,FL,mrh-eq,101466.794661786,101289.707428705,100958.999569009
35-44,sat_fat,CED,MJ,16390915.3596812,16691999.4001782,16087082.1509977
35-44,sat_fat,Food_price,USD,1814633.78079648,1837657.7648207,1765274.72689175
35-44,sat_fat,FL,mrh-eq,445418.329033814,453642.176919331,436946.985334618
45-54,added_sugar,CED,MJ,8311414.43104551,8412426.03435452,7803132.69958861
45-54,added_sugar,Food_price,USD,13561747.5703825,13766849.0967301,12777546.8284224
45-54,added_sugar,FL,mrh-eq,375269.619446787,380260.936958497,352629.356657885
45-54,oil,CED,MJ,1994702.64439856,1981545.83535319,1928624.86880122
45-54,oil,Food_price,USD,1409880.68914889,1413638.89954594,1363824.75862295
45-54,oil,FL,mrh-eq,105357.362392846,104740.403740579,101720.996575617
45-54,sat_fat,CED,MJ,15341229.0944853,15530018.9406224,15254914.6975517
45-54,sat_fat,Food_price,USD,1754167.9420085,1771617.36688077,1747470.88390173
45-54,sat_fat,FL,mrh-eq,416462.802040419,421889.533776529,414293.836926001
55-64,added_sugar,CED,MJ,9670816.9511407,10306756.1608623,9584262.10841963
55-64,added_sugar,Food_price,USD,15636161.4260622,16219994.7488624,15346492.9117201
55-64,added_sugar,FL,mrh-eq,454424.111366743,484908.453304452,450108.014485596
55-64,oil,CED,MJ,2415669.26147281,2452864.36818016,2473324.54940223
55-64,oil,Food_price,USD,1963031.7128355,2022406.25634074,2017534.17072762
55-64,oil,FL,mrh-eq,124768.58217076,126705.780726601,127777.005747114
55-64,sat_fat,CED,MJ,19650888.550033,20027529.0135862,19782820.2029396
55-64,sat_fat,Food_price,USD,2135575.90230874,2171432.40132348,2148703.06922444
55-64,sat_fat,FL,mrh-eq,537593.820446705,548286.827437968,541553.079129716
65-74,added_sugar,CED,MJ,5530711.84512591,5805027.54447146,5620467.57535254
65-74,added_sugar,Food_price,USD,8765716.73206005,9118445.57123874,8908756.00911773
65-74,added_sugar,FL,mrh-eq,271811.09406187,285703.838942071,276270.554055168
65-74,oil,CED,MJ,1485367.46071862,1497780.03856412,1506271.13280692
65-74,oil,Food_price,USD,1231016.1660184,1212947.92174204,1222216.75196731
65-74,oil,FL,mrh-eq,71615.4234921677,72242.3157714207,72645.1744189779
65-74,sat_fat,CED,MJ,12599991.2687579,12316893.8190134,12488700.0093878
65-74,sat_fat,Food_price,USD,1453575.18523616,1419375.40818496,1444749.43484505
65-74,sat_fat,FL,mrh-eq,342292.243185927,334603.409929595,339219.80821724
75+,added_sugar,CED,MJ,4260806.4115409,4152101.60805219,4269947.48708101
75+,added_sugar,Food_price,USD,6745408.96117146,6564052.29923018,6725317.85862442
75+,added_sugar,FL,mrh-eq,224481.725844876,218857.425415505,224910.95619569
75+,oil,CED,MJ,994337.292868879,981792.508448661,992346.426012313
75+,oil,Food_price,USD,794116.158307938,794316.521331461,797620.269226339
75+,oil,FL,mrh-eq,47555.1559540251,46928.0686956926,47444.0110706534
75+,sat_fat,CED,MJ,8611814.21571782,8391232.56461714,8456110.16600747
75+,sat_fat,Food_price,USD,990229.637851481,960300.87054619,970123.546753254
75+,sat_fat,FL,mrh-eq,228930.229216366,223124.081387233,224761.670942102
