age_gp,sex_gp,race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,NHW,added_sugar,CED,MJ,1646709.46520806,1646709.46520806,1646709.46520806
20-34,Female,NHW,added_sugar,Food_price,USD,3537700.53662995,3537700.53662995,3537700.53662995
20-34,Female,NHW,added_sugar,FL,mrh-eq,75769.2104004911,75769.2104004911,75769.2104004911
20-34,Female,NHW,oil,CED,MJ,913338.734339302,913338.734339302,913338.734339302
20-34,Female,NHW,oil,Food_price,USD,637076.637435005,637076.637435005,637076.637435005
20-34,Female,NHW,oil,FL,mrh-eq,48690.9320259994,48690.9320259994,48690.9320259994
20-34,Female,NHW,sat_fat,CED,MJ,3470203.59911127,3470203.59911127,3470203.59911127
20-34,Female,NHW,sat_fat,Food_price,USD,410714.27136675,410714.27136675,410714.27136675
20-34,Female,NHW,sat_fat,FL,mrh-eq,90448.3944179291,90448.3944179291,90448.3944179291
20-34,Female,NHB,added_sugar,CED,MJ,434083.705456673,434083.705456673,434083.705456673
20-34,Female,NHB,added_sugar,Food_price,USD,798086.269428316,798086.269428316,798086.269428316
20-34,Female,NHB,added_sugar,FL,mrh-eq,17062.9195796136,17062.9195796136,17062.9195796136
20-34,Female,NHB,oil,CED,MJ,226463.781535598,226463.781535598,226463.781535598
20-34,Female,NHB,oil,Food_price,USD,169386.174443906,169386.174443906,169386.174443906
20-34,Female,NHB,oil,FL,mrh-eq,11666.3585602056,11666.3585602056,11666.3585602056
20-34,Female,NHB,sat_fat,CED,MJ,858280.452126962,858280.452126962,858280.452126962
20-34,Female,NHB,sat_fat,Food_price,USD,95801.3929819478,95801.3929819478,95801.3929819478
20-34,Female,NHB,sat_fat,FL,mrh-eq,22487.8478329127,22487.8478329127,22487.8478329127
20-34,Female,HIS,added_sugar,CED,MJ,608845.722875829,608845.722875829,608845.722875829
20-34,Female,HIS,added_sugar,Food_price,USD,923892.380533483,923892.380533483,923892.380533483
20-34,Female,HIS,added_sugar,FL,mrh-eq,26391.3602649503,26391.3602649503,26391.3602649503
20-34,Female,HIS,oil,CED,MJ,332037.970381612,332037.970381612,332037.970381612
20-34,Female,HIS,oil,Food_price,USD,225118.185961207,225118.185961207,225118.185961207
20-34,Female,HIS,oil,FL,mrh-eq,17138.9439855417,17138.9439855417,17138.9439855417
20-34,Female,HIS,sat_fat,CED,MJ,1398611.04416378,1398611.04416378,1398611.04416378
20-34,Female,HIS,sat_fat,Food_price,USD,206125.413041098,206125.413041098,206125.413041098
20-34,Female,HIS,sat_fat,FL,mrh-eq,38287.3047849817,38287.3047849817,38287.3047849817
20-34,Female,OTH,added_sugar,CED,MJ,362049.864132829,362049.864132829,362049.864132829
20-34,Female,OTH,added_sugar,Food_price,USD,703289.985609288,703289.985609288,703289.985609288
20-34,Female,OTH,added_sugar,FL,mrh-eq,16459.7629095634,16459.7629095634,16459.7629095634
20-34,Female,OTH,oil,CED,MJ,195041.242206907,195041.242206907,195041.242206907
20-34,Female,OTH,oil,Food_price,USD,154682.402688775,154682.402688775,154682.402688775
20-34,Female,OTH,oil,FL,mrh-eq,9982.75400856682,9982.75400856682,9982.75400856682
20-34,Female,OTH,sat_fat,CED,MJ,739689.747739863,739689.747739863,739689.747739863
20-34,Female,OTH,sat_fat,Food_price,USD,94997.1686229552,94997.1686229552,94997.1686229552
20-34,Female,OTH,sat_fat,FL,mrh-eq,19591.0528557035,19591.0528557035,19591.0528557035
20-34,Male,NHW,added_sugar,CED,MJ,1851236.71524289,1851236.71524289,1851236.71524289
20-34,Male,NHW,added_sugar,Food_price,USD,3625742.87667814,3625742.87667814,3625742.87667814
20-34,Male,NHW,added_sugar,FL,mrh-eq,75941.9387970062,75941.9387970062,75941.9387970062
20-34,Male,NHW,oil,CED,MJ,957161.111160675,957161.111160675,957161.111160675
20-34,Male,NHW,oil,Food_price,USD,679992.00724176,679992.00724176,679992.00724176
20-34,Male,NHW,oil,FL,mrh-eq,49081.4726147984,49081.4726147984,49081.4726147984
20-34,Male,NHW,sat_fat,CED,MJ,4056732.82204708,4056732.82204708,4056732.82204708
20-34,Male,NHW,sat_fat,Food_price,USD,467399.286449336,467399.286449336,467399.286449336
20-34,Male,NHW,sat_fat,FL,mrh-eq,110406.665565233,110406.665565233,110406.665565233
20-34,Male,NHB,added_sugar,CED,MJ,402383.174219658,402383.174219658,402383.174219658
20-34,Male,NHB,added_sugar,Food_price,USD,720998.520651017,720998.520651017,720998.520651017
20-34,Male,NHB,added_sugar,FL,mrh-eq,15690.4860779487,15690.4860779487,15690.4860779487
20-34,Male,NHB,oil,CED,MJ,210241.388717061,210241.388717061,210241.388717061
20-34,Male,NHB,oil,Food_price,USD,71046.308355976,71046.308355976,71046.308355976
20-34,Male,NHB,oil,FL,mrh-eq,10383.2963341095,10383.2963341095,10383.2963341095
20-34,Male,NHB,sat_fat,CED,MJ,831731.27457598,831731.27457598,831731.27457598
20-34,Male,NHB,sat_fat,Food_price,USD,78024.3011885349,78024.3011885349,78024.3011885349
20-34,Male,NHB,sat_fat,FL,mrh-eq,22381.9175465298,22381.9175465298,22381.9175465298
20-34,Male,HIS,added_sugar,CED,MJ,656694.64980117,656694.64980117,656694.64980117
