outcome,outcome_unit,X1,X2,X3
CED,MJ,274044121.436896,274044121.436896,274044121.436896
Food_price,USD,139019629.623828,139019629.623828,139019629.623828
FL,mrh-eq,9708153.49981973,9708153.49981973,9708153.49981973
