sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,-119098940.895431,-117810106.60906,-117341676.397169
Female,Food_price,USD,-62961423.324127,-63033706.4273461,-61702198.3640775
Female,FL,mrh-eq,-3828213.43868985,-3806241.99514008,-3760664.05046683
Male,CED,MJ,-95018218.6184295,-97519521.2264987,-93896647.0959281
Male,Food_price,USD,-47282386.8550011,-47446455.6252609,-45583339.5426403
Male,FL,mrh-eq,-2979680.66138081,-3058904.01581385,-2936320.18448946
