age_gp,race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,NHW,added_sugar,CED,MJ,6862386.02910259,6862386.02910259,6862386.02910259
20-34,NHW,added_sugar,Food_price,USD,14054276.6912121,14054276.6912121,14054276.6912121
20-34,NHW,added_sugar,FL,mrh-eq,297652.896945487,297652.896945487,297652.896945487
20-34,NHW,oil,CED,MJ,9465198.75479711,9465198.75479711,9465198.75479711
20-34,NHW,oil,Food_price,USD,6665126.32846577,6665126.32846577,6665126.32846577
20-34,NHW,oil,FL,mrh-eq,494685.412758,494685.412758,494685.412758
20-34,NHW,sat_fat,CED,MJ,25746901.5195904,25746901.5195904,25746901.5195904
20-34,NHW,sat_fat,Food_price,USD,3005640.18575124,3005640.18575124,3005640.18575124
20-34,NHW,sat_fat,FL,mrh-eq,686342.301910429,686342.301910429,686342.301910429
20-34,NHB,added_sugar,CED,MJ,1634650.61109432,1634650.61109432,1634650.61109432
20-34,NHB,added_sugar,Food_price,USD,2968593.98778015,2968593.98778015,2968593.98778015
20-34,NHB,added_sugar,FL,mrh-eq,64007.4239010036,64007.4239010036,64007.4239010036
20-34,NHB,oil,CED,MJ,2206540.60521867,2206540.60521867,2206540.60521867
20-34,NHB,oil,Food_price,USD,1216820.23507687,1216820.23507687,1216820.23507687
20-34,NHB,oil,FL,mrh-eq,111420.621468,111420.621468,111420.621468
20-34,NHB,sat_fat,CED,MJ,5629625.46912708,5629625.46912708,5629625.46912708
20-34,NHB,sat_fat,Food_price,USD,580515.518427174,580515.518427174,580515.518427174
20-34,NHB,sat_fat,FL,mrh-eq,149407.412086507,149407.412086507,149407.412086507
20-34,HIS,added_sugar,CED,MJ,2473555.98393764,2473555.98393764,2473555.98393764
20-34,HIS,added_sugar,Food_price,USD,4138263.78055792,4138263.78055792,4138263.78055792
20-34,HIS,added_sugar,FL,mrh-eq,98565.1228806175,98565.1228806175,98565.1228806175
20-34,HIS,oil,CED,MJ,3382642.66987413,3382642.66987413,3382642.66987413
20-34,HIS,oil,Food_price,USD,2009251.16194115,2009251.16194115,2009251.16194115
20-34,HIS,oil,FL,mrh-eq,175928.176206,175928.176206,175928.176206
20-34,HIS,sat_fat,CED,MJ,9302360.39692883,9302360.39692883,9302360.39692883
20-34,HIS,sat_fat,Food_price,USD,1181005.33565234,1181005.33565234,1181005.33565234
20-34,HIS,sat_fat,FL,mrh-eq,255571.804620466,255571.804620466,255571.804620466
20-34,OTH,added_sugar,CED,MJ,1421760.32621602,1421760.32621602,1421760.32621602
20-34,OTH,added_sugar,Food_price,USD,2663456.93028006,2663456.93028006,2663456.93028006
20-34,OTH,added_sugar,FL,mrh-eq,62716.5284989833,62716.5284989833,62716.5284989833
20-34,OTH,oil,CED,MJ,1921702.36111949,1921702.36111949,1921702.36111949
20-34,OTH,oil,Food_price,USD,1513824.64343696,1513824.64343696,1513824.64343696
20-34,OTH,oil,FL,mrh-eq,100042.21548,100042.21548,100042.21548
20-34,OTH,sat_fat,CED,MJ,5062836.49482147,5062836.49482147,5062836.49482147
20-34,OTH,sat_fat,Food_price,USD,686417.365707353,686417.365707353,686417.365707353
20-34,OTH,sat_fat,FL,mrh-eq,135962.253226554,135962.253226554,135962.253226554
35-44,NHW,added_sugar,CED,MJ,3884362.164437,3884362.164437,3884362.164437
35-44,NHW,added_sugar,Food_price,USD,7137001.97532392,7137001.97532392,7137001.97532392
35-44,NHW,added_sugar,FL,mrh-eq,174392.343128094,174392.343128094,174392.343128094
35-44,NHW,oil,CED,MJ,5378301.31539955,5378301.31539955,5378301.31539955
35-44,NHW,oil,Food_price,USD,3053771.12680837,3053771.12680837,3053771.12680837
35-44,NHW,oil,FL,mrh-eq,256728.87576,256728.87576,256728.87576
35-44,NHW,sat_fat,CED,MJ,15056279.0502327,15056279.0502327,15056279.0502327
35-44,NHW,sat_fat,Food_price,USD,1669090.75539924,1669090.75539924,1669090.75539924
35-44,NHW,sat_fat,FL,mrh-eq,408878.598219755,408878.598219755,408878.598219755
35-44,NHB,added_sugar,CED,MJ,965411.855578111,965411.855578111,965411.855578111
35-44,NHB,added_sugar,Food_price,USD,1586206.23419738,1586206.23419738,1586206.23419738
35-44,NHB,added_sugar,FL,mrh-eq,38755.9683648321,38755.9683648321,38755.9683648321
35-44,NHB,oil,CED,MJ,1307550.65492016,1307550.65492016,1307550.65492016
35-44,NHB,oil,Food_price,USD,331634.483042949,331634.483042949,331634.483042949
35-44,NHB,oil,FL,mrh-eq,65915.210484,65915.210484,65915.210484
35-44,NHB,sat_fat,CED,MJ,3384348.98891121,3384348.98891121,3384348.98891121
35-44,NHB,sat_fat,Food_price,USD,362877.037699369,362877.037699369,362877.037699369
35-44,NHB,sat_fat,FL,mrh-eq,90981.0901543614,90981.0901543614,90981.0901543614
35-44,HIS,added_sugar,CED,MJ,1645972.27535608,1645972.27535608,1645972.27535608
35-44,HIS,added_sugar,Food_price,USD,2807725.7384303,2807725.7384303,2807725.7384303
35-44,HIS,added_sugar,FL,mrh-eq,75937.9896062814,75937.9896062814,75937.9896062814
35-44,HIS,oil,CED,MJ,2288599.18705757,2288599.18705757,2288599.18705757
35-44,HIS,oil,Food_price,USD,1597150.58150015,1597150.58150015,1597150.58150015
35-44,HIS,oil,FL,mrh-eq,116654.750181,116654.750181,116654.750181
35-44,HIS,sat_fat,CED,MJ,6242001.36189165,6242001.36189165,6242001.36189165
35-44,HIS,sat_fat,Food_price,USD,634449.827297701,634449.827297701,634449.827297701
35-44,HIS,sat_fat,FL,mrh-eq,170584.790922454,170584.790922454,170584.790922454
35-44,OTH,added_sugar,CED,MJ,888705.239229785,888705.239229785,888705.239229785
35-44,OTH,added_sugar,Food_price,USD,1378653.87760438,1378653.87760438,1378653.87760438
35-44,OTH,added_sugar,FL,mrh-eq,45468.8870027658,45468.8870027658,45468.8870027658
35-44,OTH,oil,CED,MJ,1264529.66863489,1264529.66863489,1264529.66863489
35-44,OTH,oil,Food_price,USD,848487.563316796,848487.563316796,848487.563316796
35-44,OTH,oil,FL,mrh-eq,71025.6024826419,71025.6024826419,71025.6024826419
35-44,OTH,sat_fat,CED,MJ,3394353.98296902,3394353.98296902,3394353.98296902
35-44,OTH,sat_fat,Food_price,USD,444767.641583844,444767.641583844,444767.641583844
35-44,OTH,sat_fat,FL,mrh-eq,91786.2312801727,91786.2312801727,91786.2312801727
45-54,NHW,added_sugar,CED,MJ,4251947.9263744,4251947.9263744,4251947.9263744
45-54,NHW,added_sugar,Food_price,USD,7413815.48469539,7413815.48469539,7413815.48469539
45-54,NHW,added_sugar,FL,mrh-eq,191293.230913756,191293.230913756,191293.230913756
45-54,NHW,oil,CED,MJ,5891469.07530458,5891469.07530458,5891469.07530458
45-54,NHW,oil,Food_price,USD,4699893.77925389,4699893.77925389,4699893.77925389
45-54,NHW,oil,FL,mrh-eq,321879.364758,321879.364758,321879.364758
45-54,NHW,sat_fat,CED,MJ,16694823.5052598,16694823.5052598,16694823.5052598
45-54,NHW,sat_fat,Food_price,USD,1752338.31424513,1752338.31424513,1752338.31424513
45-54,NHW,sat_fat,FL,mrh-eq,454204.230859529,454204.230859529,454204.230859529
45-54,NHB,added_sugar,CED,MJ,848912.738591016,848912.738591016,848912.738591016
45-54,NHB,added_sugar,Food_price,USD,1274206.26952806,1274206.26952806,1274206.26952806
