age_gp,sex_gp,race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,NHW,added_sugar,CED,MJ,-3668697.78087416,-3897970.91478281,-3889930.52038988
20-34,Female,NHW,added_sugar,Food_price,USD,-7884212.16507941,-8095398.31917152,-8445101.37763098
20-34,Female,NHW,added_sugar,FL,mrh-eq,-168805.936886837,-179355.365726192,-178985.407122484
20-34,Female,NHW,oil,CED,MJ,-341425.821275937,-317907.235157717,-326852.482188135
20-34,Female,NHW,oil,Food_price,USD,-203966.014172436,-194397.98441108,-268864.555651714
20-34,Female,NHW,oil,FL,mrh-eq,-18201.7260744926,-16947.9285128921,-17424.80789919
20-34,Female,NHW,sat_fat,CED,MJ,-12773199.914773,-12400264.5715866,-13565123.6987998
20-34,Female,NHW,sat_fat,Food_price,USD,-1544206.64390218,-1451271.44040083,-1614648.51674546
20-34,Female,NHW,sat_fat,FL,mrh-eq,-332924.392149881,-323204.097057814,-353565.323645928
20-34,Female,NHB,added_sugar,CED,MJ,-1371317.88376505,-1281682.4212534,-1327946.92056953
20-34,Female,NHB,added_sugar,Food_price,USD,-2523092.24486275,-2403331.47646218,-2423882.78711438
20-34,Female,NHB,added_sugar,FL,mrh-eq,-53903.6284353329,-50380.2464951868,-52198.80688181
20-34,Female,NHB,oil,CED,MJ,-223881.31046272,-177726.366730077,-175896.010960897
20-34,Female,NHB,oil,Food_price,USD,-171766.732486385,-131315.590014175,-125039.532645479
20-34,Female,NHB,oil,FL,mrh-eq,-11533.3216864802,-9155.63409661496,-9061.34269800283
20-34,Female,NHB,sat_fat,CED,MJ,-2649280.61288278,-2611031.90155124,-2868735.6191438
20-34,Female,NHB,sat_fat,Food_price,USD,-299932.301970266,-293881.478023056,-311476.8194541
20-34,Female,NHB,sat_fat,FL,mrh-eq,-69413.9300755982,-68411.7737313669,-75163.8813587001
20-34,Female,HIS,added_sugar,CED,MJ,-1436683.58453433,-1552694.08477315,-1488993.17752724
20-34,Female,HIS,added_sugar,Food_price,USD,-2238489.02509647,-2393806.51989543,-2272044.64724974
20-34,Female,HIS,added_sugar,FL,mrh-eq,-62275.2737542322,-67303.9284548979,-64542.7140303471
20-34,Female,HIS,oil,CED,MJ,-53927.0484057414,-67753.7754240253,-57305.6103740953
20-34,Female,HIS,oil,Food_price,USD,-12988.5203807378,-29251.2342947525,-36541.3381539331
20-34,Female,HIS,oil,FL,mrh-eq,-2783.57520638183,-3497.27520761177,-2957.96786472975
20-34,Female,HIS,sat_fat,CED,MJ,-3813928.40962873,-4055483.56874136,-4094220.93065323
