race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
NHW,added_sugar,CED,MJ,14052860.5962329,14052860.5962329,14052860.5962329
NHW,added_sugar,Food_price,USD,24979128.0944596,24979128.0944596,24979128.0944596
NHW,added_sugar,FL,mrh-eq,650970.850041081,650970.850041081,650970.850041081
NHW,oil,CED,MJ,7541196.27118418,7541196.27118418,7541196.27118418
NHW,oil,Food_price,USD,5779968.17898676,5779968.17898676,5779968.17898676
NHW,oil,FL,mrh-eq,384032.769866686,384032.769866686,384032.769866686
NHW,sat_fat,CED,MJ,31875807.2461369,31875807.2461369,31875807.2461369
NHW,sat_fat,Food_price,USD,3538870.22957592,3538870.22957592,3538870.22957592
NHW,sat_fat,FL,mrh-eq,863673.851140651,863673.851140651,863673.851140651
NHB,added_sugar,CED,MJ,2636215.92482637,2636215.92482637,2636215.92482637
NHB,added_sugar,Food_price,USD,4315950.68023288,4315950.68023288,4315950.68023288
NHB,added_sugar,FL,mrh-eq,110942.551549036,110942.551549036,110942.551549036
NHB,oil,CED,MJ,1384656.12063189,1384656.12063189,1384656.12063189
NHB,oil,Food_price,USD,687470.279869253,687470.279869253,687470.279869253
NHB,oil,FL,mrh-eq,68365.4814711911,68365.4814711911,68365.4814711911
NHB,sat_fat,CED,MJ,5510950.62032628,5510950.62032628,5510950.62032628
NHB,sat_fat,Food_price,USD,612173.114813633,612173.114813633,612173.114813633
NHB,sat_fat,FL,mrh-eq,147499.092700083,147499.092700083,147499.092700083
HIS,added_sugar,CED,MJ,3557297.07883322,3557297.07883322,3557297.07883322
HIS,added_sugar,Food_price,USD,5527095.20867483,5527095.20867483,5527095.20867483
HIS,added_sugar,FL,mrh-eq,159175.019292406,159175.019292406,159175.019292406
HIS,oil,CED,MJ,1897320.37671092,1897320.37671092,1897320.37671092
HIS,oil,Food_price,USD,1297643.48522295,1297643.48522295,1297643.48522295
HIS,oil,FL,mrh-eq,96159.9161984165,96159.9161984165,96159.9161984165
HIS,sat_fat,CED,MJ,8164028.54817672,8164028.54817672,8164028.54817672
HIS,sat_fat,Food_price,USD,941182.332735769,941182.332735769,941182.332735769
HIS,sat_fat,FL,mrh-eq,223311.42273299,223311.42273299,223311.42273299
OTH,added_sugar,CED,MJ,2325136.60465904,2325136.60465904,2325136.60465904
OTH,added_sugar,Food_price,USD,3839153.1939184,3839153.1939184,3839153.1939184
OTH,added_sugar,FL,mrh-eq,114472.792068241,114472.792068241,114472.792068241
OTH,oil,CED,MJ,1273543.002505,1273543.002505,1273543.002505
OTH,oil,Food_price,USD,882979.740288393,882979.740288393,882979.740288393
OTH,oil,FL,mrh-eq,67128.4224898845,67128.4224898845,67128.4224898845
OTH,sat_fat,CED,MJ,5093640.93169929,5093640.93169929,5093640.93169929
OTH,sat_fat,Food_price,USD,691867.464743202,691867.464743202,691867.464743202
OTH,sat_fat,FL,mrh-eq,136961.871976905,136961.871976905,136961.871976905
