age_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,NHW,CED,MJ,-1040766584.85186,-1024112605.96669,-1067913438.58967
20-34,NHW,Food_price,USD,-1040766584.85186,-1024112605.96669,-1067913438.58967
20-34,NHW,FL,mrh-eq,-1040766584.85186,-1024112605.96669,-1067913438.58967
20-34,NHB,CED,MJ,-304281973.410689,-273976301.233113,-297272573.015817
20-34,NHB,Food_price,USD,-304281973.410689,-273976301.233113,-297272573.015817
20-34,NHB,FL,mrh-eq,-304281973.410689,-273976301.233113,-297272573.015817
20-34,HIS,CED,MJ,-338915497.909472,-333059210.286876,-339329218.734185
20-34,HIS,Food_price,USD,-338915497.909472,-333059210.286876,-339329218.734185
20-34,HIS,FL,mrh-eq,-338915497.909472,-333059210.286876,-339329218.734185
20-34,OTH,CED,MJ,-185901877.106166,-168744811.88133,-172877029.736458
20-34,OTH,Food_price,USD,-185901877.106166,-168744811.88133,-172877029.736458
20-34,OTH,FL,mrh-eq,-185901877.106166,-168744811.88133,-172877029.736458
35-44,NHW,CED,MJ,-752594620.271988,-744172314.742327,-700149203.870388
35-44,NHW,Food_price,USD,-752594620.271988,-744172314.742327,-700149203.870388
35-44,NHW,FL,mrh-eq,-752594620.271988,-744172314.742327,-700149203.870388
35-44,NHB,CED,MJ,-168685106.966506,-168724930.716287,-162872141.658219
35-44,NHB,Food_price,USD,-168685106.966506,-168724930.716287,-162872141.658219
35-44,NHB,FL,mrh-eq,-168685106.966506,-168724930.716287,-162872141.658219
35-44,HIS,CED,MJ,-199766412.559422,-210778540.693318,-185120440.874372
35-44,HIS,Food_price,USD,-199766412.559422,-210778540.693318,-185120440.874372
35-44,HIS,FL,mrh-eq,-199766412.559422,-210778540.693318,-185120440.874372
35-44,OTH,CED,MJ,-116368250.148777,-115405082.859348,-118231737.99427
35-44,OTH,Food_price,USD,-116368250.148777,-115405082.859348,-118231737.99427
35-44,OTH,FL,mrh-eq,-116368250.148777,-115405082.859348,-118231737.99427
45-54,NHW,CED,MJ,-806092116.423203,-809415657.173972,-684590669.271696
45-54,NHW,Food_price,USD,-806092116.423203,-809415657.173972,-684590669.271696
45-54,NHW,FL,mrh-eq,-806092116.423203,-809415657.173972,-684590669.271696
45-54,NHB,CED,MJ,-153063538.35882,-142217936.812535,-159571727.401978
45-54,NHB,Food_price,USD,-153063538.35882,-142217936.812535,-159571727.401978
45-54,NHB,FL,mrh-eq,-153063538.35882,-142217936.812535,-159571727.401978
