sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,added_sugar,CED,MJ,-15070542.625073,-15261673.5704129,-14594376.8162882
Female,added_sugar,Food_price,USD,-26057221.9608673,-26145651.2212839,-25481247.1310742
Female,added_sugar,FL,mrh-eq,-708300.352607208,-717970.421109845,-686880.791934325
Female,oil,CED,MJ,-460675.906019571,-478314.519166134,-441687.0370617
Female,oil,Food_price,USD,-316156.847187279,-352337.052487663,-310372.682992035
Female,oil,FL,mrh-eq,-23270.1712333862,-24313.4433865637,-22228.502798124
Female,sat_fat,CED,MJ,-24929426.2237082,-24445605.6305513,-24718345.2671015
Female,sat_fat,Food_price,USD,-2904529.62780937,-2826581.04305183,-2876137.03200437
Female,sat_fat,FL,mrh-eq,-663461.04133306,-650712.541748607,-657611.158309731
Male,added_sugar,CED,MJ,-12020101.1575061,-12160664.0232658,-11542977.7985364
Male,added_sugar,Food_price,USD,-20341460.4547294,-20238429.1252089,-19453410.9480659
Male,added_sugar,FL,mrh-eq,-530701.570347204,-540728.010498915,-510240.928387321
Male,oil,CED,MJ,242217.579391212,267156.779555297,225601.22491559
Male,oil,Food_price,USD,154634.497726223,136460.555518896,128725.465443123
Male,oil,FL,mrh-eq,12149.8397651547,13535.3693551124,11526.9509994606
Male,sat_fat,CED,MJ,-22893790.8038097,-23672099.3823057,-22828577.6208305
Male,sat_fat,Food_price,USD,-2553581.85148405,-2640949.46793436,-2525804.05549593
Male,sat_fat,FL,mrh-eq,-630134.341815676,-652091.534955719,-628600.29315182
