Foodgroup,outcome,outcome_unit,X1,X2,X3
added_sugar,CED,MJ,147294554.994428,148283890.154993,144473800.148656
added_sugar,Food_price,USD,252246378.999272,252208489.740961,247911648.774827
added_sugar,FL,mrh-eq,6747611.95408937,6806287.01284246,6623708.21773024
oil,CED,MJ,74618904.2670701,74574570.8715203,74608100.3781591
oil,Food_price,USD,53366138.4505064,53696081.1710801,53490612.4913519
oil,FL,mrh-eq,3797415.33087676,3795321.49114871,3795059.13899614
sat_fat,CED,MJ,426692794.147906,427579141.914011,425413561.040003
sat_fat,Food_price,USD,48762720.6010508,48756190.1223624,48514634.6520777
sat_fat,FL,mrh-eq,11537431.9940232,11566665.6306546,11503099.1431591
