age_gp,sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,added_sugar,CED,MJ,5988064.34448383,5988064.34448383,5988064.34448383
20-34,Female,added_sugar,Food_price,USD,11701615.2830823,11701615.2830823,11701615.2830823
20-34,Female,added_sugar,FL,mrh-eq,266268.39060254,266268.39060254,266268.39060254
20-34,Female,oil,CED,MJ,8390300.56601008,8390300.56601008,8390300.56601008
20-34,Female,oil,Food_price,USD,5971840.70418085,5971840.70418085,5971840.70418085
20-34,Female,oil,FL,mrh-eq,440311.300353,440311.300353,440311.300353
20-34,Female,sat_fat,CED,MJ,22605557.3791026,22605557.3791026,22605557.3791026
20-34,Female,sat_fat,Food_price,USD,2814689.58127769,2814689.58127769,2814689.58127769
20-34,Female,sat_fat,FL,mrh-eq,596695.453454712,596695.453454712,596695.453454712
20-34,Male,added_sugar,CED,MJ,6404288.60586673,6404288.60586673,6404288.60586673
20-34,Male,added_sugar,Food_price,USD,12122976.1067479,12122976.1067479,12122976.1067479
20-34,Male,added_sugar,FL,mrh-eq,256673.581623551,256673.581623551,256673.581623551
20-34,Male,oil,CED,MJ,8585783.82499932,8585783.82499932,8585783.82499932
20-34,Male,oil,Food_price,USD,5433181.66473989,5433181.66473989,5433181.66473989
20-34,Male,oil,FL,mrh-eq,441765.125559,441765.125559,441765.125559
20-34,Male,sat_fat,CED,MJ,23136166.5013652,23136166.5013652,23136166.5013652
20-34,Male,sat_fat,Food_price,USD,2638888.82426041,2638888.82426041,2638888.82426041
20-34,Male,sat_fat,FL,mrh-eq,630588.318389244,630588.318389244,630588.318389244
35-44,Female,added_sugar,CED,MJ,3767550.0748259,3767550.0748259,3767550.0748259
35-44,Female,added_sugar,Food_price,USD,6334553.79547247,6334553.79547247,6334553.79547247
35-44,Female,added_sugar,FL,mrh-eq,178333.26928321,178333.26928321,178333.26928321
35-44,Female,oil,CED,MJ,5275773.33445142,5275773.33445142,5275773.33445142
35-44,Female,oil,Food_price,USD,2748672.06878937,2748672.06878937,2748672.06878937
35-44,Female,oil,FL,mrh-eq,263814.061042642,263814.061042642,263814.061042642
35-44,Female,sat_fat,CED,MJ,14444676.6793605,14444676.6793605,14444676.6793605
35-44,Female,sat_fat,Food_price,USD,1681334.74150939,1681334.74150939,1681334.74150939
35-44,Female,sat_fat,FL,mrh-eq,384453.108773492,384453.108773492,384453.108773492
35-44,Male,added_sugar,CED,MJ,3616901.45977508,3616901.45977508,3616901.45977508
35-44,Male,added_sugar,Food_price,USD,6575034.03008352,6575034.03008352,6575034.03008352
35-44,Male,added_sugar,FL,mrh-eq,156221.918818763,156221.918818763,156221.918818763
35-44,Male,oil,CED,MJ,4963207.49156075,4963207.49156075,4963207.49156075
35-44,Male,oil,Food_price,USD,3082371.6858789,3082371.6858789,3082371.6858789
35-44,Male,oil,FL,mrh-eq,246510.377865,246510.377865,246510.377865
35-44,Male,sat_fat,CED,MJ,13632306.7046441,13632306.7046441,13632306.7046441
35-44,Male,sat_fat,Food_price,USD,1429850.52047076,1429850.52047076,1429850.52047076
35-44,Male,sat_fat,FL,mrh-eq,377777.601803252,377777.601803252,377777.601803252
45-54,Female,added_sugar,CED,MJ,3620336.54292454,3620336.54292454,3620336.54292454
45-54,Female,added_sugar,Food_price,USD,5833351.36626507,5833351.36626507,5833351.36626507
45-54,Female,added_sugar,FL,mrh-eq,163100.309456497,163100.309456497,163100.309456497
45-54,Female,oil,CED,MJ,5053769.59529644,5053769.59529644,5053769.59529644
45-54,Female,oil,Food_price,USD,3810124.17081086,3810124.17081086,3810124.17081086
45-54,Female,oil,FL,mrh-eq,272621.135696911,272621.135696911,272621.135696911
45-54,Female,sat_fat,CED,MJ,13947993.6365401,13947993.6365401,13947993.6365401
45-54,Female,sat_fat,Food_price,USD,1651253.33422198,1651253.33422198,1651253.33422198
45-54,Female,sat_fat,FL,mrh-eq,371291.684938101,371291.684938101,371291.684938101
45-54,Male,added_sugar,CED,MJ,3433623.20181589,3433623.20181589,3433623.20181589
45-54,Male,added_sugar,Food_price,USD,5638708.87264699,5638708.87264699,5638708.87264699
45-54,Male,added_sugar,FL,mrh-eq,156978.307388779,156978.307388779,156978.307388779
45-54,Male,oil,CED,MJ,4734561.78790305,4734561.78790305,4734561.78790305
45-54,Male,oil,Food_price,USD,3123919.96516047,3123919.96516047,3123919.96516047
45-54,Male,oil,FL,mrh-eq,244034.07753312,244034.07753312,244034.07753312
45-54,Male,sat_fat,CED,MJ,13139360.6632616,13139360.6632616,13139360.6632616
45-54,Male,sat_fat,Food_price,USD,1474603.73605401,1474603.73605401,1474603.73605401
45-54,Male,sat_fat,FL,mrh-eq,363362.340815238,363362.340815238,363362.340815238
55-64,Female,added_sugar,CED,MJ,4508986.10365661,4508986.10365661,4508986.10365661
55-64,Female,added_sugar,Food_price,USD,7795130.46880412,7795130.46880412,7795130.46880412
55-64,Female,added_sugar,FL,mrh-eq,215282.076138636,215282.076138636,215282.076138636
55-64,Female,oil,CED,MJ,6280212.00895238,6280212.00895238,6280212.00895238
55-64,Female,oil,Food_price,USD,5227515.7022634,5227515.7022634,5227515.7022634
55-64,Female,oil,FL,mrh-eq,326306.001825,326306.001825,326306.001825
55-64,Female,sat_fat,CED,MJ,17494712.7111186,17494712.7111186,17494712.7111186
55-64,Female,sat_fat,Food_price,USD,1890605.80387367,1890605.80387367,1890605.80387367
55-64,Female,sat_fat,FL,mrh-eq,468411.984447699,468411.984447699,468411.984447699
55-64,Male,added_sugar,CED,MJ,4087022.89618091,4087022.89618091,4087022.89618091
55-64,Male,added_sugar,Food_price,USD,5892119.78045884,5892119.78045884,5892119.78045884
55-64,Male,added_sugar,FL,mrh-eq,190495.93302171,190495.93302171,190495.93302171
55-64,Male,oil,CED,MJ,5640920.03003123,5640920.03003123,5640920.03003123
55-64,Male,oil,Food_price,USD,4458000.53634257,4458000.53634257,4458000.53634257
55-64,Male,oil,FL,mrh-eq,289322.14167603,289322.14167603,289322.14167603
55-64,Male,sat_fat,CED,MJ,15461639.2642084,15461639.2642084,15461639.2642084
55-64,Male,sat_fat,Food_price,USD,1702767.27029723,1702767.27029723,1702767.27029723
55-64,Male,sat_fat,FL,mrh-eq,432603.300933859,432603.300933859,432603.300933859
65-74,Female,added_sugar,CED,MJ,2756067.0297712,2756067.0297712,2756067.0297712
65-74,Female,added_sugar,Food_price,USD,4520484.00099841,4520484.00099841,4520484.00099841
65-74,Female,added_sugar,FL,mrh-eq,136963.635094861,136963.635094861,136963.635094861
65-74,Female,oil,CED,MJ,3893239.03621718,3893239.03621718,3893239.03621718
65-74,Female,oil,Food_price,USD,3793810.96890315,3793810.96890315,3793810.96890315
65-74,Female,oil,FL,mrh-eq,187295.306254729,187295.306254729,187295.306254729
65-74,Female,sat_fat,CED,MJ,11002214.7344193,11002214.7344193,11002214.7344193
65-74,Female,sat_fat,Food_price,USD,1263945.7215924,1263945.7215924,1263945.7215924
65-74,Female,sat_fat,FL,mrh-eq,296203.311704529,296203.311704529,296203.311704529
65-74,Male,added_sugar,CED,MJ,2563186.10793284,2563186.10793284,2563186.10793284
65-74,Male,added_sugar,Food_price,USD,3912557.05938647,3912557.05938647,3912557.05938647
65-74,Male,added_sugar,FL,mrh-eq,125063.775816948,125063.775816948,125063.775816948
65-74,Male,oil,CED,MJ,3341879.13159098,3341879.13159098,3341879.13159098
65-74,Male,oil,Food_price,USD,2034251.2247711,2034251.2247711,2034251.2247711
65-74,Male,oil,FL,mrh-eq,161508.145725,161508.145725,161508.145725
