race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
NHW,added_sugar,CED,MJ,62586404.0197564,63042207.5707906,60745610.0418008
NHW,added_sugar,Food_price,USD,110545571.179398,110796553.075679,107870091.675537
NHW,added_sugar,FL,mrh-eq,2904606.17079243,2928423.79891058,2824949.82854824
NHW,oil,CED,MJ,38979391.9033072,39161981.4516029,38991090.1554818
NHW,oil,Food_price,USD,29852384.6086688,30199113.8748714,29947170.1090738
NHW,oil,FL,mrh-eq,1985011.02433376,1994367.30589377,1983939.3997049
NHW,sat_fat,CED,MJ,216976490.614509,217396822.407508,216217057.402833
NHW,sat_fat,Food_price,USD,24159694.862606,24147138.2833934,24003898.0190795
NHW,sat_fat,FL,mrh-eq,5867962.72414031,5881790.83047605,5847600.28696987
NHB,added_sugar,CED,MJ,12707439.3820739,12463824.2206766,12835032.6569639
NHB,added_sugar,Food_price,USD,20850653.9380381,20614199.3058867,21076759.1178536
NHB,added_sugar,FL,mrh-eq,535156.458608744,525735.908390256,540954.939772158
NHB,oil,CED,MJ,7576122.99148963,7389353.79054315,7544483.91617525
NHB,oil,Food_price,USD,3851726.73790368,3728455.25886983,3868642.60143755
NHB,oil,FL,mrh-eq,374299.581250943,365050.814625667,372542.718159825
NHB,sat_fat,CED,MJ,33425460.1300971,33116750.0659078,33361510.4108685
NHB,sat_fat,Food_price,USD,3722369.02030856,3685688.24127743,3707001.63762886
NHB,sat_fat,FL,mrh-eq,893396.297560228,885314.487796274,891356.21631792
HIS,added_sugar,CED,MJ,14365466.5675328,14541364.4781605,14040589.9953771
HIS,added_sugar,Food_price,USD,22489825.0309789,22385357.2199937,21885729.4705409
HIS,added_sugar,FL,mrh-eq,643798.499703434,651771.763324137,627119.398067394
HIS,oil,CED,MJ,9109639.33881759,9059847.23164598,9018577.51193453
HIS,oil,Food_price,USD,6215238.25796067,6233189.43336619,6145612.83892033
HIS,oil,FL,mrh-eq,461334.365929705,458973.055034245,456863.483100428
HIS,sat_fat,CED,MJ,47585050.3814348,48361792.782419,47626223.2068051
HIS,sat_fat,Food_price,USD,5529491.03713223,5597989.37266872,5511933.75891571
HIS,sat_fat,FL,mrh-eq,1300409.67120726,1321909.25751382,1301426.94252799
OTH,added_sugar,CED,MJ,7973091.03793425,8242646.0871348,8143702.63513844
OTH,added_sugar,Food_price,USD,13300319.2579743,13366972.6156239,13483083.2544691
OTH,added_sugar,FL,mrh-eq,389487.68907959,406095.897657962,398001.118070042
OTH,oil,CED,MJ,6638575.93579527,6655514.8870854,6741147.21138934
OTH,oil,Food_price,USD,4637204.81214489,4671384.4226365,4699478.04000391
OTH,oil,FL,mrh-eq,349963.43786794,350465.651537403,355325.396206142
OTH,sat_fat,CED,MJ,30238148.6480084,29941644.2989799,30017419.7852253
OTH,sat_fat,Food_price,USD,4108961.05984202,4073750.57216822,4105767.0070848
OTH,sat_fat,FL,mrh-eq,810621.679416049,803400.739613489,805058.00733111
