age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,-39203511.0298717,-38913972.6857796,-40527376.5299014
20-34,Female,Food_price,USD,-25427710.6026053,-25109043.9901754,-25828013.9843651
20-34,Female,FL,mrh-eq,-1250187.38766032,-1245792.42465469,-1285979.74989352
20-34,Male,CED,MJ,-35136678.4103597,-33750461.587387,-34602740.8794259
20-34,Male,Food_price,USD,-20347732.3939592,-18360189.1773518,-19924630.7369351
20-34,Male,FL,mrh-eq,-1062476.40649638,-1004088.98588271,-1042760.69602529
35-44,Female,CED,MJ,-25953366.5423689,-25790431.9059086,-25436696.0990667
35-44,Female,Food_price,USD,-15257076.7144813,-14137870.1841705,-14574610.1985833
35-44,Female,FL,mrh-eq,-864144.490941851,-842628.423387962,-835888.060741063
35-44,Male,CED,MJ,-22660868.5159798,-23563176.1182418,-20842010.3945663
35-44,Male,Food_price,USD,-13252534.3534093,-13921517.9174652,-12410963.5125294
35-44,Male,FL,mrh-eq,-714078.529125995,-743808.149420966,-658287.276487832
45-54,Female,CED,MJ,-25790639.697003,-25007359.7650965,-22805689.8437118
45-54,Female,Food_price,USD,-15466667.0683138,-15788128.531506,-13168566.2057908
45-54,Female,FL,mrh-eq,-846302.632427672,-826978.231449078,-735571.846596878
45-54,Male,CED,MJ,-19935917.6911608,-21643672.3762125,-20557476.1011818
45-54,Male,Food_price,USD,-11216453.0946672,-11588429.6115814,-10874110.0756922
45-54,Male,FL,mrh-eq,-651271.814174304,-702131.445343605,-661262.628245111
55-64,Female,CED,MJ,-32116220.735598,-32942371.215794,-32036428.2264825
55-64,Female,Food_price,USD,-17569999.2341378,-18776834.7333383,-18360582.159574
55-64,Female,FL,mrh-eq,-1048494.94304036,-1096283.58910917,-1063231.01967888
55-64,Male,CED,MJ,-24290081.7755002,-27039472.5694629,-24906304.8861966
55-64,Male,Food_price,USD,-12806947.2536415,-13825755.2066462,-11529853.2404595
55-64,Male,FL,mrh-eq,-806906.788464508,-902816.857343985,-811147.958160702
65-74,Female,CED,MJ,-20393642.3501623,-19964661.1810279,-20200076.6968203
65-74,Female,Food_price,USD,-9885186.8754178,-10116744.3641255,-9811873.62090461
65-74,Female,FL,mrh-eq,-664643.416818998,-661503.865315255,-656733.637268421
65-74,Male,CED,MJ,-15929609.3070835,-16035496.2184014,-16062980.6423848
65-74,Male,Food_price,USD,-7158385.47962265,-7725263.44700561,-7574169.04225759
65-74,Male,FL,mrh-eq,-514742.486963433,-530170.13692052,-529745.301547331
75+,Female,CED,MJ,-16102205.2952279,-15376903.575584,-16089818.1216376
75+,Female,Food_price,USD,-8632691.26503495,-8429653.94085377,-8626309.04093022
75+,Female,FL,mrh-eq,-549472.132974307,-526051.867468945,-549980.189330248
75+,Male,CED,MJ,-11736737.3002699,-11052848.9828093,-11071088.386624
75+,Male,Food_price,USD,-5240742.08818846,-4768218.30283503,-5120102.47288518
75+,Male,FL,mrh-eq,-378890.708553917,-355172.61700159,-360430.594562874
