age_gp,sex_gp,race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,NHW,added_sugar,CED,MJ,6903468.36932626,7132741.50323491,7124701.10884198
20-34,Female,NHW,added_sugar,Food_price,USD,14833616.3486498,15044802.5027419,15394505.5612013
20-34,Female,NHW,added_sugar,FL,mrh-eq,317645.801169016,328195.230008371,327825.271404663
20-34,Female,NHW,oil,CED,MJ,4929943.97277062,4906425.38665239,4915370.63368281
20-34,Female,NHW,oil,Food_price,USD,3404572.32249718,3395004.29273583,3469470.86397647
20-34,Female,NHW,oil,FL,mrh-eq,262819.869392493,261566.071830892,262042.95121719
20-34,Female,NHW,sat_fat,CED,MJ,25259746.7298509,24886811.3866645,26051670.5138777
20-34,Female,NHW,sat_fat,Food_price,USD,3022045.8630059,2929110.65950455,3092487.73584918
20-34,Female,NHW,sat_fat,FL,mrh-eq,658377.374659996,648657.079567929,679018.306156043
20-34,Female,NHB,added_sugar,CED,MJ,2218535.4134287,2128899.95091705,2175164.45023317
20-34,Female,NHB,added_sugar,Food_price,USD,4080747.29881644,3960986.53041587,3981537.84106807
20-34,Female,NHB,added_sugar,FL,mrh-eq,87205.971723896,83682.5897837501,85501.1501703731
20-34,Female,NHB,oil,CED,MJ,1372980.54632235,1326825.60258971,1324995.24682053
20-34,Female,NHB,oil,Food_price,USD,1031248.64301026,990797.500538054,984521.443169358
20-34,Female,NHB,oil,FL,mrh-eq,70729.5587884801,68351.8711986149,68257.5798000029
20-34,Female,NHB,sat_fat,CED,MJ,5591517.27456226,5553268.56323071,5810972.28082327
20-34,Female,NHB,sat_fat,Food_price,USD,628345.200077088,622294.376129879,639889.717560922
20-34,Female,NHB,sat_fat,FL,mrh-eq,146503.615821438,145501.459477207,152253.56710454
20-34,Female,HIS,added_sugar,CED,MJ,2631865.03230845,2747875.53254727,2684174.62530136
20-34,Female,HIS,added_sugar,Food_price,USD,4052116.01049732,4207433.50529628,4085671.63265058
