age_gp,sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,added_sugar,CED,MJ,-3701485.54339364,-3745026.62399352,-3725394.44873147
20-34,Female,added_sugar,Food_price,USD,-7239716.70389858,-7150074.10230792,-7314130.93773951
20-34,Female,added_sugar,FL,mrh-eq,-163433.128495127,-165634.398575228,-164662.391427091
20-34,Female,oil,CED,MJ,-137818.241869881,-136078.670527209,-132453.652773173
20-34,Female,oil,Food_price,USD,-85881.3297813356,-94110.8179962095,-98171.0026130836
20-34,Female,oil,FL,mrh-eq,-7217.88797400838,-7117.06024888109,-6934.28733144164
20-34,Female,sat_fat,CED,MJ,-6082589.31245438,-5997778.15574099,-6369035.04564866
20-34,Female,sat_fat,Food_price,USD,-771066.922341087,-749110.92907171,-794581.229732392
20-34,Female,sat_fat,FL,mrh-eq,-160422.271832958,-158288.509200416,-167974.222657893
20-34,Male,added_sugar,CED,MJ,-3210288.43878894,-2773113.45741633,-3077977.65739122
20-34,Male,added_sugar,Food_price,USD,-6019647.76008072,-5318993.41283666,-5860147.39077801
20-34,Male,added_sugar,FL,mrh-eq,-128188.801587883,-110596.367070662,-122776.271922693
20-34,Male,oil,CED,MJ,103343.535351011,130092.802212421,101263.795588683
20-34,Male,oil,Food_price,USD,70887.847565467,70144.4094326918,57520.618048506
20-34,Male,oil,FL,mrh-eq,5343.12761439967,6727.51501746706,5261.17535118689
20-34,Male,sat_fat,CED,MJ,-6189012.96925749,-6205476.86196774,-6151484.35826823
20-34,Male,sat_fat,Food_price,USD,-701299.962913282,-720473.62432069,-693476.050313991
20-34,Male,sat_fat,FL,mrh-eq,-168650.744619748,-169144.595280455,-167636.905481181
35-44,Female,added_sugar,CED,MJ,-2637396.40944078,-2382511.79076691,-2462946.9958486
35-44,Female,added_sugar,Food_price,USD,-4371629.84674067,-3971898.90884261,-4153284.2620487
35-44,Female,added_sugar,FL,mrh-eq,-124278.237188657,-111881.72987361,-115748.430811047
35-44,Female,oil,CED,MJ,-96812.7718299446,-99705.1802699231,-77203.6557069061
35-44,Female,oil,Food_price,USD,-40368.1420883381,-40045.1617713715,-33162.8073073488
35-44,Female,oil,FL,mrh-eq,-4765.67102152859,-4767.3303433082,-3761.93235821717
35-44,Female,sat_fat,CED,MJ,-3909240.59320759,-4039191.56335817,-3936103.05521421
35-44,Female,sat_fat,Food_price,USD,-456307.324083562,-472488.163712914,-458849.677319515
35-44,Female,sat_fat,FL,mrh-eq,-104000.269651297,-107450.809684398,-104710.174726058
35-44,Male,added_sugar,CED,MJ,-2257518.1249358,-2335168.74659459,-2083020.01524457
35-44,Male,added_sugar,Food_price,USD,-3992656.841549,-4207775.63279264,-3782985.30703761
35-44,Male,added_sugar,FL,mrh-eq,-95683.5158387423,-99423.592345008,-88584.0556427454
35-44,Male,oil,CED,MJ,86186.7761222135,91797.0244628882,76155.6427108493
35-44,Male,oil,Food_price,USD,50040.1057916466,49600.7769640831,51518.0295050147
35-44,Male,oil,FL,mrh-eq,4375.77516193869,4554.52171679855,3879.83159140421
35-44,Male,sat_fat,CED,MJ,-3989257.08685412,-4160390.15720059,-3658561.41616396
35-44,Male,sat_fat,Food_price,USD,-420967.880126744,-427811.024521616,-369066.472986067
35-44,Male,sat_fat,FL,mrh-eq,-110605.387278948,-115378.695131362,-101424.13850499
45-54,Female,added_sugar,CED,MJ,-2818363.76594961,-2826693.18937624,-2368772.70591353
45-54,Female,added_sugar,Food_price,USD,-4469819.98323612,-4603987.83007469,-3813344.72276617
45-54,Female,added_sugar,FL,mrh-eq,-125852.519170391,-126358.073626316,-105838.904230249
45-54,Female,oil,CED,MJ,-53318.2887522984,-55329.6784398583,-14355.2944233633
45-54,Female,oil,Food_price,USD,-31020.2408294561,-39696.7017315392,3960.60428282194
45-54,Female,oil,FL,mrh-eq,-2802.61663594108,-2961.04720916438,-619.259651788671
45-54,Female,sat_fat,CED,MJ,-3791122.34162268,-3612301.44912541,-3474932.84923146
45-54,Female,sat_fat,Food_price,USD,-445935.555833194,-417560.559665601,-414511.103434807
45-54,Female,sat_fat,FL,mrh-eq,-101107.489074503,-96350.6778880866,-92581.8200551818
45-54,Male,added_sugar,CED,MJ,-1905744.22195064,-1998426.40183301,-1847053.55052982
45-54,Male,added_sugar,Food_price,USD,-3258025.62202551,-3328959.30153443,-3130300.14053532
45-54,Male,added_sugar,FL,mrh-eq,-86646.1851960431,-91131.9482518286,-84019.5373472843
45-54,Male,oil,CED,MJ,6430.60161183647,21598.8003447697,33545.3828802444
45-54,Male,oil,Food_price,USD,1824.68816933759,6742.9386743711,12899.7735830002
45-54,Male,oil,FL,mrh-eq,270.229030754674,1045.61825624496,1723.23786383205
45-54,Male,sat_fat,CED,MJ,-3431745.353556,-3799356.09219033,-3661620.44901359
45-54,Male,sat_fat,Food_price,USD,-375101.686450439,-420926.107490303,-399829.080742054
45-54,Male,sat_fat,FL,mrh-eq,-94872.0985231065,-105055.641445633,-101228.802428009
55-64,Female,added_sugar,CED,MJ,-2898198.33363257,-3131407.38994242,-3008541.89181247
55-64,Female,added_sugar,Food_price,USD,-5008381.36119707,-5256203.60743714,-5166390.15673291
55-64,Female,added_sugar,FL,mrh-eq,-138213.620741358,-149551.189568607,-143372.236863575
55-64,Female,oil,CED,MJ,-57842.6950789585,-125377.904883934,-124769.95015669
55-64,Female,oil,Food_price,USD,-36958.7519435477,-119328.446078576,-105669.620515984
55-64,Female,oil,FL,mrh-eq,-2963.83793928279,-6497.47848328373,-6455.68233432764
55-64,Female,sat_fat,CED,MJ,-5187196.61398246,-5128866.22001044,-5005205.51652467
55-64,Female,sat_fat,Food_price,USD,-555957.68155236,-550977.388702269,-534923.343854752
55-64,Female,sat_fat,FL,mrh-eq,-138927.045673923,-137403.681071571,-134072.329416044
55-64,Male,added_sugar,CED,MJ,-2399548.22868255,-2802278.38209429,-2202649.82778161
55-64,Male,added_sugar,Food_price,USD,-3665551.41710912,-4001562.49366925,-3217874.10723125
55-64,Male,added_sugar,FL,mrh-eq,-109804.491519025,-128951.264629485,-100329.778515661
55-64,Male,oil,CED,MJ,-3449.45495671649,26890.6481409093,5822.51219159866
55-64,Male,oil,Food_price,USD,-12664.1598887393,10330.990741041,1544.25079156664
55-64,Male,oil,FL,mrh-eq,-217.162376671309,1379.27961148824,266.25844201951
55-64,Male,sat_fat,CED,MJ,-4274846.91541994,-4709817.77294521,-4588769.66578436
55-64,Male,sat_fat,Food_price,USD,-467055.350582005,-507892.142446829,-501216.855195308
55-64,Male,sat_fat,FL,mrh-eq,-119661.484784473,-131877.856378088,-128475.459725363
65-74,Female,added_sugar,CED,MJ,-1554505.96214372,-1730602.08910133,-1546165.85896709
65-74,Female,added_sugar,Food_price,USD,-2534275.2753889,-2746690.82061704,-2593700.98586402
65-74,Female,added_sugar,FL,mrh-eq,-76786.9232478498,-85762.7910307703,-76439.4336290471
65-74,Female,oil,CED,MJ,-90251.347652428,-57377.888796007,-72920.6091392494
65-74,Female,oil,Food_price,USD,-103821.458978649,-54317.4355062186,-62888.8228126144
65-74,Female,oil,FL,mrh-eq,-4357.08290325584,-2792.56627285703,-3532.14385005807
65-74,Female,sat_fat,CED,MJ,-3454711.51671326,-3284495.75309676,-3439447.06353798
65-74,Female,sat_fat,Food_price,USD,-396190.744150769,-373406.537174816,-395450.843341746
65-74,Female,sat_fat,FL,mrh-eq,-93120.1128306719,-88521.2989711632,-92671.5266398629
65-74,Male,added_sugar,CED,MJ,-1285133.336371,-1383352.90875896,-1383229.16977425
65-74,Male,added_sugar,Food_price,USD,-1963584.72797945,-2103898.02193,-2047198.294562
65-74,Male,added_sugar,FL,mrh-eq,-62468.4371307203,-67385.3142280006,-67275.3867428217
65-74,Male,oil,CED,MJ,27632.2075128036,-17653.8291891136,-10602.2030886712
65-74,Male,oil,Food_price,USD,22019.9072721392,-9415.87192393409,-10113.3148428097
65-74,Male,oil,FL,mrh-eq,1340.05177683446,-851.357132817283,-514.638203173632
65-74,Male,sat_fat,CED,MJ,-2965600.77455954,-2852719.08843162,-2869573.96836472
65-74,Male,sat_fat,Food_price,USD,-344695.297587645,-333279.727512396,-336609.448005564
65-74,Male,sat_fat,FL,mrh-eq,-81346.3941286747,-78256.3747318518,-78722.5453507976
75+,Female,added_sugar,CED,MJ,-1460592.61051269,-1445432.48723254,-1482554.91501499
75+,Female,added_sugar,Food_price,USD,-2433398.790406,-2416795.95200446,-2440396.06592288
75+,Female,added_sugar,FL,mrh-eq,-79735.9237638256,-78782.2384353133,-80819.3949733151
75+,Female,oil,CED,MJ,-24632.5608360607,-4445.19624920332,-19983.8748623177
75+,Female,oil,Food_price,USD,-18106.9235659518,-4838.48940374745,-14441.0340258257
75+,Female,oil,FL,mrh-eq,-1163.07475936949,-177.960829069299,-925.197272290852
75+,Female,sat_fat,CED,MJ,-2504565.84572782,-2382972.4892195,-2493621.7369445
75+,Female,sat_fat,Food_price,USD,-279071.399848403,-263037.464724522,-277820.834321159
75+,Female,sat_fat,FL,mrh-eq,-65883.8522697081,-62697.5649329719,-65601.0848146916
75+,Male,added_sugar,CED,MJ,-961868.806777127,-868324.126568572,-949047.577814934
75+,Male,added_sugar,Food_price,USD,-1441994.08598565,-1277240.26244592,-1414905.70792174
75+,Male,added_sugar,FL,mrh-eq,-47910.1390747898,-43239.5239739311,-47255.8982161152
75+,Male,oil,CED,MJ,22073.9137500631,14431.3335834225,19416.0946328856
75+,Male,oil,Food_price,USD,22526.1088163724,9057.31163064348,15356.1083578449
75+,Male,oil,FL,mrh-eq,1037.8185578985,679.791885930919,911.085954191569
75+,Male,sat_fat,CED,MJ,-2043327.70416263,-1944339.40957026,-1898567.7632356
75+,Male,sat_fat,Food_price,USD,-244461.673823932,-230566.841642522,-225606.148252949
75+,Male,sat_fat,FL,mrh-eq,-54998.2324807265,-52378.3719883298,-51112.4416614794
