sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,261325892.460871,260037058.1745,259568627.962608
Female,Food_price,USD,136670072.815391,136742355.91861,135410847.855341
Female,FL,mrh-eq,8865051.78646691,8843080.34291714,8797502.39824389
Male,CED,MJ,226835388.489886,229336691.097955,225713816.967384
Male,Food_price,USD,112593366.987565,112757435.757825,110894319.675204
Male,FL,mrh-eq,7650995.81342348,7730219.16785652,7607635.33653213
