race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
NHW,added_sugar,CED,MJ,27636076.5087087,27636076.5087087,27636076.5087087
NHW,added_sugar,Food_price,USD,49109879.7788078,49109879.7788078,49109879.7788078
NHW,added_sugar,FL,mrh-eq,1280399.31065411,1280399.31065411,1280399.31065411
NHW,oil,CED,MJ,38111361.4850183,38111361.4850183,38111361.4850183
NHW,oil,Food_price,USD,29213163.8643686,29213163.8643686,29213163.8643686
NHW,oil,FL,mrh-eq,1940502.79530036,1940502.79530036,1940502.79530036
NHW,sat_fat,CED,MJ,106832620.738302,106832620.738302,106832620.738302
NHW,sat_fat,Food_price,USD,11868899.2356704,11868899.2356704,11868899.2356704
NHW,sat_fat,FL,mrh-eq,2890907.88389277,2890907.88389277,2890907.88389277
NHB,added_sugar,CED,MJ,5166303.94090668,5166303.94090668,5166303.94090668
NHB,added_sugar,Food_price,USD,8457440.04737776,8457440.04737776,8457440.04737776
NHB,added_sugar,FL,mrh-eq,217488.056444637,217488.056444637,217488.056444637
NHB,oil,CED,MJ,7021428.86635259,7021428.86635259,7021428.86635259
NHB,oil,Food_price,USD,3484236.680635,3484236.680635,3484236.680635
NHB,oil,FL,mrh-eq,346642.291882146,346642.291882146,346642.291882146
NHB,sat_fat,CED,MJ,18000862.1531515,18000862.1531515,18000862.1531515
NHB,sat_fat,Food_price,USD,2003308.92953784,2003308.92953784,2003308.92953784
NHB,sat_fat,FL,mrh-eq,481297.298163469,481297.298163469,481297.298163469
HIS,added_sugar,CED,MJ,6987935.19769055,6987935.19769055,6987935.19769055
HIS,added_sugar,Food_price,USD,10853966.3581152,10853966.3581152,10853966.3581152
HIS,added_sugar,FL,mrh-eq,312861.486412495,312861.486412495,312861.486412495
HIS,oil,CED,MJ,9659655.35492519,9659655.35492519,9659655.35492519
HIS,oil,Food_price,USD,6608052.64984356,6608052.64984356,6608052.64984356
HIS,oil,FL,mrh-eq,489528.131626267,489528.131626267,489528.131626267
HIS,sat_fat,CED,MJ,26453661.5142873,26453661.5142873,26453661.5142873
HIS,sat_fat,Food_price,USD,3051915.22977581,3051915.22977581,3051915.22977581
HIS,sat_fat,FL,mrh-eq,723045.166030102,723045.166030102,723045.166030102
OTH,added_sugar,CED,MJ,4591266.36263372,4591266.36263372,4591266.36263372
OTH,added_sugar,Food_price,USD,7578438.11643309,7578438.11643309,7578438.11643309
OTH,added_sugar,FL,mrh-eq,226142.886460525,226142.886460525,226142.886460525
OTH,oil,CED,MJ,6434337.54823605,6434337.54823605,6434337.54823605
OTH,oil,Food_price,USD,4453575.85782086,4453575.85782086,4453575.85782086
OTH,oil,FL,mrh-eq,339104.663906994,339104.663906994,339104.663906994
OTH,sat_fat,CED,MJ,17148611.7666831,17148611.7666831,17148611.7666831
OTH,sat_fat,Food_price,USD,2336752.87544184,2336752.87544184,2336752.87544184
OTH,sat_fat,FL,mrh-eq,460233.529045858,460233.529045858,460233.529045858
