sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,0,0,0
Female,Food_price,USD,0,0,0
Female,FL,mrh-eq,0,0,0
Male,CED,MJ,0,0,0
Male,Food_price,USD,0,0,0
Male,FL,mrh-eq,0,0,0
