age_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,NHW,CED,MJ,-10821506.8619738,-10612385.5035906,-11064106.0326546
20-34,NHW,Food_price,USD,-8139421.90388293,-7840843.60898006,-8286121.31165595
20-34,NHW,FL,mrh-eq,-349344.586292539,-342584.057308244,-355641.738150007
20-34,NHB,CED,MJ,-2795739.04662124,-2605801.58575771,-2762588.2857761
20-34,NHB,Food_price,USD,-2443350.21592344,-2305859.28739117,-2371750.19295619
20-34,NHB,FL,mrh-eq,-91021.7484264706,-84361.8129864027,-89618.1365831665
20-34,HIS,CED,MJ,-3722515.09021611,-3822691.15845487,-3798923.51971221
20-34,HIS,Food_price,USD,-2646970.55624648,-2620134.70271175,-2680456.68199757
20-34,HIS,FL,mrh-eq,-119402.349748752,-121790.003262725,-121713.873907444
20-34,OTH,CED,MJ,-1878089.97160218,-1686502.71963021,-1729463.52908118
20-34,OTH,Food_price,USD,-1516982.15539668,-1195780.87801753,-1364657.80651876
20-34,OTH,FL,mrh-eq,-62801.0224275627,-55317.5418008027,-57749.1548284955
35-44,NHW,CED,MJ,-7603315.6960789,-7616612.39617055,-7060002.71591478
35-44,NHW,Food_price,USD,-5653217.99467568,-5417395.42755401,-5114299.45656158
35-44,NHW,FL,mrh-eq,-258874.276800209,-254223.179221306,-237883.351207722
35-44,NHB,CED,MJ,-1598071.40110562,-1614323.37836783,-1594155.46693073
35-44,NHB,Food_price,USD,-1286750.84257798,-1369492.88272598,-1330021.56237199
35-44,NHB,FL,mrh-eq,-53152.6326024465,-53920.7531256444,-53070.5852557237
35-44,HIS,CED,MJ,-2392397.46957342,-2490885.91626891,-2265586.79656433
35-44,HIS,Food_price,USD,-1612563.41692843,-1541159.66207418,-1546048.49132523
35-44,HIS,FL,mrh-eq,-80965.9221171184,-83214.1532817161,-76123.7873797666
35-44,OTH,CED,MJ,-1210253.64338807,-1203348.72292001,-1221934.51605755
35-44,OTH,Food_price,USD,-679357.674614573,-742370.142322904,-755460.986935421
35-44,OTH,FL,mrh-eq,-41964.4742974592,-42989.5500322225,-43271.1766084415
45-54,NHW,CED,MJ,-8204691.44343001,-8230274.59895398,-7414279.03995266
45-54,NHW,Food_price,USD,-6056609.5330048,-6128741.43634264,-5239771.84009796
45-54,NHW,FL,mrh-eq,-281300.134495805,-282040.788804168,-249469.3692345
45-54,NHB,CED,MJ,-1377593.52836075,-1323402.89934685,-1417588.12886037
45-54,NHB,Food_price,USD,-1078949.77062483,-991983.781618294,-1089213.22932498
