age_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,added_sugar,CED,MJ,0,0,0
20-34,added_sugar,Food_price,USD,0,0,0
20-34,added_sugar,FL,mrh-eq,0,0,0
20-34,oil,CED,MJ,0,0,0
20-34,oil,Food_price,USD,0,0,0
20-34,oil,FL,mrh-eq,0,0,0
20-34,sat_fat,CED,MJ,0,0,0
20-34,sat_fat,Food_price,USD,0,0,0
20-34,sat_fat,FL,mrh-eq,0,0,0
35-44,added_sugar,CED,MJ,0,0,0
35-44,added_sugar,Food_price,USD,0,0,0
35-44,added_sugar,FL,mrh-eq,0,0,0
35-44,oil,CED,MJ,0,0,0
35-44,oil,Food_price,USD,0,0,0
35-44,oil,FL,mrh-eq,0,0,0
35-44,sat_fat,CED,MJ,0,0,0
35-44,sat_fat,Food_price,USD,0,0,0
35-44,sat_fat,FL,mrh-eq,0,0,0
45-54,added_sugar,CED,MJ,0,0,0
45-54,added_sugar,Food_price,USD,0,0,0
45-54,added_sugar,FL,mrh-eq,0,0,0
45-54,oil,CED,MJ,0,0,0
45-54,oil,Food_price,USD,0,0,0
45-54,oil,FL,mrh-eq,0,0,0
45-54,sat_fat,CED,MJ,0,0,0
45-54,sat_fat,Food_price,USD,0,0,0
45-54,sat_fat,FL,mrh-eq,0,0,0
55-64,added_sugar,CED,MJ,0,0,0
55-64,added_sugar,Food_price,USD,0,0,0
55-64,added_sugar,FL,mrh-eq,0,0,0
55-64,oil,CED,MJ,0,0,0
55-64,oil,Food_price,USD,0,0,0
55-64,oil,FL,mrh-eq,0,0,0
55-64,sat_fat,CED,MJ,0,0,0
55-64,sat_fat,Food_price,USD,0,0,0
55-64,sat_fat,FL,mrh-eq,0,0,0
65-74,added_sugar,CED,MJ,0,0,0
65-74,added_sugar,Food_price,USD,0,0,0
65-74,added_sugar,FL,mrh-eq,0,0,0
65-74,oil,CED,MJ,0,0,0
65-74,oil,Food_price,USD,0,0,0
65-74,oil,FL,mrh-eq,0,0,0
65-74,sat_fat,CED,MJ,0,0,0
65-74,sat_fat,Food_price,USD,0,0,0
65-74,sat_fat,FL,mrh-eq,0,0,0
75+,added_sugar,CED,MJ,0,0,0
75+,added_sugar,Food_price,USD,0,0,0
75+,added_sugar,FL,mrh-eq,0,0,0
75+,oil,CED,MJ,0,0,0
75+,oil,Food_price,USD,0,0,0
75+,oil,FL,mrh-eq,0,0,0
75+,sat_fat,CED,MJ,0,0,0
75+,sat_fat,Food_price,USD,0,0,0
75+,sat_fat,FL,mrh-eq,0,0,0
