age_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,NHW,CED,MJ,97677005.6032736,96952327.4593673,98892532.3949313
20-34,NHW,Food_price,USD,58427498.1529059,57562200.6601141,59009588.9733204
20-34,NHW,FL,mrh-eq,3247908.15501337,3225835.14276965,3280567.8942613
20-34,NHB,CED,MJ,22895138.3255043,22165775.8927529,22786290.8173262
20-34,NHB,Food_price,USD,14237609.7317417,13791372.4018639,13991737.0496211
20-34,NHB,FL,mrh-eq,755020.895779641,729368.885397937,749991.391207411
20-34,HIS,CED,MJ,33929630.0204594,34338377.1978402,34185638.2155691
20-34,HIS,Food_price,USD,18385634.4000623,18306343.1301573,18483657.1743713
20-34,HIS,FL,mrh-eq,1126935.88191831,1135262.45503279,1133624.10786277
20-34,OTH,CED,MJ,18224360.8155351,17593899.0477472,17651601.3060416
20-34,OTH,Food_price,USD,11435883.8125223,10520500.0760595,10978844.6246551
20-34,OTH,FL,mrh-eq,621299.48928537,597915.55517701,603057.680427325
35-44,NHW,CED,MJ,60920521.3303493,61319616.4969388,59130989.3140607
35-44,NHW,Food_price,USD,34141464.5021751,33510450.1677854,32522883.7122958
35-44,NHW,FL,mrh-eq,2048709.63631925,2044812.77460415,1981913.52113695
35-44,NHB,CED,MJ,13342874.0560483,13377599.4140103,13282982.6872058
35-44,NHB,Food_price,USD,7189197.04178876,7408207.84531524,7297472.73789609
35-44,NHB,FL,mrh-eq,446064.284350318,447680.899872659,443727.253650685
35-44,HIS,CED,MJ,22314721.9065655,22736747.8363249,21833788.2837949
35-44,HIS,Food_price,USD,11842592.4932958,11659487.1592233,11609930.7392102
35-44,HIS,FL,mrh-eq,763832.447633969,774281.587978074,746173.54137591
35-44,OTH,CED,MJ,12016083.2580729,11899609.7695638,12010911.701259
35-44,OTH,Food_price,USD,5852738.34069143,5997624.23937233,6071667.83177108
35-44,OTH,FL,mrh-eq,428851.028259635,428895.686849368,431595.397560666
45-54,NHW,CED,MJ,66474247.8369483,66561531.3826669,63552641.6770213
