sex_gp,race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,NHW,added_sugar,CED,MJ,32971382.7648985,33518171.9587518,32297003.773662
Female,NHW,added_sugar,Food_price,USD,59047632.7902717,59868978.1320245,58501927.0499256
Female,NHW,added_sugar,FL,mrh-eq,1572283.81150255,1598201.18853939,1542470.98575466
Female,NHW,oil,CED,MJ,21213928.1092526,21352047.633381,21085494.4075953
Female,NHW,oil,Food_price,USD,16650927.4252779,16820740.8659633,16550732.1936234
Female,NHW,oil,FL,mrh-eq,1087357.38038471,1095339.5186892,1080241.81049976
Female,NHW,sat_fat,CED,MJ,116005454.704509,114622749.258516,115037558.827231
Female,NHW,sat_fat,Food_price,USD,12956664.0694656,12730623.5476103,12812192.4009592
Female,NHW,sat_fat,FL,mrh-eq,3088035.40087598,3051152.730702,3061395.83855796
Female,NHB,added_sugar,CED,MJ,7279080.81675743,7213785.8984988,7340592.48714404
Female,NHB,added_sugar,Food_price,USD,12226848.4957441,12156330.0873103,12271029.1737879
Female,NHB,added_sugar,FL,mrh-eq,314282.512515282,312121.068917858,317328.439298289
Female,NHB,oil,CED,MJ,4448886.75951169,4332215.06554371,4433281.25629773
Female,NHB,oil,Food_price,USD,2658704.7175993,2573997.14296124,2698319.65712235
Female,NHB,oil,FL,mrh-eq,221193.078975971,215398.389672334,220204.725758637
Female,NHB,sat_fat,CED,MJ,18280466.6587633,18234404.7921709,18569665.8847363
Female,NHB,sat_fat,Food_price,USD,2171257.70447238,2158070.75873704,2191284.00137009
Female,NHB,sat_fat,FL,mrh-eq,480874.965755155,479783.18083782,488366.486376952
Female,HIS,added_sugar,CED,MJ,7559559.92965162,7529197.28439572,7314090.68068861
Female,HIS,added_sugar,Food_price,USD,11744575.5562675,11424069.1867446,11219994.7601448
Female,HIS,added_sugar,FL,mrh-eq,359278.742918626,357158.658478066,347132.005322498
Female,HIS,oil,CED,MJ,4904946.46579538,5016169.47168537,4836201.96475638
Female,HIS,oil,Food_price,USD,3468167.61945189,3581331.7666388,3434123.80743562
Female,HIS,oil,FL,mrh-eq,249076.09182227,254904.807119671,245839.664007817
Female,HIS,sat_fat,CED,MJ,24558532.1412924,24806156.4890659,24849701.8880654
Female,HIS,sat_fat,Food_price,USD,3042532.33786227,3084102.79362715,3079989.50967794
Female,HIS,sat_fat,FL,mrh-eq,662042.607519206,668804.582017671,669983.681250036
Female,OTH,added_sugar,CED,MJ,4503539.13766383,4429127.23115209,4425274.22340323
Female,OTH,added_sugar,Food_price,USD,7754415.14170693,7497306.01249799,7647133.41122068
Female,OTH,added_sugar,FL,mrh-eq,218150.898340485,215572.665356458,214929.533571712
Female,OTH,oil,CED,MJ,3570130.59187335,3523593.8145037,3685373.8080879
Female,OTH,oil,Food_price,USD,2750423.67419855,2732952.56860255,2814721.69658537
Female,OTH,oil,FL,mrh-eq,191498.775471853,188603.894507977,197500.418560362
Female,OTH,sat_fat,CED,MJ,16029984.3809011,15459439.276835,15694388.7609407
Female,OTH,sat_fat,Food_price,USD,2197923.28307248,2113853.0558919,2189400.19348815
Female,OTH,sat_fat,FL,mrh-eq,420977.520384824,406039.658078702,412108.809285212
Male,NHW,added_sugar,CED,MJ,29615021.2548579,29524035.6120388,28448606.2681388
Male,NHW,added_sugar,Food_price,USD,51497938.389126,50927574.9436542,49368164.6256118
Male,NHW,added_sugar,FL,mrh-eq,1332322.35928988,1330222.61037119,1282478.84279358
Male,NHW,oil,CED,MJ,17765463.7940547,17809933.8182219,17905595.7478865
Male,NHW,oil,Food_price,USD,13201457.1833909,13378373.0089081,13396437.9154504
Male,NHW,oil,FL,mrh-eq,897653.643949058,899027.787204571,903697.589205143
Male,NHW,sat_fat,CED,MJ,100971035.91,102774073.148992,101179498.575602
Male,NHW,sat_fat,Food_price,USD,11203030.7931404,11416514.7357831,11191705.6181204
Male,NHW,sat_fat,FL,mrh-eq,2779927.32326432,2830638.09977406,2786204.44841191
Male,NHB,added_sugar,CED,MJ,5428358.56531649,5250038.32217777,5494440.16981983
Male,NHB,added_sugar,Food_price,USD,8623805.44229397,8457869.21857639,8805729.94406567
Male,NHB,added_sugar,FL,mrh-eq,220873.946093462,213614.839472398,223626.500473869
Male,NHB,oil,CED,MJ,3127236.23197794,3057138.72499945,3111202.65987751
Male,NHB,oil,Food_price,USD,1193022.02030437,1154458.11590859,1170322.9443152
Male,NHB,oil,FL,mrh-eq,153106.502274972,149652.424953333,152337.992401188
Male,NHB,sat_fat,CED,MJ,15144993.4713338,14882345.2737369,14791844.5261321
Male,NHB,sat_fat,Food_price,USD,1551111.31583618,1527617.48254038,1515717.63625877
Male,NHB,sat_fat,FL,mrh-eq,412521.331805073,405531.306958454,402989.729940968
Male,HIS,added_sugar,CED,MJ,6805906.63788116,7012167.19376478,6726499.31468848
Male,HIS,added_sugar,Food_price,USD,10745249.4747115,10961288.0332491,10665734.7103961
Male,HIS,added_sugar,FL,mrh-eq,284519.756784808,294613.104846071,279987.392744896
Male,HIS,oil,CED,MJ,4204692.87302221,4043677.75996061,4182375.54717815
Male,HIS,oil,Food_price,USD,2747070.63850878,2651857.66672739,2711489.03148471
Male,HIS,oil,FL,mrh-eq,212258.274107434,204068.247914574,211023.819092611
Male,HIS,sat_fat,CED,MJ,23026518.2401424,23555636.2933531,22776521.3187397
Male,HIS,sat_fat,Food_price,USD,2486958.69926996,2513886.57904157,2431944.24923777
Male,HIS,sat_fat,FL,mrh-eq,638367.063688056,653104.675496154,631443.261277953
Male,OTH,added_sugar,CED,MJ,3469551.90027042,3813518.85598271,3718428.41173521
Male,OTH,added_sugar,Food_price,USD,5545904.11626736,5869666.60312588,5835949.84324843
Male,OTH,added_sugar,FL,mrh-eq,171336.790739105,190523.232301504,183071.58449833
Male,OTH,oil,CED,MJ,3068445.34392192,3131921.0725817,3055773.40330144
Male,OTH,oil,Food_price,USD,1886781.13794634,1938431.85403394,1884756.34341854
Male,OTH,oil,FL,mrh-eq,158464.662396088,161861.757029426,157824.977645779
Male,OTH,sat_fat,CED,MJ,14208164.2671074,14482205.0221449,14323031.0242847
Male,OTH,sat_fat,Food_price,USD,1911037.77676954,1959897.51627632,1916366.81359665
Male,OTH,sat_fat,FL,mrh-eq,389644.159031226,397361.081534787,392949.198045898
