age_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,added_sugar,CED,MJ,-13545201.3135877,-12775133.8835893,-13333482.0432998
20-34,added_sugar,Food_price,USD,-25987213.5195446,-24439271.7105947,-25821770.1762673
20-34,added_sugar,FL,mrh-eq,-571612.340030962,-541500.281254368,-563446.056482529
20-34,oil,CED,MJ,-167577.59202855,-22343.5298269777,-150301.66729455
20-34,oil,Food_price,USD,-71543.4608635464,-116420.789551413,-200921.927713119
20-34,oil,FL,mrh-eq,-9126.04191808297,-1553.11040083093,-8071.31238227278
20-34,sat_fat,CED,MJ,-41409559.5642019,-41139575.8923169,-42291252.3315089
20-34,sat_fat,Food_price,USD,-4969961.18470684,-4950922.19028058,-5026966.62419127
20-34,sat_fat,FL,mrh-eq,-1109355.70531233,-1102774.60352402,-1132500.1735849
35-44,added_sugar,CED,MJ,-9607198.66687057,-9259055.88308185,-8923467.40616528
35-44,added_sugar,Food_price,USD,-16415954.0601504,-16050287.2482726,-15576849.0547446
35-44,added_sugar,FL,mrh-eq,-431848.099358453,-414850.530414371,-401226.516296741
35-44,oil,CED,MJ,-44464.4159412761,-29258.8607996488,4041.44296073772
35-44,oil,Food_price,USD,54597.7672039158,54216.1829432582,99080.8723420358
35-44,oil,FL,mrh-eq,-1514.37509130792,-556.051115234368,1056.57327458373
35-44,sat_fat,CED,MJ,-26158533.7653908,-27140122.8665416,-25217601.0349611
35-44,sat_fat,Food_price,USD,-2916364.84614742,-2992898.92162937,-2761975.03151589
35-44,sat_fat,FL,mrh-eq,-709903.239800853,-736682.355618434,-683656.493755083
45-54,added_sugar,CED,MJ,-9289220.70818433,-9488447.83073343,-8288866.6970188
45-54,added_sugar,Food_price,USD,-15195801.0269908,-15599970.8516385,-13652410.6438674
45-54,added_sugar,FL,mrh-eq,-417864.228862267,-427703.049267762,-373303.984686068
45-54,oil,CED,MJ,-234183.458355321,-168605.987287657,96919.9976166474
45-54,oil,Food_price,USD,-146155.121634803,-165639.142214839,84845.2772248835
45-54,oil,FL,mrh-eq,-12655.809365539,-9581.33588713397,5566.28520708593
45-54,sat_fat,CED,MJ,-24209289.8514047,-24723470.3126678,-23838029.7792599
45-54,sat_fat,Food_price,USD,-2763085.61414997,-2806560.58741188,-2733986.24522789
45-54,sat_fat,FL,mrh-eq,-656043.728804939,-671013.521473005,-646531.689514326
55-64,added_sugar,CED,MJ,-10411979.0879795,-11660904.4552086,-10242511.6507718
55-64,added_sugar,Food_price,USD,-17049043.6762778,-18195366.7899592,-16481069.5191552
55-64,added_sugar,FL,mrh-eq,-487481.475063889,-547365.972357483,-479025.636979113
55-64,oil,CED,MJ,-307171.154121688,-491593.796112261,-596368.559858969
55-64,oil,Food_price,USD,-249545.633181895,-545563.752825889,-522304.400315056
55-64,oil,FL,mrh-eq,-15943.6807502243,-25548.9201217836,-31033.2591614256
55-64,sat_fat,CED,MJ,-30866070.0272438,-31958488.5122006,-31179738.5621802
55-64,sat_fat,Food_price,USD,-3331788.45604681,-3436026.3096064,-3362531.64782471
55-64,sat_fat,FL,mrh-eq,-842188.932656021,-873283.36345434,-851880.853286095
65-74,added_sugar,CED,MJ,-5609478.39196976,-6152180.08864898,-5789300.3184135
65-74,added_sugar,Food_price,USD,-8881709.16603307,-9580495.10152188,-9166444.06955434
65-74,added_sugar,FL,mrh-eq,-275099.884446937,-302585.816819671,-284033.877603202
65-74,oil,CED,MJ,-311207.95289392,-379162.388933656,-420426.263263075
65-74,oil,Food_price,USD,-407875.597851245,-320979.522636798,-367254.789010352
65-74,oil,FL,mrh-eq,-14986.075538367,-18405.1674097574,-20364.111162308
65-74,sat_fat,CED,MJ,-21079994.5824549,-20142613.3644729,-20731391.8846565
65-74,sat_fat,Food_price,USD,-2433439.99434288,-2319524.77230797,-2406382.09516876
65-74,sat_fat,FL,mrh-eq,-572561.045332789,-547113.315638888,-562925.275634481
75+,added_sugar,CED,MJ,-4787740.8287658,-4572738.20556066,-4805725.20367135
75+,added_sugar,Food_price,USD,-7656923.65665841,-7297966.21446234,-7617395.75407821
75+,added_sugar,FL,mrh-eq,-252251.050449925,-241129.978197522,-253097.472438418
75+,oil,CED,MJ,-12342.3415368475,51050.4566148755,-2380.49060959794
75+,oil,Food_price,USD,22996.6823175913,21273.0872097402,4680.43070406219
75+,oil,FL,mrh-eq,-604.544003066,2565.64055942337,-47.2902311951975
75+,sat_fat,CED,MJ,-16065945.810929,-15276982.4341909,-15528441.0407412
75+,sat_fat,Food_price,USD,-1844999.61406904,-1737757.41784568,-1775882.50835451
75+,sat_fat,FL,mrh-eq,-426853.843284711,-406064.278558751,-412463.090239808
