sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
Female,NHW,CED,MJ,53919794.7800153,53832679.5581461,53267458.6039266
Female,NHW,Food_price,USD,37040277.6456345,37428016.0937404,36701773.9652688
Female,NHW,FL,mrh-eq,1893179.29761209,1897480.46290098,1868804.56905517
Female,NHB,CED,MJ,10005627.669543,9936841.20196252,10114534.5965146
Female,NHB,Food_price,USD,7403859.86279907,7347298.19992696,7438098.39214964
Female,NHB,FL,mrh-eq,346399.25154193,343852.762868652,349827.105727394
Female,HIS,CED,MJ,12076739.1526358,12163232.9335166,12028490.5956045
Female,HIS,Food_price,USD,7542836.24817313,7416837.10893164,7282575.36695254
Female,HIS,FL,mrh-eq,427454.267268991,429719.334502164,423120.583399262
Female,OTH,CED,MJ,7452681.19520818,7247038.06910666,7338123.36700718
Female,OTH,Food_price,USD,5093112.35806817,4934595.59303519,5047486.80051042
Female,OTH,FL,mrh-eq,265950.26057745,259895.357800028,262919.706687163
Male,NHW,CED,MJ,50236504.9273082,50793342.9521031,49751533.5366866
Male,NHW,Food_price,USD,32285786.3666057,32098501.6967517,31234620.1511188
Male,NHW,FL,mrh-eq,1726281.91831742,1742169.87465442,1704433.6559979
Male,NHB,CED,MJ,8199898.97435647,8015184.53734503,8120542.32845035
Male,NHB,Food_price,USD,5133446.77806667,5034229.30383548,5211073.7156697
Male,NHB,FL,mrh-eq,274051.129204487,267540.773215169,272341.568183438
Male,HIS,CED,MJ,11696085.957422,11939124.2488314,11572294.400146
Male,HIS,Food_price,USD,6831860.91980937,6930945.73765451,6767361.24281396
Male,HIS,FL,mrh-eq,391926.904831215,400178.943360054,387190.359316906
Male,OTH,CED,MJ,6857639.80215906,7136410.16705785,7020039.20848948
Male,OTH,Food_price,USD,3780618.06871623,3970545.62409342,3928738.75322693
Male,OTH,FL,mrh-eq,241168.649745368,254137.114570647,248091.216742199
