age_gp,sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,NHW,CED,MJ,26340087.3536833,26340087.3536833,26340087.3536833
20-34,Female,NHW,Food_price,USD,16213341.1564305,16213341.1564305,16213341.1564305
20-34,Female,NHW,FL,mrh-eq,933819.526954713,933819.526954713,933819.526954713
20-34,Female,NHB,CED,MJ,6457381.36632198,6457381.36632198,6457381.36632198
20-34,Female,NHB,Food_price,USD,3808823.69943856,3808823.69943856,3808823.69943856
20-34,Female,NHB,FL,mrh-eq,220805.392109135,220805.392109135,220805.392109135
20-34,Female,HIS,CED,MJ,9780241.55647743,9780241.55647743,9780241.55647743
20-34,Female,HIS,Food_price,USD,4974568.54320511,4974568.54320511,4974568.54320511
20-34,Female,HIS,FL,mrh-eq,345047.358796776,345047.358796776,345047.358796776
20-34,Female,OTH,CED,MJ,5591567.34239255,5591567.34239255,5591567.34239255
20-34,Female,OTH,Food_price,USD,3448282.98820934,3448282.98820934,3448282.98820934
20-34,Female,OTH,FL,mrh-eq,197579.708176086,197579.708176086,197579.708176086
20-34,Male,NHW,CED,MJ,28629781.3969161,28629781.3969161,28629781.3969161
20-34,Male,NHW,Food_price,USD,16870327.6647995,16870327.6647995,16870327.6647995
20-34,Male,NHW,FL,mrh-eq,995199.698480659,995199.698480659,995199.698480659
20-34,Male,NHB,CED,MJ,5976619.09575003,5976619.09575003,5976619.09575003
20-34,Male,NHB,Food_price,USD,2890449.00889532,2890449.00889532,2890449.00889532
20-34,Male,NHB,FL,mrh-eq,203702.891277695,203702.891277695,203702.891277695
20-34,Male,HIS,CED,MJ,10179990.0264018,10179990.0264018,10179990.0264018
20-34,Male,HIS,Food_price,USD,5232433.09288228,5232433.09288228,5232433.09288228
20-34,Male,HIS,FL,mrh-eq,348945.534021334,348945.534021334,348945.534021334
20-34,Male,OTH,CED,MJ,5430277.18659773,5430277.18659773,5430277.18659773
20-34,Male,OTH,Food_price,USD,3272956.94680709,3272956.94680709,3272956.94680709
20-34,Male,OTH,FL,mrh-eq,193400.51802359,193400.51802359,193400.51802359
35-44,Female,NHW,CED,MJ,15779911.9566233,15779911.9566233,15779911.9566233
35-44,Female,NHW,Food_price,USD,7936535.48566363,7936535.48566363,7936535.48566363
35-44,Female,NHW,FL,mrh-eq,546771.469609557,546771.469609557,546771.469609557
35-44,Female,NHB,CED,MJ,4034591.24729694,4034591.24729694,4034591.24729694
35-44,Female,NHB,Food_price,USD,1554705.80204115,1554705.80204115,1554705.80204115
35-44,Female,NHB,FL,mrh-eq,138913.883189417,138913.883189417,138913.883189417
35-44,Female,HIS,CED,MJ,6797373.06859677,6797373.06859677,6797373.06859677
35-44,Female,HIS,Food_price,USD,3502088.25997144,3502088.25997144,3502088.25997144
35-44,Female,HIS,FL,mrh-eq,244858.521635251,244858.521635251,244858.521635251
35-44,Female,OTH,CED,MJ,3992972.59367432,3992972.59367432,3992972.59367432
35-44,Female,OTH,Food_price,USD,2023116.39858218,2023116.39858218,2023116.39858218
35-44,Female,OTH,FL,mrh-eq,149729.642545954,149729.642545954,149729.642545954
35-44,Male,NHW,CED,MJ,16121298.0037025,16121298.0037025,16121298.0037025
35-44,Male,NHW,Food_price,USD,8672968.63204073,8672968.63204073,8672968.63204073
35-44,Male,NHW,FL,mrh-eq,556489.582125577,556489.582125577,556489.582125577
35-44,Male,NHB,CED,MJ,3398586.30506057,3398586.30506057,3398586.30506057
35-44,Male,NHB,Food_price,USD,1712119.26504943,1712119.26504943,1712119.26504943
35-44,Male,NHB,FL,mrh-eq,117114.411474493,117114.411474493,117114.411474493
35-44,Male,HIS,CED,MJ,6600008.28270549,6600008.28270549,6600008.28270549
35-44,Male,HIS,Food_price,USD,3471878.97202787,3471878.97202787,3471878.97202787
35-44,Male,HIS,FL,mrh-eq,232692.091530118,232692.091530118,232692.091530118
35-44,Male,OTH,CED,MJ,3255224.03502747,3255224.03502747,3255224.03502747
35-44,Male,OTH,Food_price,USD,1642968.49468405,1642968.49468405,1642968.49468405
35-44,Male,OTH,FL,mrh-eq,122664.774384955,122664.774384955,122664.774384955
45-54,Female,NHW,CED,MJ,19203621.2114077,19203621.2114077,19203621.2114077
