outcome,outcome_unit,X1,X2,X3
CED,MJ,359356774.758819,359356774.758819,359356774.758819
Food_price,USD,192113111.627349,192113111.627349,192113111.627349
FL,mrh-eq,12730847.5413473,12730847.5413473,12730847.5413473
