age_gp,sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,NHW,CED,MJ,48608846.8995172,48450055.2828885,49937239.0023307
20-34,Female,NHW,Food_price,USD,30329062.8008863,30517520.6368636,31343316.5174716
20-34,Female,NHW,FL,mrh-eq,1635832.67197602,1637827.36985981,1676639.95868236
20-34,Female,NHB,CED,MJ,12221419.5744345,11981200.7510805,12381856.9512549
20-34,Female,NHB,Food_price,USD,8217701.44035448,7980340.43349807,8026636.63758788
20-34,Female,NHB,FL,mrh-eq,405796.279011538,396326.866849233,407686.084007297
20-34,Female,HIS,CED,MJ,16992811.8138956,17499865.8631082,17441761.6906448
20-34,Female,HIS,Food_price,USD,9139109.2149056,9431150.30828375,9257261.21455433
20-34,Female,HIS,FL,mrh-eq,578695.287862794,595774.612308021,592344.64522315
20-34,Female,OTH,CED,MJ,9549710.36089972,9152128.4075776,8935796.50454619
20-34,Female,OTH,Food_price,USD,6186853.53374253,5625048.99881354,5645816.00203485
20-34,Female,OTH,FL,mrh-eq,327115.13484668,313115.561674336,306561.048017428
20-34,Male,NHW,CED,MJ,49068158.7037564,48502272.1764787,48955293.3926007
20-34,Male,NHW,Food_price,USD,28098435.3520196,27044680.0232506,27666272.4558488
20-34,Male,NHW,FL,mrh-eq,1612075.48303735,1588007.77290984,1603927.93557894
20-34,Male,NHB,CED,MJ,10673718.7510699,10184575.1416724,10404433.8660713
20-34,Male,NHB,Food_price,USD,6019908.29138718,5811031.96836578,5965100.4120332
20-34,Male,NHB,FL,mrh-eq,349224.616768103,333042.018548703,342305.307200114
20-34,Male,HIS,CED,MJ,16936818.2065638,16838511.3347319,16743876.5249242
20-34,Male,HIS,Food_price,USD,9246525.18515673,8875192.82187359,9226395.95981696
20-34,Male,HIS,FL,mrh-eq,548240.594055517,539487.842724768,541279.462639618
20-34,Male,OTH,CED,MJ,8674650.45463537,8441770.64016959,8715804.80149538
20-34,Male,OTH,Food_price,USD,5249030.27877982,4895451.077246,5333028.62262026
20-34,Male,OTH,FL,mrh-eq,294184.35443869,284799.993502674,296496.632409896
35-44,Female,NHW,CED,MJ,30627962.457971,30431505.1168983,30446369.097836
35-44,Female,NHW,Food_price,USD,16397716.525304,15601506.9176936,16095479.6563126
35-44,Female,NHW,FL,mrh-eq,1033113.87396225,1017060.80762413,1022273.27109353
35-44,Female,NHB,CED,MJ,7333107.72394524,7507889.41778089,7359179.95695569
35-44,Female,NHB,Food_price,USD,3754577.15217178,4074400.02613,3802639.36145734
35-44,Female,NHB,FL,mrh-eq,248506.968730486,254734.421860782,248749.247942046
35-44,Female,HIS,CED,MJ,11471254.8334677,11545641.926673,11179563.7251302
35-44,Female,HIS,Food_price,USD,6467598.36364348,5841244.85573377,5995079.62259855
35-44,Female,HIS,FL,mrh-eq,403739.843419335,399159.354167092,388853.283645981
35-44,Female,OTH,CED,MJ,7125890.39317642,6910244.31074783,7056432.18533625
35-44,Female,OTH,Food_price,USD,3653630.61962054,3637164.33087149,3697857.50447321
35-44,Female,OTH,FL,mrh-eq,259057.321809963,251947.35671614,256285.775039681
35-44,Male,NHW,CED,MJ,30292558.8723783,30888111.3800406,28684620.2162247
35-44,Male,NHW,Food_price,USD,17743747.9768711,17908943.2500918,16427404.0559832
35-44,Male,NHW,FL,mrh-eq,1015595.762357,1027751.96698002,959640.250043422
35-44,Male,NHB,CED,MJ,6009766.33210305,5869709.99622938,5923802.73025013
35-44,Male,NHB,Food_price,USD,3434619.88961698,3333807.81918524,3494833.37643875
35-44,Male,NHB,FL,mrh-eq,197557.315619832,192946.478011877,194978.005708639
35-44,Male,HIS,CED,MJ,10843467.0730978,11191105.9096519,10654224.5586647
35-44,Male,HIS,Food_price,USD,5374994.12965236,5818242.30348949,5614851.11661169
35-44,Male,HIS,FL,mrh-eq,360092.604214634,375122.233810982,357320.257729929
35-44,Male,OTH,CED,MJ,4890192.8648965,4989365.45881595,4954479.51592272
35-44,Male,OTH,Food_price,USD,2199107.72107089,2360459.90850084,2373810.32729788
35-44,Male,OTH,FL,mrh-eq,169793.706449672,176948.330133228,175309.622520985
45-54,Female,NHW,CED,MJ,37436252.9923785,36941155.7904336,34453735.1229096
45-54,Female,NHW,Food_price,USD,20869921.8250401,21453174.1046084,18816207.5146458
45-54,Female,NHW,FL,mrh-eq,1287263.98049454,1278620.76501646,1180253.24999735
45-54,Female,NHB,CED,MJ,5945542.41044372,5747656.15622254,5982264.86830374
45-54,Female,NHB,Food_price,USD,3713961.4582145,3475922.91184548,3681838.58335454
45-54,Female,NHB,FL,mrh-eq,200755.88124186,192500.72087786,201483.575724507
45-54,Female,HIS,CED,MJ,7234510.75248096,7336270.87841843,7197655.19708125
45-54,Female,HIS,Food_price,USD,4041460.28783404,4058122.71946827,3858432.82122364
45-54,Female,HIS,FL,mrh-eq,249931.994998588,253128.286524983,245894.623086039
45-54,Female,OTH,CED,MJ,4609720.48451838,4417663.88284047,4607421.59823577
45-54,Female,OTH,Food_price,USD,2326836.07474799,2286421.37310677,2297599.86408969
45-54,Female,OTH,FL,mrh-eq,158197.419537332,152575.102874423,157787.04163363
45-54,Male,NHW,CED,MJ,29037994.8445698,29620375.5922333,29098906.5541117
45-54,Male,NHW,Food_price,USD,16964762.6926945,16637591.1621264,16424263.0406271
45-54,Male,NHW,FL,mrh-eq,1003914.65680977,1015703.14099053,995470.584635473
45-54,Male,NHB,CED,MJ,5653206.252063,5697417.47834072,5797656.01631552
45-54,Male,NHB,Food_price,USD,2853739.5351466,2824612.48203937,2943364.69692674
45-54,Male,NHB,FL,mrh-eq,194130.898723026,193979.325948451,198914.131406846
45-54,Male,HIS,CED,MJ,7475799.68686749,8127067.86579912,7627519.57164488
45-54,Male,HIS,Food_price,USD,3338125.35169361,3658508.45418837,3302039.57362527
45-54,Male,HIS,FL,mrh-eq,256258.236525884,277463.533695968,260563.372849733
45-54,Male,OTH,CED,MJ,5916658.1922935,6346552.72447242,6181135.24374274
45-54,Male,OTH,Food_price,USD,2253992.18410356,2661884.18219829,2398609.43348405
45-54,Male,OTH,FL,mrh-eq,204588.338410444,222605.761003474,213934.855647875
55-64,Female,NHW,CED,MJ,47411935.1472041,48803963.5880869,47400812.906088
55-64,Female,NHW,Food_price,USD,25906380.5567567,27328492.9585752,26287031.8240671
55-64,Female,NHW,FL,mrh-eq,1625078.37933507,1687404.78180716,1633417.08275867
55-64,Female,NHB,CED,MJ,7691787.72499587,7700589.74127273,7783234.51356447
55-64,Female,NHB,Food_price,USD,5032587.6145062,4903644.07950215,5303441.57950589
55-64,Female,NHB,FL,mrh-eq,268225.136170062,267339.448627071,274382.690050109
55-64,Female,HIS,CED,MJ,7714011.21484449,7365557.23938597,7493882.56320779
55-64,Female,HIS,Food_price,USD,3552354.53795446,3526550.70210938,3340257.75798904
55-64,Female,HIS,FL,mrh-eq,264689.211746605,257908.047398198,257647.963475041
55-64,Female,OTH,CED,MJ,6183763.0437857,5957537.04228065,6243774.63885442
55-64,Female,OTH,Food_price,USD,3539510.44475963,3478980.91299068,3890684.91785107
55-64,Female,OTH,FL,mrh-eq,210316.563245736,203445.658733849,217597.63085218
55-64,Male,NHW,CED,MJ,41538274.0934908,43764846.0976945,42167167.1303118
55-64,Male,NHW,Food_price,USD,22073086.4302679,22786798.4768394,20971401.1574832
55-64,Male,NHW,FL,mrh-eq,1452118.75994502,1526472.64500307,1462400.40156283
55-64,Male,NHB,CED,MJ,5039620.72123987,5095754.93944501,5043043.69071748
55-64,Male,NHB,Food_price,USD,2113947.47907736,2182083.00586773,2211755.53799729
