outcome,outcome_unit,X1,X2,X3
CED,MJ,-289249478.650586,-291080828.181706,-285138686.808
Food_price,USD,-162262126.423479,-162547649.407055,-157803784.290907
FL,mrh-eq,-9351611.73764203,-9437426.59329846,-9191018.95853816
