sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,83454842.7974024,83179791.7627319,82748607.1630528
Female,Food_price,USD,57080086.1146748,57126746.9956342,56469934.5248814
Female,FL,mrh-eq,2932983.07700046,2930947.91807182,2904671.96486899
Male,CED,MJ,76990129.6612457,77884061.9053374,76464409.4737725
Male,Food_price,USD,48031712.133198,48034222.3623351,47141793.8628294
Male,FL,mrh-eq,2633428.60209849,2664026.70580029,2612056.80024045
