outcome,outcome_unit,X1,X2,X3
CED,MJ,-7317896182.42576,-7372290261.90775,-7182058578.76571
Food_price,USD,-7317896182.42576,-7372290261.90775,-7182058578.76571
FL,mrh-eq,-7317896182.42576,-7372290261.90775,-7182058578.76571
