age_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,NHW,CED,MJ,-31885629.9907004,-31370073.2051772,-32858557.6116774
20-34,NHW,Food_price,USD,-17204407.427793,-16637688.2299041,-17639798.8404345
20-34,NHW,FL,mrh-eq,-969544.343285455,-954231.860026033,-995906.93067592
20-34,NHB,CED,MJ,-7665398.81681109,-7125973.84492322,-7589702.06947809
20-34,NHB,Food_price,USD,-5094986.80748433,-4786240.4061388,-4920714.14833101
20-34,NHB,FL,mrh-eq,-239490.86396634,-220498.789024704,-235864.971237414
20-34,HIS,CED,MJ,-10246883.347364,-10555454.4565061,-10426483.1129777
20-34,HIS,Food_price,USD,-5531662.20772846,-5479206.79135821,-5596198.85628633
20-34,HIS,FL,mrh-eq,-313540.639351448,-319479.558951954,-317917.341137213
20-34,OTH,CED,MJ,-5324426.31494263,-4885551.79912669,-4900293.24797011
20-34,OTH,Food_price,USD,-3197661.72210923,-2603479.26302559,-2892946.88311992
20-34,OTH,FL,mrh-eq,-167518.240658131,-151617.787176531,-154328.299399153
35-44,NHW,CED,MJ,-21415995.6739447,-21801794.1404425,-20169776.6378201
35-44,NHW,Food_price,USD,-11878742.389795,-11483550.622527,-10799080.1380298
35-44,NHW,FL,mrh-eq,-686574.307783903,-687328.54364771,-640769.1181941
35-44,NHB,CED,MJ,-4311625.10258515,-4330098.48328494,-4255649.66791757
35-44,NHB,Food_price,USD,-2635621.1321202,-2771889.89549869,-2700626.10843352
35-44,NHB,FL,mrh-eq,-136883.357083961,-137731.852083104,-134628.373731051
35-44,HIS,CED,MJ,-6524943.08568981,-6848480.56875376,-6170820.13592835
35-44,HIS,Food_price,USD,-3256061.8443681,-3144360.26514978,-3089915.01588571
35-44,HIS,FL,mrh-eq,-205315.912351482,-213516.821530989,-192499.140830775
35-44,OTH,CED,MJ,-3557632.98598305,-3448064.41794197,-3540780.55649963
35-44,OTH,Food_price,USD,-1507295.77281062,-1589169.2037832,-1650121.95156943
35-44,OTH,FL,mrh-eq,-114492.137031268,-113511.719886237,-115929.804021316
45-54,NHW,CED,MJ,-23121385.116598,-23183085.5067927,-20990191.3601484
45-54,NHW,Food_price,USD,-12683321.5006405,-12867270.3463029,-10905945.2310857
45-54,NHW,FL,mrh-eq,-745654.472235819,-748059.086630138,-662030.434825642
45-54,NHB,CED,MJ,-3698450.26385405,-3598965.8649245,-3839627.88546697
45-54,NHB,Food_price,USD,-2281670.95363354,-2101471.34316383,-2328909.78185358
45-54,NHB,FL,mrh-eq,-121624.072209835,-115981.890777481,-125969.055634752
45-54,HIS,CED,MJ,-4131919.21991308,-4674439.59197531,-4232664.53899939
45-54,HIS,Food_price,USD,-2102296.88042541,-2324806.98004011,-1956274.52461726
45-54,HIS,FL,mrh-eq,-133889.497871237,-151126.59243089,-134720.205660601
45-54,OTH,CED,MJ,-2780939.4175792,-2924033.16699644,-2967492.69404732
45-54,OTH,Food_price,USD,-1037752.42807614,-1278621.91175841,-1110422.0743139
45-54,OTH,FL,mrh-eq,-85395.7247158542,-93130.3367893911,-91549.6928723136
55-64,NHW,CED,MJ,-30248709.2444956,-32819917.4943955,-30729303.8616361
55-64,NHW,Food_price,USD,-15345213.3396007,-16816171.867475,-14893324.879524
55-64,NHW,FL,mrh-eq,-981836.487424259,-1077531.38794651,-996812.942146563
55-64,NHB,CED,MJ,-4031709.0251365,-4081994.50192801,-4086437.93220542
55-64,NHB,Food_price,USD,-2448895.77270274,-2411512.80998858,-2699968.44313849
55-64,NHB,FL,mrh-eq,-132757.153982391,-133681.561767532,-136989.009534195
55-64,HIS,CED,MJ,-4283928.38260108,-3951298.51166809,-4023500.70044071
55-64,HIS,Food_price,USD,-1667530.82845116,-1620324.90970397,-1371116.85685408
55-64,HIS,FL,mrh-eq,-136046.998894803,-129258.892929915,-125729.763535531
55-64,OTH,CED,MJ,-3020873.61711182,-3257776.25552997,-3179376.27852873
55-64,OTH,Food_price,USD,-1168737.82475196,-1328947.2652239,-1401495.38777839
55-64,OTH,FL,mrh-eq,-94973.4481686817,-105726.413289653,-102408.034210344
65-74,NHW,CED,MJ,-21691997.3588851,-21313262.9739811,-21758222.2104051
65-74,NHW,Food_price,USD,-9356617.4385455,-9686705.5998229,-9681734.43370702
65-74,NHW,FL,mrh-eq,-690273.821161655,-688501.801702638,-698610.657395876
65-74,NHB,CED,MJ,-2219058.33588696,-2195303.04238113,-2190000.71170829
65-74,NHB,Food_price,USD,-1156690.55762455,-1153086.42185368,-1141821.68712665
65-74,NHB,FL,mrh-eq,-73979.3375332693,-73123.8873512873,-72405.6253547763
65-74,HIS,CED,MJ,-1818716.66861263,-1851795.44867064,-1691344.65672444
65-74,HIS,Food_price,USD,-729664.560907164,-744106.358219543,-577340.306158382
65-74,HIS,FL,mrh-eq,-59439.3310333392,-62198.2268060629,-54542.2235139454
65-74,OTH,CED,MJ,-1270908.5639339,-1313594.37702269,-1301550.8874953
65-74,OTH,Food_price,USD,-480052.201149976,-637101.016570527,-539184.526741402
65-74,OTH,FL,mrh-eq,-38954.515589829,-44280.3840083275,-41764.7581353931
75+,NHW,CED,MJ,-17598510.4209196,-16532819.3770838,-16867647.1863994
75+,NHW,Food_price,USD,-7897405.67545111,-7459475.68906493,-7709333.40206293
75+,NHW,FL,mrh-eq,-571886.497528169,-537119.265480141,-550549.442137679
75+,NHB,CED,MJ,-1594185.99897608,-1448997.3792749,-1591013.75682041
75+,NHB,Food_price,USD,-861898.815134372,-859156.271839803,-915377.530486161
75+,NHB,FL,mrh-eq,-52689.9061538672,-49655.5833178382,-53569.1922674634
75+,HIS,CED,MJ,-952513.51670146,-980283.847748527,-1039325.50214312
75+,HIS,Food_price,USD,-433403.766456919,-389796.483822393,-438496.270840577
75+,HIS,FL,mrh-eq,-31875.373269227,-31639.1991535331,-34566.364948883
75+,OTH,CED,MJ,-720819.044634484,-836569.579029451,-838560.289659155
75+,OTH,Food_price,USD,-286218.331367458,-306022.100371154,-325390.628338994
75+,OTH,FL,mrh-eq,-23257.6607864388,-26214.5682453369,-26922.8535553956
