age_gp,sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,added_sugar,CED,MJ,-7260920.18818546,-7347026.3083647,-7308211.213245
20-34,Female,added_sugar,Food_price,USD,-14203012.0799924,-14027772.5005479,-14349961.9823405
20-34,Female,added_sugar,FL,mrh-eq,-320637.63722278,-324984.500078231,-323065.49268602
20-34,Female,oil,CED,MJ,-694942.070449179,-685953.244175294,-667655.75456701
20-34,Female,oil,Food_price,USD,-433355.590279575,-474629.861297977,-494726.582759236
20-34,Female,oil,FL,mrh-eq,-36393.5636561471,-35874.1002558744,-34951.4706564252
20-34,Female,sat_fat,CED,MJ,-21325755.6735192,-21002109.6829779,-22324626.4149361
20-34,Female,sat_fat,Food_price,USD,-2694677.97631233,-2613345.77895372,-2776442.2491804
20-34,Female,sat_fat,FL,mrh-eq,-562082.898479299,-553893.856296061,-588391.885134652
20-34,Male,added_sugar,CED,MJ,-6284281.12540223,-5428107.5752246,-6025270.83005483
20-34,Male,added_sugar,Food_price,USD,-11784201.4395522,-10411499.2100468,-11471808.1939269
20-34,Male,added_sugar,FL,mrh-eq,-250974.702808182,-216515.781176138,-240380.563796509
20-34,Male,oil,CED,MJ,527364.47842063,663609.714348316,517354.08727246
20-34,Male,oil,Food_price,USD,361812.129416029,358209.071746564,293804.655046117
20-34,Male,oil,FL,mrh-eq,27267.5217380642,34320.9898550435,26880.1582741524
20-34,Male,sat_fat,CED,MJ,-20083803.8906827,-20137466.209339,-19966625.9165728
20-34,Male,sat_fat,Food_price,USD,-2275283.20839452,-2337576.41132686,-2250524.37501086
20-34,Male,sat_fat,FL,mrh-eq,-547272.806833031,-548880.747227961,-544108.288450247
35-44,Female,added_sugar,CED,MJ,-5185495.0929176,-4683746.76091081,-4841509.50215277
35-44,Female,added_sugar,Food_price,USD,-8594844.73062233,-7805981.73382635,-8163962.52440338
35-44,Female,added_sugar,FL,mrh-eq,-244413.77340409,-220011.57254824,-227593.339965388
35-44,Female,oil,CED,MJ,-483547.270975952,-496739.171633185,-383856.550395856
35-44,Female,oil,Food_price,USD,-200655.955727272,-198637.469268539,-163689.671984913
35-44,Female,oil,FL,mrh-eq,-23806.0460072281,-23751.6576677313,-18704.1778731331
