sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,-40460644.7548008,-40185593.7201304,-39754409.1204513
Female,Food_price,USD,-29277908.435864,-29324569.3168234,-28667756.8460706
Female,FL,mrh-eq,-1395031.56517365,-1392996.40624502,-1366720.45304218
Male,CED,MJ,-34671674.3819245,-35565606.6260162,-34145954.1944513
Male,Food_price,USD,-22740407.8084873,-22742918.0376244,-21850489.5381187
Male,FL,mrh-eq,-1148686.07239772,-1179284.17609952,-1127314.27053968
