sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,42994198.0426015,42994198.0426015,42994198.0426015
Female,Food_price,USD,27802177.6788109,27802177.6788109,27802177.6788109
Female,FL,mrh-eq,1537951.51182681,1537951.51182681,1537951.51182681
Male,CED,MJ,42318455.2793211,42318455.2793211,42318455.2793211
Male,Food_price,USD,25291304.3247107,25291304.3247107,25291304.3247107
Male,FL,mrh-eq,1484742.52970077,1484742.52970077,1484742.52970077
