age_gp,sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,NHW,CED,MJ,37093159.0719478,36925978.2765518,38091742.2564025
20-34,Female,NHW,Food_price,USD,21260234.5341528,21368917.4549823,21956464.1610269
20-34,Female,NHW,FL,mrh-eq,1238843.04522151,1238418.38140719,1268886.5287779
20-34,Female,NHB,CED,MJ,9183033.23431331,9008994.11673746,9311131.97787696
20-34,Female,NHB,Food_price,USD,5740341.14190379,5574078.4070838,5605949.00179835
20-34,Female,NHB,FL,mrh-eq,304439.146333814,297535.920459572,306012.297074916
20-34,Female,HIS,CED,MJ,12745285.861625,13116678.2479948,13081266.5376108
20-34,Female,HIS,Food_price,USD,6460808.06287848,6661573.37095159,6547989.72812982
20-34,Female,HIS,FL,mrh-eq,432695.78187473,445050.765611641,442810.688195963
20-34,Female,OTH,CED,MJ,7244062.0538643,6967360.88383049,6800274.90045442
20-34,Female,OTH,Food_price,USD,4357807.47619004,3999324.47632279,3998873.49186582
20-34,Female,OTH,FL,mrh-eq,246411.270338429,237022.533562013,231974.478838573
20-34,Male,NHW,CED,MJ,36866957.2222428,36518581.2321156,36841301.658765
20-34,Male,NHW,Food_price,USD,19669216.0990692,18993813.9803509,19408377.8848366
20-34,Male,NHW,FL,mrh-eq,1209381.90967787,1194494.09023276,1205701.01351194
20-34,Male,NHB,CED,MJ,7953182.26793788,7587796.41362583,7749386.7770412
20-34,Male,NHB,Food_price,USD,4120575.40686472,3978091.74033918,4080694.88781685
20-34,Male,NHB,FL,mrh-eq,259887.175088036,247798.326020642,254688.131618008
20-34,Male,HIS,CED,MJ,12660156.5364796,12597335.2592519,12503775.6261075
20-34,Male,HIS,Food_price,USD,6399374.42300139,6146153.69855802,6376729.40630791
20-34,Male,HIS,FL,mrh-eq,410909.961183802,404493.897047397,405171.756648334
20-34,Male,OTH,CED,MJ,6486663.44323528,6324490.09745318,6506317.52967265
20-34,Male,OTH,Food_price,USD,3703553.18534357,3467853.72612717,3757772.33067848
20-34,Male,OTH,FL,mrh-eq,219827.96752524,213316.250820056,221074.817766117
35-44,Female,NHW,CED,MJ,23240161.4810424,23173724.7472836,23134564.5179497
35-44,Female,NHW,Food_price,USD,11468995.693378,10959314.7002251,11271895.7208282
35-44,Female,NHW,FL,mrh-eq,775758.831189307,767317.513967855,768994.791482665
35-44,Female,NHB,CED,MJ,5510215.16653847,5629121.87166633,5522458.29802391
35-44,Female,NHB,Food_price,USD,2539416.97377274,2751274.75763528,2572113.07217074
35-44,Female,NHB,FL,mrh-eq,185924.34446841,190050.511194201,185756.241583123
35-44,Female,HIS,CED,MJ,8650779.80217776,8733759.3773173,8446137.69940219
35-44,Female,HIS,Food_price,USD,4531516.13661769,4120532.80324133,4209742.54159065
35-44,Female,HIS,FL,mrh-eq,301518.528867518,299257.144193457,291048.398138918
35-44,Female,OTH,CED,MJ,5396760.40676973,5220417.46388409,5345281.96555894
35-44,Female,OTH,Food_price,USD,2613403.20357157,2586876.29451309,2640122.7230894
35-44,Female,OTH,FL,mrh-eq,194499.047654479,188503.823230476,192468.53074038
35-44,Male,NHW,CED,MJ,22494776.7229715,22947011.923228,21354154.6499395
35-44,Male,NHW,Food_price,USD,12269610.5539485,12384099.7798334,11387048.2747332
35-44,Male,NHW,FL,mrh-eq,750815.293702446,760010.846787704,711774.143819287
35-44,Male,NHB,CED,MJ,4458721.43545616,4358288.11102809,4390502.86930314
35-44,Male,NHB,Food_price,USD,2376921.91328717,2301332.89280311,2409230.79120249
35-44,Male,NHB,FL,mrh-eq,146611.281618745,143333.609892096,144524.401151121
35-44,Male,HIS,CED,MJ,8050736.10781735,8291294.01574176,7901255.26083146
35-44,Male,HIS,Food_price,USD,3763871.85497858,4063153.6091366,3919498.62152321
35-44,Male,HIS,FL,mrh-eq,266974.914193699,277437.208047266,264628.273401592
35-44,Male,OTH,CED,MJ,3708461.47004701,3775235.84489158,3743087.48177439
35-44,Male,OTH,Food_price,USD,1565801.65174407,1674201.99177512,1681908.31098505
35-44,Male,OTH,FL,mrh-eq,128273.810142369,133288.617421342,131741.994046517
45-54,Female,NHW,CED,MJ,28232181.7073791,27840231.6382667,26034695.4639447
45-54,Female,NHW,Food_price,USD,14689193.5933592,15084514.23487,13273210.0682863
45-54,Female,NHW,FL,mrh-eq,965144.841018044,958165.644480782,887142.387562128
45-54,Female,NHB,CED,MJ,4467818.25105353,4324688.74044293,4501877.73401688
