race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
NHW,added_sugar,CED,MJ,-52723894.6624669,-53410864.25007,-49943894.7969788
NHW,added_sugar,Food_price,USD,-92685315.7909629,-93062404.1925384,-88645205.88107
NHW,added_sugar,FL,mrh-eq,-2450054.96035699,-2485961.81522291,-2329751.42657462
NHW,oil,CED,MJ,-1043248.68115029,-1261902.09304872,-1056125.14290947
NHW,oil,Food_price,USD,-767997.740588838,-1183325.5713564,-880887.324846511
NHW,oil,FL,mrh-eq,-53486.7622262529,-64694.152802469,-52145.9523736542
NHW,sat_fat,CED,MJ,-142881520.055696,-143504344.751449,-141922806.955257
NHW,sat_fat,Food_price,USD,-15940491.749492,-15933683.8786719,-15741551.3322929
NHW,sat_fat,FL,mrh-eq,-3863011.95171711,-3883088.84391477,-3837342.90043216
NHB,added_sugar,CED,MJ,-11389445.2774932,-11021329.2136328,-11581490.3806542
NHB,added_sugar,Food_price,USD,-18717855.0940161,-18360957.7124015,-19058389.9637698
NHB,added_sugar,FL,mrh-eq,-479726.875544673,-465489.727638584,-488453.049624599
NHB,oil,CED,MJ,-664367.089907233,-440525.493953034,-626555.285503806
NHB,oil,Food_price,USD,-440077.197806323,-292322.252701607,-460268.040432024
NHB,oil,FL,mrh-eq,-33125.0830003789,-22040.7584428216,-31024.9863054929
NHB,sat_fat,CED,MJ,-20140319.1539643,-19739681.4826539,-20047640.6166191
NHB,sat_fat,Food_price,USD,-2243544.31282722,-2196010.61222696,-2222337.7280712
NHB,sat_fat,FL,mrh-eq,-538215.987410719,-527729.488604052,-535309.740020081
HIS,added_sugar,CED,MJ,-11131939.8842084,-11397350.176918,-10642839.2791436
HIS,added_sugar,Food_price,USD,-17558827.359463,-17402262.1355221,-16649572.2530512
HIS,added_sugar,FL,mrh-eq,-499255.57944235,-511292.893868079,-474140.236754956
HIS,oil,CED,MJ,657674.805514576,717113.458143859,766498.890032347
HIS,oil,Food_price,USD,469773.153603565,448213.361229554,552913.966200648
HIS,oil,FL,mrh-eq,33711.7289339323,36529.6948531333,39054.5598531498
HIS,sat_fat,CED,MJ,-27638818.2485253,-28665226.8851755,-27689937.2501322
HIS,sat_fat,Food_price,USD,-3240342.02382674,-3330414.83395402,-3216699.12692474
HIS,sat_fat,FL,mrh-eq,-755298.716139512,-783708.012426802,-756553.947217497
OTH,added_sugar,CED,MJ,-5096182.95576819,-5501254.29988084,-5352483.47738856
OTH,added_sugar,Food_price,USD,-8623329.27680987,-8721814.22247996,-8897429.1989163
OTH,added_sugar,FL,mrh-eq,-246121.585822832,-271089.623190364,-258910.551853545
OTH,oil,CED,MJ,-245464.275963021,-265757.717098269,-368419.814213989
OTH,oil,Food_price,USD,-220745.928679442,-261555.971216256,-295280.355238569
OTH,oil,FL,mrh-eq,-13050.7418421193,-13651.802014611,-19478.287428198
OTH,sat_fat,CED,MJ,-16951953.1709578,-16589705.2759693,-16672992.699231
OTH,sat_fat,Food_price,USD,-2293373.10261047,-2251111.38521518,-2289077.05249452
OTH,sat_fat,FL,mrh-eq,-453975.223073039,-445209.170026146,-446962.439806504
