age_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,NHW,CED,MJ,54969868.7505994,54969868.7505994,54969868.7505994
20-34,NHW,Food_price,USD,33083668.82123,33083668.82123,33083668.82123
20-34,NHW,FL,mrh-eq,1929019.22543537,1929019.22543537,1929019.22543537
20-34,NHB,CED,MJ,12434000.462072,12434000.462072,12434000.462072
20-34,NHB,Food_price,USD,6699272.70833388,6699272.70833388,6699272.70833388
20-34,NHB,FL,mrh-eq,424508.28338683,424508.28338683,424508.28338683
20-34,HIS,CED,MJ,19960231.5828792,19960231.5828792,19960231.5828792
20-34,HIS,Food_price,USD,10207001.6360874,10207001.6360874,10207001.6360874
20-34,HIS,FL,mrh-eq,693992.89281811,693992.89281811,693992.89281811
20-34,OTH,CED,MJ,11021844.5289903,11021844.5289903,11021844.5289903
20-34,OTH,Food_price,USD,6721239.93501643,6721239.93501643,6721239.93501643
20-34,OTH,FL,mrh-eq,390980.226199676,390980.226199676,390980.226199676
35-44,NHW,CED,MJ,31901209.9603258,31901209.9603258,31901209.9603258
35-44,NHW,Food_price,USD,16609504.1177044,16609504.1177044,16609504.1177044
35-44,NHW,FL,mrh-eq,1103261.05173513,1103261.05173513,1103261.05173513
35-44,NHB,CED,MJ,7433177.55235751,7433177.55235751,7433177.55235751
35-44,NHB,Food_price,USD,3266825.06709058,3266825.06709058,3266825.06709058
35-44,NHB,FL,mrh-eq,256028.29466391,256028.29466391,256028.29466391
35-44,HIS,CED,MJ,13397381.3513023,13397381.3513023,13397381.3513023
35-44,HIS,Food_price,USD,6973967.2319993,6973967.2319993,6973967.2319993
35-44,HIS,FL,mrh-eq,477550.613165369,477550.613165369,477550.613165369
35-44,OTH,CED,MJ,7248196.6287018,7248196.6287018,7248196.6287018
35-44,OTH,Food_price,USD,3666084.89326623,3666084.89326623,3666084.89326623
35-44,OTH,FL,mrh-eq,272394.416930909,272394.416930909,272394.416930909
45-54,NHW,CED,MJ,35148171.2769203,35148171.2769203,35148171.2769203
45-54,NHW,Food_price,USD,19094753.4840893,19094753.4840893,19094753.4840893
45-54,NHW,FL,mrh-eq,1264224.03057269,1264224.03057269,1264224.03057269
45-54,NHB,CED,MJ,6522704.87029192,6522704.87029192,6522704.87029192
45-54,NHB,Food_price,USD,3207080.26910273,3207080.26910273,3207080.26910273
45-54,NHB,FL,mrh-eq,225646.520001155,225646.520001155,225646.520001155
45-54,HIS,CED,MJ,9045331.97568772,9045331.97568772,9045331.97568772
45-54,HIS,Food_price,USD,4273340.92803224,4273340.92803224,4273340.92803224
45-54,HIS,FL,mrh-eq,319101.352144918,319101.352144918,319101.352144918
45-54,OTH,CED,MJ,6866920.1045517,6866920.1045517,6866920.1045517
45-54,OTH,Food_price,USD,3104504.56526968,3104504.56526968,3104504.56526968
45-54,OTH,FL,mrh-eq,248495.057420709,248495.057420709,248495.057420709
55-64,NHW,CED,MJ,47940991.7916657,47940991.7916657,47940991.7916657
55-64,NHW,Food_price,USD,25363859.9891707,25363859.9891707,25363859.9891707
55-64,NHW,FL,mrh-eq,1724081.73249117,1724081.73249117,1724081.73249117
55-64,NHB,CED,MJ,7173722.74196103,7173722.74196103,7173722.74196103
55-64,NHB,Food_price,USD,3529067.93168129,3529067.93168129,3529067.93168129
55-64,NHB,FL,mrh-eq,250519.406741145,250519.406741145,250519.406741145
55-64,HIS,CED,MJ,8413690.7816247,8413690.7816247,8413690.7816247
55-64,HIS,Food_price,USD,3962353.08809392,3962353.08809392,3962353.08809392
55-64,HIS,FL,mrh-eq,302237.297756376,302237.297756376,302237.297756376
55-64,OTH,CED,MJ,6861380.21979009,6861380.21979009,6861380.21979009
55-64,OTH,Food_price,USD,4099058.8720275,4099058.8720275,4099058.8720275
55-64,OTH,FL,mrh-eq,252581.872003721,252581.872003721,252581.872003721
65-74,NHW,CED,MJ,32619716.9998048,32619716.9998048,32619716.9998048
65-74,NHW,Food_price,USD,17657008.9580623,17657008.9580623,17657008.9580623
65-74,NHW,FL,mrh-eq,1152393.21415042,1152393.21415042,1152393.21415042
65-74,NHB,CED,MJ,3511825.67800287,3511825.67800287,3511825.67800287
65-74,NHB,Food_price,USD,1560985.5906815,1560985.5906815,1560985.5906815
65-74,NHB,FL,mrh-eq,123616.299198056,123616.299198056,123616.299198056
65-74,HIS,CED,MJ,4012284.7907126,4012284.7907126,4012284.7907126
65-74,HIS,Food_price,USD,1998737.64768746,1998737.64768746,1998737.64768746
65-74,HIS,FL,mrh-eq,144489.387073121,144489.387073121,144489.387073121
65-74,OTH,CED,MJ,2971213.36245904,2971213.36245904,2971213.36245904
65-74,OTH,Food_price,USD,1512656.21914849,1512656.21914849,1512656.21914849
65-74,OTH,FL,mrh-eq,109450.690475265,109450.690475265,109450.690475265
75+,NHW,CED,MJ,23469964.0662671,23469964.0662671,23469964.0662671
75+,NHW,Food_price,USD,12681114.0116123,12681114.0116123,12681114.0116123
75+,NHW,FL,mrh-eq,837508.206510878,837508.206510878,837508.206510878
75+,NHB,CED,MJ,2644986.32151004,2644986.32151004,2644986.32151004
75+,NHB,Food_price,USD,1297348.16557638,1297348.16557638,1297348.16557638
75+,NHB,FL,mrh-eq,91915.9682194648,91915.9682194648,91915.9682194648
75+,HIS,CED,MJ,1890977.58841744,1890977.58841744,1890977.58841744
75+,HIS,Food_price,USD,864454.732467823,864454.732467823,864454.732467823
75+,HIS,FL,mrh-eq,66709.5993347826,66709.5993347826,66709.5993347826
75+,OTH,CED,MJ,1896981.37192331,1896981.37192331,1896981.37192331
75+,OTH,Food_price,USD,679222.763917463,679222.763917463,679222.763917463
75+,OTH,FL,mrh-eq,70141.9029181279,70141.9029181279,70141.9029181279
