outcome,outcome_unit,X1,X2,X3
CED,MJ,160444972.458648,161063853.668069,159213016.636825
Food_price,USD,105111798.247873,105160969.357969,103611728.387711
FL,mrh-eq,5566411.67909895,5594974.62387211,5516728.76510943
