sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,-159559585.650232,-157995700.329191,-157096085.51762
Female,Food_price,USD,-92239331.759991,-92358275.7441695,-90369955.210148
Female,FL,mrh-eq,-5223245.00386351,-5199238.4013851,-5127384.50350902
Male,CED,MJ,-129689893.000354,-133085127.852515,-128042601.290379
Male,Food_price,USD,-70022794.6634884,-70189373.6628852,-67433829.0807591
Male,FL,mrh-eq,-4128366.73377854,-4238188.19191337,-4063634.45502914
