age_gp,sex_gp,race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,NHW,added_sugar,CED,MJ,-5536304.52316377,-5882292.65413376,-5870159.17394423
20-34,Female,NHW,added_sugar,Food_price,USD,-11897791.0087517,-12216484.7060699,-12744209.4574535
20-34,Female,NHW,added_sugar,FL,mrh-eq,-254739.182059529,-270658.959072668,-270100.667380786
20-34,Female,NHW,oil,CED,MJ,-409386.199153781,-381186.268215845,-391912.055353412
20-34,Female,NHW,oil,Food_price,USD,-244565.191310222,-233092.657326843,-322381.705385042
20-34,Female,NHW,oil,FL,mrh-eq,-21824.7566274506,-20321.3922470598,-20893.1938720269
20-34,Female,NHW,sat_fat,CED,MJ,-16323068.8235164,-15846489.0068556,-17335080.4193498
20-34,Female,NHW,sat_fat,Food_price,USD,-1973365.44439376,-1854602.11703634,-2063384.19820255
20-34,Female,NHW,sat_fat,FL,mrh-eq,-425449.206334325,-413027.49158537,-451826.570474834
20-34,Female,NHB,added_sugar,CED,MJ,-2073931.70784405,-1938370.26723935,-2008339.02737526
20-34,Female,NHB,added_sugar,Food_price,USD,-3815833.71032068,-3634711.84362424,-3665792.90462691
20-34,Female,NHB,added_sugar,FL,mrh-eq,-81521.9034939929,-76193.2677261494,-78943.5928645423
20-34,Female,NHB,oil,CED,MJ,-268003.703551428,-212752.571458309,-210561.490282562
20-34,Female,NHB,oil,Food_price,USD,-205618.416106886,-157195.186972519,-149682.248018234
20-34,Female,NHB,oil,FL,mrh-eq,-13806.3017401419,-10960.020919938,-10847.146629588
20-34,Female,NHB,sat_fat,CED,MJ,-3422102.796717,-3372696.54606088,-3705575.06727508
20-34,Female,NHB,sat_fat,Food_price,USD,-387425.614488362,-379609.703462743,-402337.785504171
20-34,Female,NHB,sat_fat,FL,mrh-eq,-89662.681668268,-88368.1860940111,-97089.9524040313
20-34,Female,HIS,added_sugar,CED,MJ,-2168554.59642017,-2343662.81526116,-2247511.5842655
20-34,Female,HIS,added_sugar,Food_price,USD,-3378813.34252349,-3613252.20635998,-3429462.7683536
20-34,Female,HIS,added_sugar,FL,mrh-eq,-93999.3555970348,-101589.692385405,-97421.8684494183
20-34,Female,HIS,oil,CED,MJ,-64658.5132048254,-81236.7543272536,-68709.4078875922
20-34,Female,HIS,oil,Food_price,USD,-15573.231641205,-35072.220246034,-43813.0523623562
20-34,Female,HIS,oil,FL,mrh-eq,-3337.50575192434,-4193.23181737868,-3546.60249161189
20-34,Female,HIS,sat_fat,CED,MJ,-4979357.14779316,-5294724.7370424,-5345299.14201432
20-34,Female,HIS,sat_fat,Food_price,USD,-770154.097535794,-808257.338472633,-809416.850633263
20-34,Female,HIS,sat_fat,FL,mrh-eq,-136311.067717058,-144944.329308461,-146328.815485343
20-34,Female,OTH,added_sugar,CED,MJ,-1183614.9041511,-927727.195723929,-907595.876391477
20-34,Female,OTH,added_sugar,Food_price,USD,-2350290.72229511,-1713397.8468017,-1824627.78964602
20-34,Female,OTH,added_sugar,FL,mrh-eq,-53810.3245673502,-42176.9794692358,-41261.755418365
20-34,Female,OTH,oil,CED,MJ,-90711.8964090268,-146856.320701093,-128926.453816618
20-34,Female,OTH,oil,Food_price,USD,-53480.0810025961,-143380.61474879,-77020.5796066865
20-34,Female,OTH,oil,FL,mrh-eq,-4642.88751063872,-7516.51552037899,-6598.81499463999
20-34,Female,OTH,sat_fat,CED,MJ,-2683816.21794704,-2485977.54876001,-2307706.83194554
20-34,Female,OTH,sat_fat,Food_price,USD,-334799.74223549,-319987.549053715,-295884.644572812
20-34,Female,OTH,sat_fat,FL,mrh-eq,-71082.2145926049,-65842.3585086348,-61120.7694283373
20-34,Male,NHW,added_sugar,CED,MJ,-5038241.20657695,-4272251.64271239,-4513043.21706886
20-34,Male,NHW,added_sugar,Food_price,USD,-9705291.95237062,-8494787.06477813,-9112751.14989643
20-34,Male,NHW,added_sugar,FL,mrh-eq,-206680.108602006,-175257.475235254,-185135.293048636
20-34,Male,NHW,oil,CED,MJ,371083.820661009,291749.341495547,280679.222932483
20-34,Male,NHW,oil,Food_price,USD,285629.889545586,199309.508240262,161927.220468001
20-34,Male,NHW,oil,FL,mrh-eq,19028.5001858069,14960.3730741161,14392.717624307
20-34,Male,NHW,sat_fat,CED,MJ,-15771219.9209243,-15891988.4783458,-16093148.0015481
20-34,Male,NHW,sat_fat,Food_price,USD,-1808445.62439515,-1878874.80191324,-1845120.86162095
20-34,Male,NHW,sat_fat,FL,mrh-eq,-429224.176140489,-432510.972268042,-437985.661673952
20-34,Male,NHB,added_sugar,CED,MJ,-1617359.49659424,-1491259.40396649,-1611500.32569132
20-34,Male,NHB,added_sugar,Food_price,USD,-2843497.80509989,-2669067.31276886,-2820510.53222047
20-34,Male,NHB,added_sugar,FL,mrh-eq,-63067.1416953851,-58150.008289793,-62838.6698174077
20-34,Male,NHB,oil,CED,MJ,18744.5996560022,85297.9769424093,1039.86906072009
20-34,Male,NHB,oil,Food_price,USD,526.951624022049,11009.6523769723,5737.99575036472
20-34,Male,NHB,oil,FL,mrh-eq,925.748893118507,4212.65373434626,51.356531994085
20-34,Male,NHB,sat_fat,CED,MJ,-3098484.75838162,-2801994.61889831,-2817354.31369068
20-34,Male,NHB,sat_fat,Food_price,USD,-286488.429015988,-262525.299078567,-259878.866667772
20-34,Male,NHB,sat_fat,FL,mrh-eq,-83380.332688141,-75401.7727155611,-75815.1026370052
20-34,Male,HIS,added_sugar,CED,MJ,-1937166.42808647,-1703261.7269714,-1970900.62761754
20-34,Male,HIS,added_sugar,Food_price,USD,-3563105.50398068,-3228277.14619283,-3613148.92942328
20-34,Male,HIS,added_sugar,FL,mrh-eq,-70854.2629976316,-62298.9086569305,-72088.13315506
20-34,Male,HIS,oil,CED,MJ,178655.502127064,337221.089855749,257044.246171362
20-34,Male,HIS,oil,Food_price,USD,102585.360780366,159196.507655498,132201.550810565
20-34,Male,HIS,oil,FL,mrh-eq,9359.8243597093,17667.1310643134,13466.6381286522
20-34,Male,HIS,sat_fat,CED,MJ,-4998317.25420257,-5292480.67121449,-4850030.11707628
20-34,Male,HIS,sat_fat,Food_price,USD,-553571.949074134,-573679.090453971,-513015.488321972
20-34,Male,HIS,sat_fat,FL,mrh-eq,-137800.621396261,-145910.531110817,-133712.433591877
20-34,Male,OTH,added_sugar,CED,MJ,-901802.432933503,-734448.258990658,-1007804.31706833
20-34,Male,OTH,added_sugar,Food_price,USD,-1691953.93818172,-1338361.09914366,-1785544.97316471
20-34,Male,OTH,added_sugar,FL,mrh-eq,-38561.9911010418,-31405.7560648229,-43094.7396980978
20-34,Male,OTH,oil,CED,MJ,62224.0913275663,79434.1082670312,79854.5446965777
20-34,Male,OTH,oil,Food_price,USD,43957.7750315212,58837.8129065235,51458.5060656927
20-34,Male,OTH,oil,FL,mrh-eq,3296.57591382909,4208.34699973479,4230.62134038596
20-34,Male,OTH,sat_fat,CED,MJ,-2404794.9264317,-2356479.30284824,-2357577.8425259
20-34,Male,OTH,sat_fat,Food_price,USD,-328077.168822518,-342970.844201774,-325985.208714153
20-34,Male,OTH,sat_fat,FL,mrh-eq,-65518.421227887,-64202.0664139957,-64231.9960285944
35-44,Female,NHW,added_sugar,CED,MJ,-4135203.35604,-3457954.0025516,-3831655.40494045
35-44,Female,NHW,added_sugar,Food_price,USD,-7031749.9831788,-6119225.00884194,-6716372.75492996
35-44,Female,NHW,added_sugar,FL,mrh-eq,-193882.913703694,-162129.438323461,-179650.781413996
35-44,Female,NHW,oil,CED,MJ,-393214.278398156,-531820.34974934,-400611.797426873
35-44,Female,NHW,oil,Food_price,USD,-203212.563822883,-279462.05595305,-232249.099409357
35-44,Female,NHW,oil,FL,mrh-eq,-18797.8114431463,-25423.9461927513,-19151.4536567897
35-44,Female,NHW,sat_fat,CED,MJ,-10319632.8669095,-10661818.8079739,-10434189.9388453
35-44,Female,NHW,sat_fat,Food_price,USD,-1226218.49263864,-1266284.36723501,-1210322.31630967
