age_gp,sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,NHW,CED,MJ,-5485436.0289108,-5493825.2076781,-5815244.94726962
20-34,Female,NHW,Food_price,USD,-4483336.82130169,-4563111.73644964,-4801360.9110129
20-34,Female,NHW,FL,mrh-eq,-182081.089910095,-184500.4516082,-192844.893060044
20-34,Female,NHB,CED,MJ,-1519558.40100193,-1453378.69522382,-1551897.03425868
20-34,Female,NHB,Food_price,USD,-1414086.46159652,-1342988.1895601,-1357413.79893536
20-34,Female,NHB,FL,mrh-eq,-50140.0067049915,-47573.8204169297,-50456.6609596488
20-34,Female,HIS,CED,MJ,-1908031.21484936,-2043692.87769228,-2021000.41561285
20-34,Female,HIS,Food_price,USD,-1323165.17249134,-1414440.95779638,-1354135.50688871
20-34,Female,HIS,FL,mrh-eq,-64181.8969525894,-68906.2376609058,-67716.3479917118
20-34,Female,OTH,CED,MJ,-1008867.45295581,-887986.669667508,-838740.750012165
20-34,Female,OTH,Food_price,USD,-876076.50063147,-672754.965569731,-693972.953248015
20-34,Female,OTH,FL,mrh-eq,-34670.2947344175,-30059.4583384891,-28552.9994050214
20-34,Male,NHW,CED,MJ,-5336070.83306298,-5118560.29591248,-5248861.08538496
20-34,Male,NHW,Food_price,USD,-3656085.08258125,-3277731.87253042,-3484760.40064306
20-34,Male,NHW,FL,mrh-eq,-167263.496382444,-158083.605700044,-162796.845089963
20-34,Male,NHB,CED,MJ,-1276180.64561931,-1152422.89053388,-1210691.25151743
20-34,Male,NHB,Food_price,USD,-1029263.75432693,-962871.097831073,-1014336.39402083
20-34,Male,NHB,FL,mrh-eq,-40881.7417214792,-36787.992569473,-39161.4756235177
20-34,Male,HIS,CED,MJ,-1814483.87536675,-1778998.28076258,-1777923.10409936
20-34,Male,HIS,Food_price,USD,-1323805.38375515,-1205693.74491537,-1326321.17510886
20-34,Male,HIS,FL,mrh-eq,-55220.4527961626,-52883.7656018191,-53997.5259157319
20-34,Male,OTH,CED,MJ,-869222.518646365,-798516.049962704,-890722.779069012
20-34,Male,OTH,Food_price,USD,-640905.654765213,-523025.912447794,-670684.853270749
20-34,Male,OTH,FL,mrh-eq,-28130.7276931452,-25258.0834623136,-29196.1554234741
35-44,Female,NHW,CED,MJ,-3737889.13789139,-3607868.53057742,-3661892.74084904
35-44,Female,NHW,Food_price,USD,-2678807.4925792,-2392278.87812174,-2573670.59613768
35-44,Female,NHW,FL,mrh-eq,-128963.822192452,-121352.073075787,-124887.259030384
35-44,Female,NHB,CED,MJ,-874703.531212318,-930578.519920131,-888532.632737333
35-44,Female,NHB,Food_price,USD,-719587.579410631,-827552.66950632,-734953.690298189
35-44,Female,NHB,FL,mrh-eq,-30094.3793739523,-32195.6657784564,-30504.7614707986
35-44,Female,HIS,CED,MJ,-1225977.92176107,-1217385.43982686,-1138928.91619917
35-44,Female,HIS,Food_price,USD,-961504.76803682,-746134.593503476,-810759.622018931
35-44,Female,HIS,FL,mrh-eq,-44239.8247781744,-41920.7201999913,-39823.3957334202
35-44,Female,OTH,CED,MJ,-804879.183613537,-765576.044070591,-786899.416984167
35-44,Female,OTH,Food_price,USD,-508405.472885923,-518466.093195359,-525912.838220759
35-44,Female,OTH,FL,mrh-eq,-29746.1515169031,-28631.4108470828,-29005.1216607198
35-44,Male,NHW,CED,MJ,-3865426.55818751,-4008743.86559313,-3398109.97506574
35-44,Male,NHW,Food_price,USD,-2974410.50209648,-3025116.54943226,-2540628.8604239
35-44,Male,NHW,FL,mrh-eq,-129910.454607757,-132871.106145519,-112996.092177338
35-44,Male,NHB,CED,MJ,-723367.869893304,-683744.858447704,-705622.834193401
35-44,Male,NHB,Food_price,USD,-567163.263167353,-541940.213219663,-595067.872073806
35-44,Male,NHB,FL,mrh-eq,-23058.2532284942,-21725.087347188,-22565.8237849251
35-44,Male,HIS,CED,MJ,-1166419.54781236,-1273500.47644204,-1126657.88036516
35-44,Male,HIS,Food_price,USD,-651058.64889161,-795025.068570707,-735288.869306302
35-44,Male,HIS,FL,mrh-eq,-36726.097338944,-41293.4330817248,-36300.3916463464
35-44,Male,OTH,CED,MJ,-405374.459774536,-437772.67884942,-435035.099073378
35-44,Male,OTH,Food_price,USD,-170952.20172865,-223904.049127546,-229548.148714662
