age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,11185355.3292787,11185355.3292787,11185355.3292787
20-34,Female,Food_price,USD,7956870.81874268,7956870.81874268,7956870.81874268
20-34,Female,FL,mrh-eq,393976.841626459,393976.841626459,393976.841626459
20-34,Male,CED,MJ,12090428.7734345,12090428.7734345,12090428.7734345
20-34,Male,Food_price,USD,8071120.11763599,8071120.11763599,8071120.11763599
20-34,Male,FL,mrh-eq,412221.616231483,412221.616231483,412221.616231483
35-44,Female,CED,MJ,7116848.77755362,7116848.77755362,7116848.77755362
35-44,Female,Food_price,USD,4251885.34048718,4251885.34048718,4251885.34048718
35-44,Female,FL,mrh-eq,253673.077880835,253673.077880835,253673.077880835
35-44,Male,CED,MJ,7162700.97051605,7162700.97051605,7162700.97051605
35-44,Male,Food_price,USD,4412679.12736891,4412679.12736891,4412679.12736891
35-44,Male,FL,mrh-eq,248450.961028127,248450.961028127,248450.961028127
45-54,Female,CED,MJ,6813287.16805752,6813287.16805752,6813287.16805752
45-54,Female,Food_price,USD,4190783.70622504,4190783.70622504,4190783.70622504
45-54,Female,FL,mrh-eq,242833.513753141,242833.513753141,242833.513753141
45-54,Male,CED,MJ,6840195.63165251,6840195.63165251,6840195.63165251
45-54,Male,Food_price,USD,3956934.09510954,3956934.09510954,3956934.09510954
45-54,Male,FL,mrh-eq,243245.590557681,243245.590557681,243245.590557681
55-64,Female,CED,MJ,8601365.57150459,8601365.57150459,8601365.57150459
55-64,Female,Food_price,USD,5547581.94489789,5547581.94489789,5547581.94489789
55-64,Female,FL,mrh-eq,309814.28504578,309814.28504578,309814.28504578
55-64,Male,CED,MJ,8314926.9493887,8314926.9493887,8314926.9493887
55-64,Male,Food_price,USD,4440618.37403569,4440618.37403569,4440618.37403569
55-64,Male,FL,mrh-eq,297184.585903695,297184.585903695,297184.585903695
65-74,Female,CED,MJ,5399366.30871543,5399366.30871543,5399366.30871543
65-74,Female,Food_price,USD,3424426.71912292,3424426.71912292,3424426.71912292
65-74,Female,FL,mrh-eq,193700.294152895,193700.294152895,193700.294152895
65-74,Male,CED,MJ,4894133.53595981,4894133.53595981,4894133.53595981
65-74,Male,Food_price,USD,2705333.76737843,2705333.76737843,2705333.76737843
65-74,Male,FL,mrh-eq,175279.56812273,175279.56812273,175279.56812273
75+,Female,CED,MJ,3877974.88749169,3877974.88749169,3877974.88749169
75+,Female,Food_price,USD,2430629.14933515,2430629.14933515,2430629.14933515
75+,Female,FL,mrh-eq,143953.499367696,143953.499367696,143953.499367696
75+,Male,CED,MJ,3016069.41836963,3016069.41836963,3016069.41836963
75+,Male,Food_price,USD,1704618.84318216,1704618.84318216,1704618.84318216
75+,Male,FL,mrh-eq,108360.207857049,108360.207857049,108360.207857049
