sex_gp,race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,NHW,added_sugar,CED,MJ,-1146287398.23123,-1179434029.24881,-1105952702.49598
Female,NHW,added_sugar,Food_price,USD,-1146287398.23123,-1179434029.24881,-1105952702.49598
Female,NHW,added_sugar,FL,mrh-eq,-1146287398.23123,-1179434029.24881,-1105952702.49598
Female,NHW,oil,CED,MJ,-180585938.777317,-198504011.008258,-164088409.524948
Female,NHW,oil,Food_price,USD,-180585938.777317,-198504011.008258,-164088409.524948
Female,NHW,oil,FL,mrh-eq,-180585938.777317,-198504011.008258,-164088409.524948
Female,NHW,sat_fat,CED,MJ,-1467359064.43076,-1433841730.14805,-1444427021.06009
Female,NHW,sat_fat,Food_price,USD,-1467359064.43076,-1433841730.14805,-1444427021.06009
Female,NHW,sat_fat,FL,mrh-eq,-1467359064.43076,-1433841730.14805,-1444427021.06009
Female,NHB,added_sugar,CED,MJ,-264843609.348622,-261042070.032008,-268529092.605007
Female,NHB,added_sugar,Food_price,USD,-264843609.348622,-261042070.032008,-268529092.605007
Female,NHB,added_sugar,FL,mrh-eq,-264843609.348622,-261042070.032008,-268529092.605007
Female,NHB,oil,CED,MJ,-78365014.2394346,-63293377.0246079,-76395407.6043602
Female,NHB,oil,Food_price,USD,-78365014.2394346,-63293377.0246079,-76395407.6043602
Female,NHB,oil,FL,mrh-eq,-78365014.2394346,-63293377.0246079,-76395407.6043602
Female,NHB,sat_fat,CED,MJ,-228815738.576492,-227430163.213141,-236510132.070052
Female,NHB,sat_fat,Food_price,USD,-228815738.576492,-227430163.213141,-236510132.070052
Female,NHB,sat_fat,FL,mrh-eq,-228815738.576492,-227430163.213141,-236510132.070052
Female,HIS,added_sugar,CED,MJ,-244643977.940558,-242655125.34409,-229818359.736053
Female,HIS,added_sugar,Food_price,USD,-244643977.940558,-242655125.34409,-229818359.736053
Female,HIS,added_sugar,FL,mrh-eq,-244643977.940558,-242655125.34409,-229818359.736053
Female,HIS,oil,CED,MJ,-572423.667907339,-14850667.8296822,8420250.41273688
Female,HIS,oil,Food_price,USD,-572423.667907339,-14850667.8296822,8420250.41273688
Female,HIS,oil,FL,mrh-eq,-572423.667907339,-14850667.8296822,8420250.41273688
Female,HIS,sat_fat,CED,MJ,-276785039.34714,-283363820.842606,-284104793.633606
Female,HIS,sat_fat,Food_price,USD,-276785039.34714,-283363820.842606,-284104793.633606
Female,HIS,sat_fat,FL,mrh-eq,-276785039.34714,-283363820.842606,-284104793.633606
Female,OTH,added_sugar,CED,MJ,-130116422.17812,-125810274.478764,-125562673.671348
Female,OTH,added_sugar,Food_price,USD,-130116422.17812,-125810274.478764,-125562673.671348
Female,OTH,added_sugar,FL,mrh-eq,-130116422.17812,-125810274.478764,-125562673.671348
Female,OTH,oil,CED,MJ,-39713190.9115172,-33868233.5610366,-54687024.647851
Female,OTH,oil,Food_price,USD,-39713190.9115172,-33868233.5610366,-54687024.647851
Female,OTH,oil,FL,mrh-eq,-39713190.9115172,-33868233.5610366,-54687024.647851
Female,OTH,sat_fat,CED,MJ,-184373116.644903,-169913073.890006,-175474260.256178
Female,OTH,sat_fat,Food_price,USD,-184373116.644903,-169913073.890006,-175474260.256178
Female,OTH,sat_fat,FL,mrh-eq,-184373116.644903,-169913073.890006,-175474260.256178
Male,NHW,added_sugar,CED,MJ,-937070539.481574,-932333158.505792,-868015412.173723
Male,NHW,added_sugar,Food_price,USD,-937070539.481574,-932333158.505792,-868015412.173723
Male,NHW,added_sugar,FL,mrh-eq,-937070539.481574,-932333158.505792,-868015412.173723
Male,NHW,oil,CED,MJ,68059007.2194541,61739769.6042355,49722603.6217453
Male,NHW,oil,Food_price,USD,68059007.2194541,61739769.6042355,49722603.6217453
Male,NHW,oil,FL,mrh-eq,68059007.2194541,61739769.6042355,49722603.6217453
Male,NHW,sat_fat,CED,MJ,-1250869535.98881,-1296633980.78461,-1256944509.19733
Male,NHW,sat_fat,Food_price,USD,-1250869535.98881,-1296633980.78461,-1256944509.19733
Male,NHW,sat_fat,FL,mrh-eq,-1250869535.98881,-1296633980.78461,-1256944509.19733
Male,NHB,added_sugar,CED,MJ,-177537793.428262,-167314436.106586,-181480020.304154
Male,NHB,added_sugar,Food_price,USD,-177537793.428262,-167314436.106586,-181480020.304154
Male,NHB,added_sugar,FL,mrh-eq,-177537793.428262,-167314436.106586,-181480020.304154
Male,NHB,oil,CED,MJ,6605538.64655437,15635369.3869885,8717381.99601863
Male,NHB,oil,Food_price,USD,6605538.64655437,15635369.3869885,8717381.99601863
Male,NHB,oil,FL,mrh-eq,6605538.64655437,15635369.3869885,8717381.99601863
Male,NHB,sat_fat,CED,MJ,-190104147.94363,-182961232.089373,-180527547.4688
Male,NHB,sat_fat,Food_price,USD,-190104147.94363,-182961232.089373,-180527547.4688
Male,NHB,sat_fat,FL,mrh-eq,-190104147.94363,-182961232.089373,-180527547.4688
Male,HIS,added_sugar,CED,MJ,-194720799.818256,-206969129.123012,-189872739.595429
Male,HIS,added_sugar,Food_price,USD,-194720799.818256,-206969129.123012,-189872739.595429
Male,HIS,added_sugar,FL,mrh-eq,-194720799.818256,-206969129.123012,-189872739.595429
Male,HIS,oil,CED,MJ,71939282.9363502,92784394.2966559,74813148.9382683
Male,HIS,oil,Food_price,USD,71939282.9363502,92784394.2966559,74813148.9382683
Male,HIS,oil,FL,mrh-eq,71939282.9363502,92784394.2966559,74813148.9382683
Male,HIS,sat_fat,CED,MJ,-260569855.448105,-274165219.913484,-254146548.226514
Male,HIS,sat_fat,Food_price,USD,-260569855.448105,-274165219.913484,-254146548.226514
Male,HIS,sat_fat,FL,mrh-eq,-260569855.448105,-274165219.913484,-254146548.226514
Male,OTH,added_sugar,CED,MJ,-71717557.224306,-93373351.9668633,-86538850.3406783
Male,OTH,added_sugar,Food_price,USD,-71717557.224306,-93373351.9668633,-86538850.3406783
Male,OTH,added_sugar,FL,mrh-eq,-71717557.224306,-93373351.9668633,-86538850.3406783
