age_gp,sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,added_sugar,CED,MJ,3051688.75767339,3051688.75767339,3051688.75767339
20-34,Female,added_sugar,Food_price,USD,5962969.17220104,5962969.17220104,5962969.17220104
20-34,Female,added_sugar,FL,mrh-eq,135683.253154618,135683.253154618,135683.253154618
20-34,Female,oil,CED,MJ,1666881.72846342,1666881.72846342,1666881.72846342
20-34,Female,oil,Food_price,USD,1186263.40052889,1186263.40052889,1186263.40052889
20-34,Female,oil,FL,mrh-eq,87478.9885803136,87478.9885803136,87478.9885803136
20-34,Female,sat_fat,CED,MJ,6466784.84314187,6466784.84314187,6466784.84314187
20-34,Female,sat_fat,Food_price,USD,807638.246012751,807638.246012751,807638.246012751
20-34,Female,sat_fat,FL,mrh-eq,170814.599891527,170814.599891527,170814.599891527
20-34,Male,added_sugar,CED,MJ,3271001.34320718,3271001.34320718,3271001.34320718
20-34,Male,added_sugar,Food_price,USD,6191638.91281458,6191638.91281458,6191638.91281458
20-34,Male,added_sugar,FL,mrh-eq,131075.180916678,131075.180916678,131075.180916678
20-34,Male,oil,CED,MJ,1685008.66989917,1685008.66989917,1685008.66989917
20-34,Male,oil,Food_price,USD,1065464.16312795,1065464.16312795,1065464.16312795
20-34,Male,oil,FL,mrh-eq,86689.853882903,86689.853882903,86689.853882903
20-34,Male,sat_fat,CED,MJ,7134418.76032812,7134418.76032812,7134418.76032812
20-34,Male,sat_fat,Food_price,USD,814017.041693465,814017.041693465,814017.041693465
20-34,Male,sat_fat,FL,mrh-eq,194456.581431903,194456.581431903,194456.581431903
35-44,Female,added_sugar,CED,MJ,1915438.88304484,1915438.88304484,1915438.88304484
35-44,Female,added_sugar,Food_price,USD,3220756.19257141,3220756.19257141,3220756.19257141
35-44,Female,added_sugar,FL,mrh-eq,90641.3495636803,90641.3495636803,90641.3495636803
35-44,Female,oil,CED,MJ,1051691.4306764,1051691.4306764,1051691.4306764
35-44,Female,oil,Food_price,USD,548406.256413496,548406.256413496,548406.256413496
35-44,Female,oil,FL,mrh-eq,52579.2649545789,52579.2649545789,52579.2649545789
35-44,Female,sat_fat,CED,MJ,4149718.46383238,4149718.46383238,4149718.46383238
35-44,Female,sat_fat,Food_price,USD,482722.891502268,482722.891502268,482722.891502268
35-44,Female,sat_fat,FL,mrh-eq,110452.463362576,110452.463362576,110452.463362576
35-44,Male,added_sugar,CED,MJ,1843586.84779306,1843586.84779306,1843586.84779306
35-44,Male,added_sugar,Food_price,USD,3351959.47335022,3351959.47335022,3351959.47335022
35-44,Male,added_sugar,FL,mrh-eq,79593.1184395159,79593.1184395159,79593.1184395159
35-44,Male,oil,CED,MJ,976414.906935889,976414.906935889,976414.906935889
35-44,Male,oil,Food_price,USD,606083.968934788,606083.968934788,606083.968934788
35-44,Male,oil,FL,mrh-eq,48497.6338476168,48497.6338476168,48497.6338476168
35-44,Male,sat_fat,CED,MJ,4342699.21578711,4342699.21578711,4342699.21578711
35-44,Male,sat_fat,Food_price,USD,454635.685083902,454635.685083902,454635.685083902
35-44,Male,sat_fat,FL,mrh-eq,120360.208740995,120360.208740995,120360.208740995
45-54,Female,added_sugar,CED,MJ,1840655.42303522,1840655.42303522,1840655.42303522
45-54,Female,added_sugar,Food_price,USD,2965793.07101453,2965793.07101453,2965793.07101453
45-54,Female,added_sugar,FL,mrh-eq,82917.2509253817,82917.2509253817,82917.2509253817
45-54,Female,oil,CED,MJ,1005622.47032572,1005622.47032572,1005622.47032572
45-54,Female,oil,Food_price,USD,758257.555783465,758257.555783465,758257.555783465
45-54,Female,oil,FL,mrh-eq,54248.7897967662,54248.7897967662,54248.7897967662
45-54,Female,sat_fat,CED,MJ,3967009.27469658,3967009.27469658,3967009.27469658
45-54,Female,sat_fat,Food_price,USD,466733.079427041,466733.079427041,466733.079427041
45-54,Female,sat_fat,FL,mrh-eq,105667.473030993,105667.473030993,105667.473030993
45-54,Male,added_sugar,CED,MJ,1746651.02011004,1746651.02011004,1746651.02011004
45-54,Male,added_sugar,Food_price,USD,2868108.89410641,2868108.89410641,2868108.89410641
45-54,Male,added_sugar,FL,mrh-eq,79853.6641549703,79853.6641549703,79853.6641549703
45-54,Male,oil,CED,MJ,942192.486932385,942192.486932385,942192.486932385
45-54,Male,oil,Food_price,USD,622427.580705308,622427.580705308,622427.580705308
