race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
NHW,added_sugar,CED,MJ,31826427.7476522,32057593.784221,30887221.8601196
NHW,added_sugar,Food_price,USD,56228752.4848325,56354858.990127,54864122.0787999
NHW,added_sugar,FL,mrh-eq,1476818.95025975,1488908.17700751,1436171.75872156
NHW,oil,CED,MJ,7716414.5340455,7752478.39764826,7717592.74363012
NHW,oil,Food_price,USD,5908745.17527543,5977343.73984031,5926849.2591281
NHW,oil,FL,mrh-eq,393011.303059534,394862.412075749,392742.117835797
NHW,sat_fat,CED,MJ,64613457.4256258,64815950.3283799,64414177.5368634
NHW,sat_fat,Food_price,USD,7188566.35213222,7194315.0605248,7145422.77845964
NHW,sat_fat,FL,mrh-eq,1749630.96261023,1755879.74847213,1744324.34849571
NHB,added_sugar,CED,MJ,6484525.76115237,6360024.85868924,6548977.58942337
NHB,added_sugar,Food_price,USD,10640591.8835887,10520149.1341254,10755021.5735268
NHB,added_sugar,FL,mrh-eq,273001.024929602,268184.427242,275928.717846114
NHB,oil,CED,MJ,1494329.08540209,1457256.69039437,1488156.35631304
NHB,oil,Food_price,USD,760057.420406899,735573.954336028,763332.399498728
NHB,oil,FL,mrh-eq,73833.2751027723,71997.7171704907,73490.0414990048
NHB,sat_fat,CED,MJ,10226671.797345,10134744.1902239,10197942.9792285
NHB,sat_fat,Food_price,USD,1136657.33687013,1125804.415301,1130818.13479381
NHB,sat_fat,FL,mrh-eq,273616.080714043,271211.39167133,272749.914565713
HIS,added_sugar,CED,MJ,7311705.59319937,7401217.97528124,7147481.56029025
HIS,added_sugar,Food_price,USD,11450063.8952741,11397966.4823185,11144904.3493004
HIS,added_sugar,FL,mrh-eq,327493.585443817,331557.636248844,319057.344392463
HIS,oil,CED,MJ,1789661.58730394,1780015.04184627,1771899.32966924
HIS,oil,Food_price,USD,1220684.72350227,1224293.34047076,1207169.32994553
HIS,oil,FL,mrh-eq,90641.9529610461,90185.2979373046,89770.0048711049
HIS,sat_fat,CED,MJ,14671457.9295545,14921124.1652205,14681404.1057911
HIS,sat_fat,Food_price,USD,1703948.54920609,1725523.02379689,1697862.93052061
HIS,sat_fat,FL,mrh-eq,401245.633695343,408155.34367607,401483.5934526
OTH,added_sugar,CED,MJ,4039494.88512669,4175011.18003878,4125183.80954287
OTH,added_sugar,Food_price,USD,6740601.32918709,6772432.91720759,6831937.25479868
OTH,added_sugar,FL,mrh-eq,197249.575272009,205609.404061168,201525.112312269
OTH,oil,CED,MJ,1314768.8909088,1318123.38075392,1335153.1535657
OTH,oil,Food_price,USD,920096.714643808,926727.146689014,932357.913343913
OTH,oil,FL,mrh-eq,69320.3903710574,69419.236874086,70385.9776189348
OTH,sat_fat,CED,MJ,8956057.22133174,8890313.67537181,8897825.6123881
OTH,sat_fat,Food_price,USD,1213032.3829535,1205981.15323201,1211930.38559477
OTH,sat_fat,FL,mrh-eq,240548.944679753,239003.831435421,239099.833498158
