Foodgroup,outcome,outcome_unit,X1,X2,X3
added_sugar,CED,MJ,44381582.0099397,44381582.0099397,44381582.0099397
added_sugar,Food_price,USD,75999724.3007339,75999724.3007339,75999724.3007339
added_sugar,FL,mrh-eq,2036891.73997176,2036891.73997176,2036891.73997176
oil,CED,MJ,61226783.2545322,61226783.2545322,61226783.2545322
oil,Food_price,USD,43759029.052668,43759029.052668,43759029.052668
oil,FL,mrh-eq,3115777.88271576,3115777.88271576,3115777.88271576
sat_fat,CED,MJ,168435756.172424,168435756.172424,168435756.172424
sat_fat,Food_price,USD,19260876.2704258,19260876.2704258,19260876.2704258
sat_fat,FL,mrh-eq,4555483.8771322,4555483.8771322,4555483.8771322
