age_gp,sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,NHW,CED,MJ,20309835.5550246,20309835.5550246,20309835.5550246
20-34,Female,NHW,Food_price,USD,11627849.7109988,11627849.7109988,11627849.7109988
20-34,Female,NHW,FL,mrh-eq,718910.990110294,718910.990110294,718910.990110294
20-34,Female,NHB,CED,MJ,4938553.42720274,4938553.42720274,4938553.42720274
20-34,Female,NHB,Food_price,USD,2745549.86258439,2745549.86258439,2745549.86258439
20-34,Female,NHB,FL,mrh-eq,169588.266136403,169588.266136403,169588.266136403
20-34,Female,HIS,CED,MJ,7440746.81905621,7440746.81905621,7440746.81905621
20-34,Female,HIS,Food_price,USD,3619432.56366933,3619432.56366933,3619432.56366933
20-34,Female,HIS,FL,mrh-eq,263229.749761302,263229.749761302,263229.749761302
20-34,Female,OTH,CED,MJ,4294786.48831296,4294786.48831296,4294786.48831296
20-34,Female,OTH,Food_price,USD,2495313.43128831,2495313.43128831,2495313.43128831
20-34,Female,OTH,FL,mrh-eq,151546.138402252,151546.138402252,151546.138402252
20-34,Male,NHW,CED,MJ,21764650.7484655,21764650.7484655,21764650.7484655
20-34,Male,NHW,Food_price,USD,12097193.4944302,12097193.4944302,12097193.4944302
20-34,Male,NHW,FL,mrh-eq,759769.621503621,759769.621503621,759769.621503621
20-34,Male,NHB,CED,MJ,4532263.25823733,4532263.25823733,4532263.25823733
20-34,Male,NHB,Food_price,USD,2020379.8786998,2020379.8786998,2020379.8786998
20-34,Male,NHB,FL,mrh-eq,155247.191319107,155247.191319107,155247.191319107
20-34,Male,HIS,CED,MJ,7717812.23168439,7717812.23168439,7717812.23168439
20-34,Male,HIS,Food_price,USD,3709087.71448209,3709087.71448209,3709087.71448209
20-34,Male,HIS,FL,mrh-eq,266835.353945782,266835.353945782,266835.353945782
20-34,Male,OTH,CED,MJ,4111512.69384402,4111512.69384402,4111512.69384402
20-34,Male,OTH,Food_price,USD,2368385.50813606,2368385.50813606,2368385.50813606
20-34,Male,OTH,FL,mrh-eq,147174.858803285,147174.858803285,147174.858803285
35-44,Female,NHW,CED,MJ,12130000.1175862,12130000.1175862,12130000.1175862
35-44,Female,NHW,Food_price,USD,5686622.14631689,5686622.14631689,5686622.14631689
35-44,Female,NHW,FL,mrh-eq,418380.249029071,418380.249029071,418380.249029071
35-44,Female,NHB,CED,MJ,3086402.2211025,3086402.2211025,3086402.2211025
35-44,Female,NHB,Food_price,USD,1059133.20305274,1059133.20305274,1059133.20305274
35-44,Female,NHB,FL,mrh-eq,106425.638301293,106425.638301293,106425.638301293
35-44,Female,HIS,CED,MJ,5202875.95906793,5202875.95906793,5202875.95906793
35-44,Female,HIS,Food_price,USD,2527510.80098247,2527510.80098247,2527510.80098247
35-44,Female,HIS,FL,mrh-eq,186877.031861608,186877.031861608,186877.031861608
35-44,Female,OTH,CED,MJ,3068721.79088118,3068721.79088118,3068721.79088118
35-44,Female,OTH,Food_price,USD,1491294.45541914,1491294.45541914,1491294.45541914
35-44,Female,OTH,FL,mrh-eq,114917.519907372,114917.519907372,114917.519907372
35-44,Male,NHW,CED,MJ,12188942.4124831,12188942.4124831,12188942.4124831
35-44,Male,NHW,Food_price,USD,6173241.71121464,6173241.71121464,6173241.71121464
35-44,Male,NHW,FL,mrh-eq,421619.568078779,421619.568078779,421619.568078779
35-44,Male,NHB,CED,MJ,2570909.27830699,2570909.27830699,2570909.27830699
35-44,Male,NHB,Food_price,USD,1221584.55188697,1221584.55188697,1221584.55188697
35-44,Male,NHB,FL,mrh-eq,89226.6307019004,89226.6307019004,89226.6307019004
35-44,Male,HIS,CED,MJ,4973696.86523737,4973696.86523737,4973696.86523737
35-44,Male,HIS,Food_price,USD,2511815.34624569,2511815.34624569,2511815.34624569
35-44,Male,HIS,FL,mrh-eq,176300.498848128,176300.498848128,176300.498848128
35-44,Male,OTH,CED,MJ,2478867.09995252,2478867.09995252,2478867.09995252
35-44,Male,OTH,Food_price,USD,1180614.62708588,1180614.62708588,1180614.62708588
35-44,Male,OTH,FL,mrh-eq,93363.2008582085,93363.2008582085,93363.2008582085
45-54,Female,NHW,CED,MJ,14738468.3292524,14738468.3292524,14738468.3292524
45-54,Female,NHW,Food_price,USD,7415102.83096916,7415102.83096916,7415102.83096916
