race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
NHW,added_sugar,CED,MJ,94412831.7674086,95099801.3550116,91632831.9019205
NHW,added_sugar,Food_price,USD,166774323.66423,167151412.065806,162734213.754337
NHW,added_sugar,FL,mrh-eq,4381425.12105218,4417331.9759181,4261121.5872698
NHW,oil,CED,MJ,46695806.4373528,46914459.8492512,46708682.8991119
NHW,oil,Food_price,USD,35761129.7839442,36176457.6147118,35874019.3682019
NHW,oil,FL,mrh-eq,2378022.3273933,2389229.71796952,2376681.5175407
NHW,sat_fat,CED,MJ,281589948.040135,282212772.735888,280631234.939696
NHW,sat_fat,Food_price,USD,31348261.2147382,31341453.3439182,31149320.7975392
NHW,sat_fat,FL,mrh-eq,7617593.68675053,7637670.57894818,7591924.63546558
NHB,added_sugar,CED,MJ,19191965.1432263,18823849.0793658,19384010.2463872
NHB,added_sugar,Food_price,USD,31491245.8216268,31134348.4400121,31831780.6913804
NHB,added_sugar,FL,mrh-eq,808157.483538345,793920.335632256,816883.657618272
NHB,oil,CED,MJ,9070452.07689172,8846610.48093752,9032640.27248829
NHB,oil,Food_price,USD,4611784.15831057,4464029.21320586,4631975.00093628
NHB,oil,FL,mrh-eq,448132.856353716,437048.531796158,446032.75965883
NHB,sat_fat,CED,MJ,43652131.9274422,43251494.2561317,43559453.390097
NHB,sat_fat,Food_price,USD,4859026.35717869,4811492.65657843,4837819.77242267
NHB,sat_fat,FL,mrh-eq,1167012.37827427,1156525.8794676,1164106.13088363
HIS,added_sugar,CED,MJ,21677172.1607321,21942582.4534417,21188071.5556673
HIS,added_sugar,Food_price,USD,33939888.926253,33783323.7023121,33030633.8198412
HIS,added_sugar,FL,mrh-eq,971292.085147251,983329.39957298,946176.742459857
HIS,oil,CED,MJ,10899300.9261215,10839862.2734922,10790476.8416038
HIS,oil,Food_price,USD,7435922.98146294,7457482.77383695,7352782.16886587
HIS,oil,FL,mrh-eq,551976.318890751,549158.35297155,546633.487971534
HIS,sat_fat,CED,MJ,62256508.3109893,63282916.9476395,62307627.3125962
HIS,sat_fat,Food_price,USD,7233439.58633832,7323512.39646561,7209796.68943632
HIS,sat_fat,FL,mrh-eq,1701655.3049026,1730064.60118989,1702910.53598059
OTH,added_sugar,CED,MJ,12012585.923061,12417657.2671736,12268886.4446813
OTH,added_sugar,Food_price,USD,20040920.5871614,20139405.5328314,20315020.5092678
OTH,added_sugar,FL,mrh-eq,586737.264351598,611705.30171913,599526.230382311
OTH,oil,CED,MJ,7953344.82670407,7973638.26783932,8076300.36495504
OTH,oil,Food_price,USD,5557301.5267887,5598111.56932551,5631835.95334782
OTH,oil,FL,mrh-eq,419283.828238998,419884.88841149,425711.373825076
OTH,sat_fat,CED,MJ,39194205.8693402,38831957.9743517,38915245.3976135
OTH,sat_fat,Food_price,USD,5321993.44279552,5279731.72540023,5317697.39267957
OTH,sat_fat,FL,mrh-eq,1051170.6240958,1042404.57104891,1044157.84082927
