sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
Female,NHW,CED,MJ,-107616015.783118,-106831103.833237,-105192971.036857
Female,NHW,Food_price,USD,-60633074.3025594,-61785931.0112482,-59504197.9816866
Female,NHW,FL,mrh-eq,-3505100.01666756,-3506418.0271238,-3417157.33015978
Female,NHB,CED,MJ,-18446766.6267704,-18149951.6803709,-18890778.9468877
Female,NHB,Food_price,USD,-13087271.999299,-12862297.4076197,-13225332.4431142
Female,NHB,FL,mrh-eq,-616134.439820668,-604540.033328995,-629111.388193603
Female,HIS,CED,MJ,-20506080.6235968,-20921059.1128852,-20434788.0633365
Female,HIS,Food_price,USD,-11391214.7319094,-11099443.8260969,-10609786.4143656
Female,HIS,FL,mrh-eq,-678195.509210004,-690931.181798482,-666419.733660523
Female,OTH,CED,MJ,-12990722.6167461,-12093585.7026971,-12577547.4705386
Female,OTH,Food_price,USD,-7127770.72622319,-6610603.49920469,-7030638.37098169
Female,OTH,FL,mrh-eq,-423815.038165271,-397349.159133824,-414696.051495108
Male,NHW,CED,MJ,-89032647.6161944,-91346007.2613304,-87729855.8582881
Male,NHW,Food_price,USD,-48760730.9784843,-48393482.6313184,-45763446.5565228
Male,NHW,FL,mrh-eq,-2861453.65763279,-2927326.78481635,-2802082.94922065
Male,NHB,CED,MJ,-13747364.8945944,-13051584.5098688,-13364907.3358895
Male,NHB,Food_price,USD,-8314204.60535069,-7986993.16971033,-8515663.28915883
Male,NHB,FL,mrh-eq,-434933.506135102,-410719.941356462,-425676.387756571
Male,HIS,CED,MJ,-17607002.7036222,-18424404.4910644,-17131489.5759069
Male,HIS,Food_price,USD,-8938181.49777674,-9185019.78214974,-8703570.99940971
Male,HIS,FL,mrh-eq,-542647.057437926,-567540.029643267,-525219.89045878
Male,OTH,CED,MJ,-9302877.7859429,-10263131.5902513,-9816348.52029496
Male,OTH,Food_price,USD,-4009677.58187659,-4623878.0797067,-4451148.2356677
Male,OTH,FL,mrh-eq,-289332.51257272,-332601.436097296,-310655.227593139
